% This data set is also obtained from the task of controlling a F16
% aircraft, although the target variable and attributes are different
% from the ailerons domain. In this case the goal variable is related to
% an action taken on the elevators of the aircraft.
%
% Characteristics: 8752 cases, 19 continuous attributes 
% Source: collection of regression datasets by Luis Torgo (ltorgo@ncc.up.pt) at
% http://www.ncc.up.pt/~ltorgo/Regression/DataSets.html
% Original source: Experiments of Rui Camacho (rcamacho@garfield.fe.up.pt). 

@relation elevators
@attribute  climbRate real
@attribute  Sgz real
@attribute  p real
@attribute  q real
@attribute  curRoll real
@attribute  absRoll real
@attribute  diffClb real
@attribute  diffRollRate real
@attribute  diffDiffClb real
@attribute  SaTime1 real
@attribute  SaTime2 real
@attribute  SaTime3 real
@attribute  SaTime4 real
@attribute  diffSaTime1 real
@attribute  diffSaTime2 real
@attribute  diffSaTime3 real
@attribute  diffSaTime4 real
@attribute  Sa real
@attribute  Goal real

@data
93, -59, 0.31, 0.03, -1.1, -19, 15, 0.041, -0.7, -0.0006, -0.0006, -0.0006, -0.0006, 0.0000, 0.0000, 0.0000, 0.0000, -0.0006, 0.029
345, -50, 0.74, 0.06, 0.2, -18, 9, 0.011, 0.1, -0.0011, -0.0011, -0.0011, -0.0011, 0.0000, 0.0000, 0.0000, 0.0000, -0.0011, 0.032
405, -45, 0.80, 0.29, 0.9, -17, 3, 0.007, -2.7, -0.0012, -0.0011, -0.0011, -0.0011, -0.0002, 0.0000, 0.0000, 0.0000, -0.0011, 0.033
-172, -31, -0.50, 0.28, 2.3, -16, -15, -0.032, 0.0, -0.0017, -0.0020, -0.0020, -0.0021, 0.0003, 0.0000, 0.0001, 0.0000, -0.0021, 0.029
-247, -42, -0.40, 0.13, 1.1, -17, 2, 0.011, -0.7, -0.0012, -0.0012, -0.0012, -0.0012, 0.0000, 0.0000, 0.0000, 0.0000, -0.0012, 0.027
-225, -45, -0.31, -0.07, 0.8, -17, 6, 0.009, 1.7, -0.0013, -0.0012, -0.0012, -0.0012, -0.0002, 0.0000, 0.0000, 0.0000, -0.0012, 0.026
55, -48, -0.25, -0.03, 0.3, -18, 16, 0.003, -0.2, -0.0014, -0.0014, -0.0014, -0.0014, 0.0000, 0.0000, 0.0000, 0.0000, -0.0014, 0.027
87, -47, -0.25, -0.03, 0.2, -18, 16, 0.003, -0.1, -0.0011, -0.0014, -0.0014, -0.0014, 0.0002, 0.0000, 0.0000, 0.0000, -0.0014, 0.026
475, -35, 0.33, 0.00, 0.3, -18, 14, 0.023, -0.2, -0.0009, -0.0009, -0.0009, -0.0009, 0.0000, 0.0000, 0.0000, 0.0000, -0.0009, 0.029
592, -22, 0.53, 0.22, 0.9, -17, -4, 0.000, -1.6, -0.0013, -0.0013, -0.0013, -0.0013, 0.0000, 0.0000, 0.0000, 0.0000, -0.0013, 0.032
556, -15, 0.43, 0.32, 1.3, -17, -7, -0.023, -1.8, -0.0018, -0.0018, -0.0018, -0.0018, 0.0000, 0.0000, 0.0000, 0.0000, -0.0018, 0.031
258, 3, 0.00, 0.27, 1.8, -16, -14, -0.018, -0.1, -0.0016, -0.0016, -0.0016, -0.0016, 0.0000, 0.0000, 0.0000, 0.0000, -0.0016, 0.029
129, 11, -0.40, 0.15, 1.2, -17, -3, -0.013, 0.2, -0.0014, -0.0016, -0.0016, -0.0016, 0.0002, 0.0000, 0.0000, 0.0000, -0.0016, 0.030
-13, 14, -0.46, 0.23, 0.1, -18, -7, 0.000, -0.2, -0.0014, -0.0014, -0.0014, -0.0014, 0.0000, 0.0000, 0.0000, 0.0000, -0.0014, 0.028
-48, 12, -0.19, 0.16, -0.8, -19, 0, 0.017, -0.1, -0.0011, -0.0011, -0.0011, -0.0011, 0.0000, 0.0000, 0.0000, 0.0000, -0.0011, 0.029
-149, 7, 0.46, 0.22, -0.3, -18, -7, 0.014, -0.1, -0.0013, -0.0011, -0.0011, -0.0010, -0.0003, 0.0000, -0.0002, 0.0000, -0.0010, 0.030
-160, 7, 0.48, 0.23, -0.2, -18, -7, 0.010, -0.2, -0.0014, -0.0013, -0.0013, -0.0011, -0.0003, 0.0000, -0.0003, 0.0000, -0.0011, 0.028
-275, -11, -0.28, 0.18, 0.6, -17, -4, -0.023, 0.0, -0.0018, -0.0018, -0.0018, -0.0018, 0.0000, 0.0000, 0.0000, 0.0000, -0.0018, 0.026
-295, -15, -0.44, 0.08, 0.3, -18, -1, -0.020, 1.3, -0.0018, -0.0018, -0.0018, -0.0018, 0.0000, 0.0000, 0.0000, 0.0000, -0.0018, 0.028
-291, -16, -0.48, 0.01, 0.2, -18, 3, -0.019, 1.6, -0.0016, -0.0018, -0.0018, -0.0018, 0.0002, 0.0000, 0.0000, 0.0000, -0.0018, 0.026
-201, -24, -0.20, 0.13, -0.7, -19, 6, 0.022, -0.3, -0.0009, -0.0009, -0.0009, -0.0009, 0.0000, 0.0000, 0.0000, 0.0000, -0.0009, 0.025
-182, -25, -0.11, 0.13, -0.8, -19, 4, 0.022, -0.4, -0.0008, -0.0008, -0.0008, -0.0009, 0.0001, 0.0000, 0.0001, 0.0000, -0.0009, 0.026
-36, -29, 0.57, 0.10, -0.3, -18, 6, 0.028, 0.1, -0.0009, -0.0007, -0.0007, -0.0007, -0.0003, 0.0000, 0.0000, 0.0000, -0.0007, 0.027
-5, -29, 0.65, 0.20, 0.2, -18, 4, -0.006, -1.1, -0.0014, -0.0014, -0.0014, -0.0013, 0.0000, 0.0000, -0.0002, 0.0000, -0.0013, 0.028
-57, -29, 0.36, 0.23, 0.9, -17, -7, -0.034, -0.5, -0.0019, -0.0019, -0.0019, -0.0019, 0.0000, 0.0000, 0.0000, 0.0000, -0.0019, 0.029
-70, -30, 0.29, 0.23, 1.0, -17, -8, -0.034, -0.6, -0.0023, -0.0019, -0.0019, -0.0019, -0.0005, 0.0000, 0.0000, 0.0000, -0.0019, 0.026
-126, -34, -0.79, 0.15, 0.5, -18, -1, -0.046, -0.4, -0.0024, -0.0024, -0.0024, -0.0024, 0.0000, 0.0000, 0.0000, 0.0000, -0.0024, 0.027
-127, -35, -0.87, 0.14, 0.3, -18, -1, -0.045, 0.1, -0.0019, -0.0024, -0.0024, -0.0024, 0.0005, 0.0000, 0.0000, 0.0000, -0.0024, 0.024
-92, -37, -0.84, -0.05, -0.9, -19, 12, 0.026, 2.4, -0.0008, -0.0009, -0.0009, -0.0010, 0.0001, 0.0000, 0.0001, 0.0000, -0.0010, 0.023
-33, -37, -0.72, 0.03, -1.2, -19, 16, 0.032, 0.2, -0.0008, -0.0008, -0.0008, -0.0008, 0.0000, 0.0000, 0.0000, 0.0000, -0.0008, 0.024
-1, -37, -0.65, -0.03, -1.4, -19, 16, 0.032, -0.1, -0.0007, -0.0008, -0.0008, -0.0008, 0.0001, 0.0000, 0.0000, 0.0000, -0.0008, 0.023
290, -33, 0.05, 0.01, -1.9, -20, 16, 0.040, 0.3, -0.0006, -0.0006, -0.0006, -0.0006, 0.0000, 0.0000, 0.0000, 0.0000, -0.0006, 0.026
429, -27, 0.41, 0.26, -1.7, -20, 6, 0.033, -3.1, -0.0007, -0.0007, -0.0007, -0.0007, 0.0000, 0.0000, 0.0000, 0.0000, -0.0007, 0.029
424, -21, 0.64, 0.37, -1.3, -19, -6, 0.023, -2.5, -0.0008, -0.0008, -0.0008, -0.0008, 0.0000, 0.0000, 0.0000, 0.0000, -0.0008, 0.032
200, -14, 0.76, 0.49, -0.4, -18, -32, 0.003, -1.5, -0.0011, -0.0011, -0.0011, -0.0011, 0.0000, 0.0000, 0.0000, 0.0000, -0.0011, 0.030
-73, -13, 0.70, 0.26, 0.4, -18, -21, -0.015, 2.1, -0.0014, -0.0014, -0.0014, -0.0014, 0.0000, 0.0000, 0.0000, 0.0000, -0.0014, 0.027
-248, -17, 0.54, 0.15, 1.2, -17, -8, -0.014, 1.9, -0.0014, -0.0014, -0.0014, -0.0014, 0.0000, 0.0000, 0.0000, 0.0000, -0.0014, 0.025
-283, -19, 0.45, 0.19, 1.5, -17, -8, -0.023, -0.6, -0.0017, -0.0016, -0.0016, -0.0016, -0.0002, 0.0000, 0.0000, 0.0000, -0.0016, 0.026
-347, -30, -0.37, 0.15, 1.6, -16, -5, -0.045, 0.3, -0.0020, -0.0021, -0.0021, -0.0021, 0.0001, 0.0000, 0.0000, 0.0000, -0.0021, 0.024
-366, -35, -0.56, 0.06, 1.2, -17, -1, -0.001, 1.1, -0.0010, -0.0011, -0.0011, -0.0013, 0.0002, 0.0000, 0.0002, 0.0000, -0.0013, 0.025
-327, -39, -0.43, 0.15, 0.8, -17, 6, 0.021, -1.1, -0.0008, -0.0008, -0.0008, -0.0008, 0.0000, 0.0000, 0.0000, 0.0000, -0.0008, 0.026
-335, -47, -0.09, 0.16, 0.4, -18, -4, 0.026, 0.2, -0.0007, -0.0007, -0.0007, -0.0007, 0.0000, 0.0000, 0.0000, 0.0000, -0.0007, 0.022
-184, -56, 0.38, 0.04, 0.7, -17, 15, 0.024, -1.4, -0.0007, -0.0007, -0.0007, -0.0007, 0.0000, 0.0000, 0.0000, 0.0000, -0.0007, 0.024
274, -44, -0.61, 0.12, 0.1, -18, 4, -0.013, -0.3, -0.0015, -0.0015, -0.0015, -0.0015, 0.0000, 0.0000, 0.0000, 0.0000, -0.0015, 0.025
288, -42, -0.66, 0.12, -0.3, -18, 3, -0.011, -0.2, -0.0012, -0.0013, -0.0013, -0.0015, 0.0001, 0.0000, 0.0003, 0.0000, -0.0015, 0.024
330, -33, -0.42, 0.15, -1.3, -19, 3, 0.016, -0.3, -0.0010, -0.0010, -0.0010, -0.0010, 0.0000, 0.0000, 0.0000, 0.0000, -0.0010, 0.026
213, -21, 0.08, 0.27, -1.7, -20, -8, 0.020, -0.4, -0.0009, -0.0009, -0.0009, -0.0009, 0.0001, 0.0000, 0.0000, 0.0000, -0.0009, 0.027
94, -17, 0.40, 0.32, -1.4, -19, -15, 0.027, -0.6, -0.0007, -0.0007, -0.0007, -0.0007, 0.0000, 0.0000, 0.0000, 0.0000, -0.0007, 0.028
-166, -18, 0.53, 0.34, -0.6, -18, -20, 0.002, 0.2, -0.0012, -0.0012, -0.0012, -0.0012, 0.0000, 0.0000, 0.0000, 0.0000, -0.0012, 0.024
-303, -24, 0.55, 0.15, 0.3, -18, 4, 0.001, 0.2, -0.0013, -0.0011, -0.0011, -0.0011, -0.0003, 0.0000, 0.0000, 0.0000, -0.0011, 0.022
-293, -28, 0.51, -0.03, 0.7, -17, 4, -0.008, 2.2, -0.0013, -0.0013, -0.0013, -0.0013, 0.0000, 0.0000, 0.0000, 0.0000, -0.0013, 0.023
119, -36, -0.35, 0.08, 1.2, -17, 5, -0.010, -0.1, -0.0012, -0.0013, -0.0013, -0.0013, 0.0002, 0.0000, 0.0000, 0.0000, -0.0013, 0.024
93, -33, -0.32, 0.16, 0.7, -17, -6, 0.004, 0.7, -0.0011, -0.0011, -0.0011, -0.0011, 0.0000, 0.0000, 0.0000, 0.0000, -0.0011, 0.023
204, -22, 0.34, 0.12, 0.7, -17, 2, 0.012, -0.2, -0.0011, -0.0010, -0.0010, -0.0009, -0.0003, 0.0000, -0.0002, 0.0000, -0.0009, 0.024
52, -13, -0.39, 0.19, 0.7, -17, -6, -0.020, 0.0, -0.0015, -0.0015, -0.0015, -0.0015, 0.0000, 0.0000, 0.0000, 0.0000, -0.0015, 0.025
31, -13, -0.46, 0.19, 0.6, -17, -6, -0.019, 0.0, -0.0012, -0.0014, -0.0014, -0.0015, 0.0002, 0.0000, 0.0002, 0.0000, -0.0015, 0.024
6, -13, -0.48, 0.25, 0.4, -18, -8, 0.001, -1.1, -0.0010, -0.0011, -0.0011, -0.0012, 0.0001, 0.0000, 0.0001, 0.0000, -0.0012, 0.025
-375, -24, 0.24, 0.25, -0.3, -18, -11, 0.017, -0.1, -0.0008, -0.0008, -0.0008, -0.0008, 0.0000, 0.0000, 0.0000, 0.0000, -0.0008, 0.023
-451, -33, 0.44, 0.07, 0.2, -18, 4, 0.016, 1.9, -0.0008, -0.0008, -0.0008, -0.0008, 0.0000, 0.0000, 0.0000, 0.0000, -0.0008, 0.022
-412, -40, 0.58, 0.03, 0.7, -17, 6, 0.013, 1.2, -0.0009, -0.0008, -0.0008, -0.0008, -0.0002, 0.0000, 0.0000, 0.0000, -0.0008, 0.020
-202, -51, 0.47, 0.01, 1.9, -16, 11, -0.013, -0.5, -0.0012, -0.0012, -0.0012, -0.0012, 0.0000, 0.0000, 0.0000, 0.0000, -0.0012, 0.021
29, -54, -0.20, 0.04, 2.3, -16, 8, -0.030, -0.1, -0.0013, -0.0015, -0.0015, -0.0016, 0.0002, 0.0000, 0.0001, 0.0000, -0.0016, 0.022
166, -42, -0.08, 0.11, 1.1, -17, 1, 0.004, -0.1, -0.0011, -0.0010, -0.0010, -0.0010, -0.0002, 0.0000, 0.0000, 0.0000, -0.0010, 0.023
94, -38, -0.14, 0.18, 1.0, -17, -7, -0.005, 0.5, -0.0012, -0.0012, -0.0012, -0.0012, 0.0000, 0.0000, 0.0000, 0.0000, -0.0012, 0.021
153, -33, -0.30, 0.10, 0.4, -18, 5, -0.006, 0.1, -0.0012, -0.0012, -0.0012, -0.0012, 0.0000, 0.0000, 0.0000, 0.0000, -0.0012, 0.023
-50, -25, 0.26, 0.22, 0.2, -18, -6, 0.000, -0.3, -0.0012, -0.0012, -0.0012, -0.0011, 0.0000, 0.0000, -0.0002, 0.0000, -0.0011, 0.024
-149, -27, 0.16, 0.22, 0.4, -18, -10, -0.010, 0.1, -0.0013, -0.0013, -0.0013, -0.0013, 0.0000, 0.0000, 0.0000, 0.0000, -0.0013, 0.022
-167, -27, 0.15, 0.22, 0.5, -18, -10, -0.010, 0.1, -0.0013, -0.0013, -0.0013, -0.0013, 0.0000, 0.0000, 0.0000, 0.0000, -0.0013, 0.023
-216, -29, 0.08, 0.13, 0.5, -17, -7, -0.014, 1.5, -0.0013, -0.0013, -0.0013, -0.0013, 0.0000, 0.0000, 0.0000, 0.0000, -0.0013, 0.021
-233, -32, 0.01, 0.11, 0.6, -17, -3, -0.013, 0.1, -0.0013, -0.0013, -0.0013, -0.0013, 0.0000, 0.0000, 0.0000, 0.0000, -0.0013, 0.020
-46, -38, -0.39, 0.04, 0.1, -18, 9, 0.010, -0.3, -0.0006, -0.0008, -0.0008, -0.0010, 0.0002, 0.0000, 0.0002, 0.0000, -0.0010, 0.021
107, -36, 0.45, 0.11, 0.2, -18, 4, 0.027, -0.2, -0.0007, -0.0006, -0.0006, -0.0006, -0.0003, 0.0000, 0.0000, 0.0000, -0.0006, 0.022
117, -34, 0.55, 0.16, 0.8, -17, -5, -0.001, -0.5, -0.0010, -0.0010, -0.0010, -0.0010, 0.0000, 0.0000, 0.0000, 0.0000, -0.0010, 0.023
109, -33, 0.55, 0.15, 0.9, -17, -5, -0.001, 0.1, -0.0013, -0.0010, -0.0010, -0.0010, -0.0004, 0.0000, 0.0000, 0.0000, -0.0010, 0.022
-90, -32, -1.02, 0.18, -0.3, -18, -4, -0.025, 0.1, -0.0016, -0.0017, -0.0017, -0.0017, 0.0001, 0.0000, 0.0000, 0.0000, -0.0017, 0.021
-94, -34, -0.96, 0.06, -1.5, -19, 6, 0.027, 1.6, -0.0009, -0.0009, -0.0009, -0.0009, 0.0000, 0.0000, 0.0000, 0.0000, -0.0009, 0.020
-45, -34, -0.79, 0.12, -2.0, -20, 8, 0.030, -0.5, -0.0005, -0.0006, -0.0006, -0.0008, 0.0001, 0.0000, 0.0002, 0.0000, -0.0008, 0.019
271, -30, 0.46, 0.02, -2.5, -20, 16, 0.056, 0.5, -0.0002, -0.0002, -0.0002, -0.0002, 0.0000, 0.0000, 0.0000, 0.0000, -0.0002, 0.023
374, -23, 0.82, 0.35, -1.7, -20, -11, 0.007, -3.9, -0.0011, -0.0010, -0.0010, -0.0010, -0.0003, 0.0000, 0.0000, 0.0000, -0.0010, 0.027
-103, -17, 0.03, 0.42, -0.6, -18, -33, -0.056, 1.4, -0.0021, -0.0021, -0.0021, -0.0021, 0.0000, 0.0000, 0.0000, 0.0000, -0.0021, 0.023
-440, -23, -0.58, 0.10, -0.9, -19, -20, -0.040, 3.5, -0.0019, -0.0019, -0.0019, -0.0019, 0.0000, 0.0000, 0.0000, 0.0000, -0.0019, 0.017
-399, -33, -0.75, -0.15, -2.0, -20, 18, 0.028, 3.3, -0.0007, -0.0007, -0.0007, -0.0008, 0.0000, 0.0000, 0.0001, 0.0000, -0.0008, 0.018
-158, -38, -0.40, 0.05, -2.6, -20, 19, 0.035, -1.9, -0.0007, -0.0007, -0.0007, -0.0007, 0.0000, 0.0000, 0.0000, 0.0000, -0.0007, 0.020
-16, -39, -0.11, 0.07, -2.8, -21, 17, 0.037, -0.9, -0.0005, -0.0005, -0.0005, -0.0006, 0.0000, 0.0000, 0.0001, 0.0000, -0.0006, 0.019
130, -38, 0.47, 0.05, -2.5, -20, 13, 0.048, 0.6, -0.0004, -0.0004, -0.0004, -0.0004, 0.0000, 0.0000, 0.0000, 0.0000, -0.0004, 0.020
252, -34, 0.84, 0.13, -1.7, -20, 5, 0.020, -0.8, -0.0007, -0.0007, -0.0007, -0.0007, 0.0000, 0.0000, 0.0000, 0.0000, -0.0007, 0.022
280, -31, 0.94, 0.26, -1.2, -19, 5, 0.016, -0.8, -0.0008, -0.0008, -0.0008, -0.0008, 0.0000, 0.0000, 0.0000, 0.0000, -0.0008, 0.023
-112, -25, 0.70, 0.25, 1.7, -16, -15, -0.012, -0.2, -0.0012, -0.0012, -0.0012, -0.0011, 0.0000, 0.0000, -0.0002, 0.0000, -0.0011, 0.024
-140, -26, 0.67, 0.26, 1.8, -16, -15, -0.016, -0.3, -0.0014, -0.0012, -0.0012, -0.0012, -0.0003, 0.0000, 0.0000, 0.0000, -0.0012, 0.021
-286, -33, 0.20, 0.14, 2.6, -15, 3, -0.027, -1.1, -0.0014, -0.0014, -0.0014, -0.0014, 0.0000, 0.0000, 0.0000, 0.0000, -0.0014, 0.020
-178, -46, -0.67, 0.07, 1.8, -16, 5, -0.024, -0.1, -0.0011, -0.0012, -0.0012, -0.0015, 0.0002, 0.0000, 0.0003, 0.0000, -0.0015, 0.019
123, -49, -0.37, 0.03, 0.2, -18, 12, 0.012, -0.2, -0.0009, -0.0009, -0.0009, -0.0009, 0.0000, 0.0000, 0.0000, 0.0000, -0.0009, 0.018
148, -48, -0.35, 0.03, 0.1, -18, 12, 0.012, -0.2, -0.0008, -0.0009, -0.0009, -0.0009, 0.0001, 0.0000, 0.0000, 0.0000, -0.0009, 0.019
264, -45, -0.13, 0.08, -0.3, -18, 10, 0.026, -0.9, -0.0007, -0.0007, -0.0007, -0.0007, 0.0000, 0.0000, 0.0000, 0.0000, -0.0007, 0.020
339, -39, -0.07, 0.14, -0.3, -18, 1, -0.008, -0.8, -0.0012, -0.0012, -0.0012, -0.0012, 0.0000, 0.0000, 0.0000, 0.0000, -0.0012, 0.021
349, -26, -0.46, 0.16, -0.9, -19, 0, -0.019, -0.1, -0.0015, -0.0015, -0.0015, -0.0015, 0.0000, 0.0000, 0.0000, 0.0000, -0.0015, 0.020
349, -25, -0.49, 0.16, -0.9, -19, 0, -0.018, -0.2, -0.0013, -0.0015, -0.0015, -0.0015, 0.0002, 0.0000, 0.0000, 0.0000, -0.0015, 0.021
362, -16, -0.35, 0.15, -1.6, -19, 2, 0.020, 0.1, -0.0009, -0.0009, -0.0009, -0.0009, 0.0000, 0.0000, 0.0000, 0.0000, -0.0009, 0.022
139, 3, 0.58, 0.26, -1.2, -19, -11, 0.022, -0.2, -0.0007, -0.0007, -0.0007, -0.0007, 0.0000, 0.0000, 0.0000, 0.0000, -0.0007, 0.023
-169, 3, 0.32, 0.26, 0.2, -18, -14, -0.018, -0.1, -0.0013, -0.0013, -0.0013, -0.0013, 0.0000, 0.0000, 0.0000, 0.0000, -0.0013, 0.020
-245, 0, 0.23, 0.17, 0.4, -18, -13, -0.012, 0.6, -0.0012, -0.0012, -0.0012, -0.0012, 0.0000, 0.0000, 0.0000, 0.0000, -0.0012, 0.021
-285, -7, 0.19, 0.16, 0.6, -17, -6, 0.002, -0.2, -0.0016, -0.0013, -0.0013, -0.0010, -0.0004, 0.0000, -0.0004, 0.0000, -0.0010, 0.020
-267, -27, -0.73, 0.11, -1.3, -19, 6, 0.019, 0.3, -0.0009, -0.0009, -0.0009, -0.0009, 0.0000, 0.0000, 0.0000, 0.0000, -0.0009, 0.019
-188, -32, -0.43, 0.09, -2.0, -20, 9, 0.029, 0.4, -0.0007, -0.0007, -0.0007, -0.0007, 0.0001, 0.0000, 0.0000, 0.0000, -0.0007, 0.020
-75, -36, 0.31, 0.16, -2.2, -20, 3, 0.028, -0.3, -0.0007, -0.0007, -0.0007, -0.0007, 0.0000, 0.0000, 0.0000, 0.0000, -0.0007, 0.019
-14, -37, 0.61, 0.09, -1.6, -20, 9, 0.022, 0.2, -0.0007, -0.0007, -0.0007, -0.0007, 0.0000, 0.0000, 0.0000, 0.0000, -0.0007, 0.020
72, -35, 0.62, 0.14, 0.3, -18, 1, -0.010, -0.2, -0.0013, -0.0013, -0.0013, -0.0011, 0.0000, 0.0000, -0.0003, 0.0000, -0.0011, 0.021
73, -35, 0.59, 0.16, 0.5, -18, 0, -0.020, -0.5, -0.0016, -0.0013, -0.0013, -0.0013, -0.0004, 0.0000, 0.0000, 0.0000, -0.0013, 0.020
44, -32, -0.63, 0.14, 0.4, -18, -1, -0.033, 0.0, -0.0017, -0.0017, -0.0017, -0.0017, 0.0000, 0.0000, 0.0000, 0.0000, -0.0017, 0.022
44, -32, -0.70, 0.14, 0.3, -18, -1, -0.032, 0.1, -0.0014, -0.0017, -0.0017, -0.0017, 0.0003, 0.0000, 0.0000, 0.0000, -0.0017, 0.020
68, -28, 0.45, 0.16, -1.2, -19, 0, 0.024, -0.2, -0.0007, -0.0007, -0.0007, -0.0007, -0.0002, 0.0000, 0.0000, 0.0000, -0.0007, 0.021
-213, -31, 0.16, 0.22, 0.6, -17, -11, -0.019, 0.1, -0.0013, -0.0013, -0.0013, -0.0013, 0.0000, 0.0000, 0.0000, 0.0000, -0.0013, 0.019
-219, -42, -0.28, 0.11, 0.5, -18, 3, -0.014, 0.0, -0.0013, -0.0013, -0.0013, -0.0013, 0.0000, 0.0000, 0.0000, 0.0000, -0.0013, 0.021
-204, -44, -0.35, 0.18, 0.3, -18, 2, -0.009, -0.5, -0.0009, -0.0010, -0.0010, -0.0012, 0.0001, 0.0000, 0.0002, 0.0000, -0.0012, 0.020
-224, -46, -0.27, 0.17, 0.1, -18, -8, 0.024, -0.6, -0.0006, -0.0006, -0.0006, -0.0007, 0.0001, 0.0000, 0.0001, 0.0000, -0.0007, 0.018
-133, -52, 0.37, 0.07, 0.1, -18, 7, 0.035, -0.5, -0.0004, -0.0004, -0.0004, -0.0004, 0.0000, 0.0000, 0.0000, 0.0000, -0.0004, 0.020
-54, -54, 0.62, 0.18, 0.8, -17, 2, -0.003, -1.9, -0.0010, -0.0010, -0.0010, -0.0010, 0.0000, 0.0000, 0.0000, 0.0000, -0.0010, 0.019
-55, -54, 0.62, 0.18, 0.9, -17, -2, -0.004, -1.7, -0.0011, -0.0010, -0.0010, -0.0010, -0.0002, 0.0000, 0.0000, 0.0000, -0.0010, 0.020
-65, -55, 0.60, 0.06, 1.2, -17, -3, -0.008, 0.7, -0.0014, -0.0014, -0.0014, -0.0011, 0.0000, 0.0000, -0.0004, 0.0000, -0.0011, 0.019
42, -55, -0.70, 0.09, 1.1, -17, 3, -0.035, 0.1, -0.0015, -0.0017, -0.0017, -0.0017, 0.0002, 0.0000, 0.0000, 0.0000, -0.0017, 0.018
80, -54, -0.76, -0.04, 0.5, -18, 9, 0.014, 2.0, -0.0009, -0.0009, -0.0009, -0.0009, 0.0000, 0.0000, 0.0000, 0.0000, -0.0009, 0.017
274, -50, -0.47, 0.00, -0.5, -18, 15, 0.025, 0.3, -0.0007, -0.0007, -0.0007, -0.0007, 0.0000, 0.0000, 0.0000, 0.0000, -0.0007, 0.016
336, -48, -0.37, 0.01, -0.7, -19, 15, 0.025, -0.2, -0.0007, -0.0007, -0.0007, -0.0007, 0.0000, 0.0000, 0.0000, 0.0000, -0.0007, 0.022
-92, -28, 0.42, 0.27, 0.4, -18, -16, -0.007, 0.2, -0.0011, -0.0011, -0.0011, -0.0011, 0.0000, 0.0000, 0.0000, 0.0000, -0.0011, 0.020
-217, -31, 0.37, 0.06, 0.8, -17, -6, -0.006, 3.1, -0.0011, -0.0011, -0.0011, -0.0011, 0.0000, 0.0000, 0.0000, 0.0000, -0.0011, 0.019
-221, -37, 0.12, 0.12, 1.2, -17, 0, -0.019, -0.2, -0.0013, -0.0013, -0.0013, -0.0013, 0.0000, 0.0000, 0.0000, 0.0000, -0.0013, 0.018
-153, -42, -0.10, 0.08, 1.2, -17, 7, -0.013, -0.8, -0.0012, -0.0012, -0.0012, -0.0012, 0.0000, 0.0000, 0.0000, 0.0000, -0.0012, 0.019
-140, -43, -0.12, 0.07, 1.2, -17, 6, -0.012, -0.5, -0.0010, -0.0012, -0.0012, -0.0012, 0.0002, 0.0000, 0.0000, 0.0000, -0.0012, 0.018
147, -42, 0.31, 0.07, 1.6, -16, 5, 0.006, -0.1, -0.0008, -0.0008, -0.0008, -0.0008, 0.0000, 0.0000, 0.0000, 0.0000, -0.0008, 0.019
165, -41, 0.33, 0.07, 1.8, -16, 4, 0.005, -0.1, -0.0009, -0.0009, -0.0009, -0.0008, 0.0000, 0.0000, -0.0002, 0.0000, -0.0008, 0.018
173, -40, 0.34, 0.08, 1.8, -16, 4, 0.001, -0.2, -0.0012, -0.0009, -0.0009, -0.0009, -0.0004, 0.0000, 0.0000, 0.0000, -0.0009, 0.019
242, -29, -0.67, 0.10, 1.4, -17, 2, -0.031, 0.1, -0.0016, -0.0016, -0.0016, -0.0016, 0.0000, 0.0000, 0.0000, 0.0000, -0.0016, 0.020
246, -28, -0.73, 0.10, 1.3, -17, 2, -0.030, 0.1, -0.0016, -0.0016, -0.0016, -0.0016, -0.0001, 0.0000, 0.0000, 0.0000, -0.0016, 0.018
530, -5, 0.12, 0.05, -0.6, -19, 10, 0.031, 0.0, -0.0006, -0.0006, -0.0006, -0.0006, 0.0000, 0.0000, 0.0000, 0.0000, -0.0006, 0.021
534, 9, 0.53, 0.20, -0.2, -18, -15, 0.028, 0.4, -0.0007, -0.0005, -0.0005, -0.0005, -0.0003, 0.0000, 0.0000, 0.0000, -0.0005, 0.024
451, 16, 0.57, 0.45, 0.4, -18, -15, -0.019, -3.0, -0.0014, -0.0013, -0.0013, -0.0013, -0.0002, 0.0000, 0.0000, 0.0000, -0.0013, 0.023
411, 17, 0.53, 0.48, 0.5, -18, -23, -0.019, -4.4, -0.0015, -0.0014, -0.0014, -0.0013, -0.0003, 0.0000, -0.0002, 0.0000, -0.0013, 0.024
-3, 23, -0.27, 0.37, 0.8, -17, -27, -0.055, -0.3, -0.0020, -0.0020, -0.0020, -0.0020, 0.0000, 0.0000, 0.0000, 0.0000, -0.0020, 0.021
-283, 17, -0.96, 0.26, -0.5, -18, -10, -0.030, -1.1, -0.0010, -0.0013, -0.0013, -0.0017, 0.0003, 0.0000, 0.0004, 0.0000, -0.0017, 0.020
-345, 14, -0.87, 0.13, -1.1, -19, -10, 0.036, 1.5, -0.0005, -0.0005, -0.0005, -0.0006, 0.0000, 0.0000, 0.0001, 0.0000, -0.0006, 0.019
-352, 11, -0.61, 0.13, -1.5, -19, 3, 0.048, 0.8, -0.0003, -0.0004, -0.0004, -0.0004, 0.0001, 0.0000, 0.0000, 0.0000, -0.0004, 0.018
