Fat.grams	Food.energy.calories	Carbohydrates.grams	Protein.grams	Cholesterol.mg	weight.grams	Saturated.fat.grams	cluster.id	Fat2.grams	Food.energy2.calories	Carbohydrates2.grams	Protein2.grams	Cholesterol2.mg	Saturated.fat2.grams
11	100	0	0	31	14	7.1	2	.7857142857142857	7.142857142857143	0	0	2.2142857142857144	.5071428571428571
11	100	0	0	31	14	7.1	2	.7857142857142857	7.142857142857143	0	0	2.2142857142857144	.5071428571428571
1	350	76	7	0	96	.1	2	.010416666666666666	3.6458333333333335	.7916666666666666	.07291666666666667	0	.0010416666666666667
9	115	0	8	27	38	5.8	2	.23684210526315788	3.026315789473684	0	.21052631578947367	.7105263157894737	.15263157894736842
21	385	48	4	74	96	4.1	2	.21875	4.010416666666667	.5	.041666666666666664	.7708333333333334	.04270833333333333
13	165	9	4	0	28.35	2.6	2	.4585537918871252	5.82010582010582	.31746031746031744	.14109347442680775	0	.09171075837742504
13	165	9	4	0	28.35	2.6	2	.4585537918871252	5.82010582010582	.31746031746031744	.14109347442680775	0	.09171075837742504
14	165	8	5	0	28.35	2.7	2	.49382716049382713	5.82010582010582	.2821869488536155	.1763668430335097	0	.09523809523809523
14	165	8	5	0	28.35	2.7	2	.49382716049382713	5.82010582010582	.2821869488536155	.1763668430335097	0	.09523809523809523
9	115	0	7	30	28.35	6	2	.31746031746031744	4.056437389770723	0	.24691358024691357	1.0582010582010581	.21164021164021163
18	410	61	4	0	158	4.7	2	.11392405063291139	2.5949367088607596	.3860759493670886	.02531645569620253	0	.029746835443037977
9	115	3	6	45	45	2.5	2	.2	2.5555555555555554	.06666666666666667	.13333333333333333	1	.05555555555555555
4	90	1	11	28	57	1.1	2	.07017543859649122	1.5789473684210527	.017543859649122806	.19298245614035087	.49122807017543857	.01929824561403509
9	180	28	2	5	42	2.9	2	.21428571428571427	4.285714285714286	.6666666666666666	.047619047619047616	.11904761904761904	.06904761904761905
11	185	26	2	18	40	3.9	2	.275	4.625	.65	.05	.45	.0975
11	225	32	2	22	48	4	2	.22916666666666666	4.6875	.6666666666666666	.041666666666666664	.4583333333333333	.08333333333333333
15	145	8	3	0	28.35	9	2	.5291005291005291	5.114638447971781	.2821869488536155	.10582010582010581	0	.31746031746031744
15	160	7	1	0	45	13.4	2	.3333333333333333	3.5555555555555554	.15555555555555556	.022222222222222223	0	.2977777777777778
27	285	12	3	0	80	23.8	2	.3375	3.5625	.15	.0375	0	.2975
7	230	38	5	47	72	2	2	.09722222222222222	3.1944444444444446	.5277777777777778	.06944444444444445	.6527777777777778	.027777777777777776
6	145	22	3	42	45	1.7	2	.13333333333333333	3.2222222222222223	.4888888888888889	.06666666666666667	.9333333333333333	.03777777777777778
4	440	91	11	0	122	.5	2	.03278688524590164	3.6065573770491803	.7459016393442623	.09016393442622951	0	.004098360655737705
2	500	108	11	0	138	.2	2	.014492753623188406	3.6231884057971016	.782608695652174	.07971014492753623	0	.0014492753623188406
5	435	90	11	0	122	.5	2	.040983606557377046	3.5655737704918034	.7377049180327869	.09016393442622951	0	.004098360655737705
10	100	1	2	31	28.35	6.2	2	.3527336860670194	3.527336860670194	.03527336860670194	.07054673721340388	1.09347442680776	.21869488536155202
23	455	59	3	8	152	15	2	.1513157894736842	2.9934210526315788	.3881578947368421	.019736842105263157	.05263157894736842	.09868421052631579
12	235	27	5	13	57	3.5	2	.21052631578947367	4.12280701754386	.47368421052631576	.08771929824561403	.22807017543859648	.06140350877192982
13	235	28	4	56	65	3.9	2	.2	3.6153846153846154	.4307692307692308	.06153846153846154	.8615384615384616	.06
12	220	26	4	49	57	3.6	2	.21052631578947367	3.8596491228070176	.45614035087719296	.07017543859649122	.8596491228070176	.06315789473684211
0	230	61	2	0	83	.1	2	0	2.7710843373493974	.7349397590361446	.024096385542168676	0	.0012048192771084338
8	235	40	3	37	69	3.5	2	.11594202898550725	3.4057971014492754	.5797101449275363	.043478260869565216	.5362318840579711	.050724637681159424
12	210	24	3	20	50	2.8	2	.24	4.2	.48	.06	.4	.055999999999999994
13	235	26	4	21	60	5.2	2	.21666666666666667	3.9166666666666665	.43333333333333335	.06666666666666667	.35	.08666666666666667
4	210	42	2	27	56	1	2	.07142857142857142	3.75	.75	.03571428571428571	.48214285714285715	.017857142857142856
18	180	4	4	0	28.35	1.3	2	.6349206349206349	6.349206349206349	.14109347442680775	.14109347442680775	0	.04585537918871252
13	145	1	5	23	45	4.8	2	.28888888888888886	3.2222222222222223	.022222222222222223	.1111111111111111	.5111111111111111	.10666666666666666
7	155	17	6	112	65	1.6	2	.1076923076923077	2.3846153846153846	.26153846153846155	.09230769230769231	1.7230769230769232	.024615384615384615
14	255	31	2	14	85	5.8	2	.16470588235294117	3	.36470588235294116	.023529411764705882	.16470588235294117	.06823529411764706
14	250	32	2	13	85	5.8	2	.16470588235294117	2.9411764705882355	.3764705882352941	.023529411764705882	.15294117647058825	.06823529411764706
7	165	25	2	20	43	1.5	2	.16279069767441862	3.8372093023255816	.5813953488372093	.046511627906976744	.46511627906976744	.03488372093023256
28	315	10	7	89	242	17.3	2	.11570247933884298	1.3016528925619835	.04132231404958678	.028925619834710745	.3677685950413223	.07148760330578513
11	245	28	12	32	98	4.4	2	.11224489795918367	2.5	.2857142857142857	.12244897959183673	.32653061224489793	.04489795918367347
20	240	14	5	52	259	11.6	2	.07722007722007722	.9266409266409267	.05405405405405406	.019305019305019305	.20077220077220076	.044787644787644784
14	270	32	5	59	133	8.9	2	.10526315789473684	2.030075187969925	.24060150375939848	.03759398496240601	.44360902255639095	.06691729323308271
24	350	32	4	88	148	14.7	2	.16216216216216217	2.364864864864865	.21621621621621623	.02702702702702703	.5945945945945946	.09932432432432432
6	185	29	5	18	131	3.5	2	.04580152671755725	1.4122137404580153	.22137404580152673	.03816793893129771	.13740458015267176	.026717557251908396
19	240	17	1	0	75	16.3	2	.25333333333333335	3.2	.22666666666666666	.013333333333333334	0	.21733333333333335
16	185	11	1	0	70	13.2	2	.22857142857142856	2.642857142857143	.15714285714285714	.014285714285714285	0	.18857142857142856
10	150	13	3	8	80	8.5	2	.125	1.875	.1625	.0375	.1	.10625
13	115	0	0	12	13	5.1	2	1	8.846153846153847	0	0	.9230769230769231	.3923076923076923
14	355	53	5	143	140	4.3	2	.1	2.5357142857142856	.37857142857142856	.03571428571428571	1.0214285714285714	.03071428571428571
10	960	17	10	0	134	15.4	2	.07462686567164178	7.164179104477612	.12686567164179105	.07462686567164178	0	.11492537313432837
22	205	4	2	0	28.35	3.2	2	.7760141093474426	7.231040564373897	.14109347442680775	.07054673721340388	0	.1128747795414462
10	960	17	10	0	134	15.4	2	.07462686567164178	7.164179104477612	.12686567164179105	.07462686567164178	0	.11492537313432837
22	205	4	2	0	28.35	3.2	2	.7760141093474426	7.231040564373897	.14109347442680775	.07054673721340388	0	.1128747795414462
9	145	16	2	6	28.35	5.4	2	.31746031746031744	5.114638447971781	.564373897707231	.07054673721340388	.21164021164021163	.19047619047619047
10	150	15	3	5	28.35	4.8	2	.3527336860670194	5.291005291005291	.5291005291005291	.10582010582010581	.1763668430335097	.1693121693121693
11	155	13	4	5	28.35	4.2	2	.3880070546737213	5.467372134038801	.4585537918871252	.14109347442680775	.1763668430335097	.14814814814814814
7	140	18	2	6	28.35	4.4	2	.24691358024691357	4.938271604938271	.6349206349206349	.07054673721340388	.21164021164021163	.15520282186948853
15	170	7	5	0	28.35	2	2	.5291005291005291	5.99647266313933	.24691358024691357	.1763668430335097	0	.07054673721340388
15	170	7	5	0	28.35	2	2	.5291005291005291	5.99647266313933	.24691358024691357	.1763668430335097	0	.07054673721340388
16	175	6	5	0	28.35	2.5	2	.564373897707231	6.172839506172839	.21164021164021163	.1763668430335097	0	.08818342151675485
16	175	6	5	0	28.35	2.5	2	.564373897707231	6.172839506172839	.21164021164021163	.1763668430335097	0	.08818342151675485
9	105	0	7	27	28.35	5.4	2	.31746031746031744	3.7037037037037037	0	.24691358024691357	.9523809523809523	.19047619047619047
11	220	26	6	5	45	2.1	2	.24444444444444444	4.888888888888889	.5777777777777777	.13333333333333333	.1111111111111111	.04666666666666667
10	245	36	3	2	52	2.5	2	.19230769230769232	4.711538461538462	.6923076923076923	.057692307692307696	.038461538461538464	.04807692307692308
9	130	1	12	22	28.35	5.4	2	.31746031746031744	4.585537918871252	.03527336860670194	.42328042328042326	.7760141093474426	.19047619047619047
7	95	1	7	24	28.35	4.5	2	.24691358024691357	3.3509700176366843	.03527336860670194	.24691358024691357	.8465608465608465	.15873015873015872
9	105	0	6	27	28.35	5.6	2	.31746031746031744	3.7037037037037037	0	.21164021164021163	.9523809523809523	.19753086419753085
7	95	2	6	18	28.35	4.4	2	.24691358024691357	3.3509700176366843	.07054673721340388	.21164021164021163	.6349206349206349	.15520282186948853
17	405	60	4	0	158	4.1	2	.10759493670886076	2.5632911392405062	.379746835443038	.02531645569620253	0	.02594936708860759
14	245	28	4	22	48	4	2	.2916666666666667	5.104166666666667	.5833333333333334	.08333333333333333	.4583333333333333	.08333333333333333
14	165	5	8	0	28.35	1.9	2	.49382716049382713	5.82010582010582	.1763668430335097	.2821869488536155	0	.06701940035273368
14	165	5	8	0	28.35	1.9	2	.49382716049382713	5.82010582010582	.1763668430335097	.2821869488536155	0	.06701940035273368
32	575	71	7	95	138	4.7	2	.2318840579710145	4.166666666666667	.5144927536231884	.050724637681159424	.6884057971014492	.034057971014492754
19	190	5	2	0	28.35	1.5	2	.6701940035273368	6.701940035273369	.1763668430335097	.07054673721340388	0	.05291005291005291
17	160	5	3	0	28.35	2.7	2	.599647266313933	5.64373897707231	.1763668430335097	.10582010582010581	0	.09523809523809523
14	165	7	6	0	28.35	1.7	2	.49382716049382713	5.82010582010582	.24691358024691357	.21164021164021163	0	.059964726631393295
9	110	0	6	16	19	3.3	2	.47368421052631576	5.7894736842105265	0	.3157894736842105	.8421052631578947	.17368421052631577
4	85	1	11	27	46	1.3	2	.08695652173913043	1.8478260869565217	.021739130434782608	.2391304347826087	.5869565217391305	.02826086956521739
13	140	1	5	26	42	4.5	2	.30952380952380953	3.3333333333333335	.023809523809523808	.11904761904761904	.6190476190476191	.10714285714285714
7	95	0	7	21	42	2.4	2	.16666666666666666	2.261904761904762	0	.16666666666666666	.5	.05714285714285714
3	75	1	11	27	57	.9	2	.05263157894736842	1.3157894736842106	.017543859649122806	.19298245614035087	.47368421052631576	.015789473684210527
6	105	2	10	32	57	1.9	2	.10526315789473684	1.8421052631578947	.03508771929824561	.17543859649122806	.5614035087719298	.03333333333333333
18	340	44	5	0	156	7	2	.11538461538461539	2.1794871794871793	.28205128205128205	.03205128205128205	0	.04487179487179487
12	235	32	4	29	210	7.2	2	.05714285714285714	1.119047619047619	.1523809523809524	.01904761904761905	.1380952380952381	.03428571428571429
8	160	20	2	0	50	2.5	2	.16	3.2	.4	.04	0	.05
5	110	15	2	64	29	3	2	.1724137931034483	3.793103448275862	.5172413793103449	.06896551724137931	2.206896551724138	.10344827586206896
2	240	48	6	0	60	.4	2	.03333333333333333	4	.8	.1	0	.006666666666666667
8	100	1	7	20	28.35	4.8	2	.2821869488536155	3.527336860670194	.03527336860670194	.24691358024691357	.7054673721340388	.1693121693121693
11	205	30	3	1	142	9.5	2	.07746478873239436	1.443661971830986	.2112676056338028	.02112676056338028	.007042253521126761	.06690140845070422
5	160	28	3	0	142	4.8	2	.035211267605633804	1.1267605633802817	.19718309859154928	.02112676056338028	0	.03380281690140845
10	220	33	2	1	142	9.5	2	.07042253521126761	1.5492957746478873	.2323943661971831	.014084507042253521	.007042253521126761	.06690140845070422
13	155	5	7	0	28.35	2.5	2	.4585537918871252	5.467372134038801	.1763668430335097	.24691358024691357	0	.08818342151675485
17	320	37	6	109	152	6.4	2	.1118421052631579	2.1052631578947367	.24342105263157895	.039473684210526314	.7171052631578947	.042105263157894736
8	400	72	11	0	135	1.8	2	.05925925925925926	2.962962962962963	.5333333333333333	.08148148148148149	0	.013333333333333334
11	145	1	8	37	57	4.6	2	.19298245614035087	2.543859649122807	.017543859649122806	.14035087719298245	.6491228070175439	.0807017543859649
8	195	29	2	0	40	2	2	.2	4.875	.725	.05	0	.05
1	440	93	12	0	125	.2	2	.008	3.52	.744	.096	0	.0016
14	445	77	4	70	121	4.6	2	.11570247933884298	3.677685950413223	.6363636363636364	.03305785123966942	.5785123966942148	.03801652892561983
12	315	48	4	61	86	3.3	2	.13953488372093023	3.6627906976744184	.5581395348837209	.046511627906976744	.7093023255813954	.03837209302325581
8	155	20	2	27	32	2.9	2	.25	4.84375	.625	.0625	.84375	.090625
12	235	31	2	29	48	2.3	2	.25	4.895833333333333	.6458333333333334	.041666666666666664	.6041666666666666	.04791666666666666
0	385	100	0	0	100	0	2	0	3.85	1	0	0	0
14	160	5	6	0	28.35	1.5	2	.49382716049382713	5.64373897707231	.1763668430335097	.21164021164021163	0	.05291005291005291
10	150	16	1	0	28.35	5.9	2	.3527336860670194	5.291005291005291	.564373897707231	.03527336860670194	0	.20811287477954143
8	105	1	8	26	28.35	5	2	.2821869488536155	3.7037037037037037	.03527336860670194	.2821869488536155	.9171075837742504	.1763668430335097
11	195	15	9	21	81	4.1	2	.13580246913580246	2.4074074074074074	.18518518518518517	.1111111111111111	.25925925925925924	.05061728395061728
6	210	38	2	0	54	1.7	2	.1111111111111111	3.888888888888889	.7037037037037037	.037037037037037035	0	.03148148148148148
3	75	0	11	32	57	1	2	.05263157894736842	1.3157894736842106	0	.19298245614035087	.5614035087719298	.017543859649122806
12	180	10	9	40	64	3	2	.1875	2.8125	.15625	.140625	.625	.046875
7	185	29	2	25	40	1.8	2	.175	4.625	.725	.05	.625	.045
13	245	26	7	102	75	4	2	.17333333333333334	3.2666666666666666	.3466666666666667	.09333333333333334	1.36	.05333333333333334
8	205	27	7	59	75	2.7	2	.10666666666666667	2.7333333333333334	.36	.09333333333333334	.7866666666666666	.036000000000000004
16	170	3	7	0	28.35	1	2	.564373897707231	5.99647266313933	.10582010582010581	.24691358024691357	0	.03527336860670194
18	180	5	4	0	28.35	1.6	2	.6349206349206349	6.349206349206349	.1763668430335097	.14109347442680775	0	.0564373897707231
1	420	88	12	0	115	.2	2	.008695652173913044	3.652173913043478	.7652173913043478	.10434782608695652	0	.0017391304347826088
1	455	95	13	0	125	.2	2	.008	3.64	.76	.104	0	.0016
13	155	7	2	46	60	8.3	2	.21666666666666667	2.5833333333333335	.11666666666666667	.03333333333333333	.7666666666666667	.13833333333333334
9	260	42	3	3	71	2.1	2	.1267605633802817	3.6619718309859155	.5915492957746479	.04225352112676056	.04225352112676056	.029577464788732397
30	395	24	10	32	250	9.1	2	.12	1.58	.096	.04	.128	.0364
2	400	85	16	0	120	.3	2	.016666666666666666	3.3333333333333335	.7083333333333334	.13333333333333333	0	.0025
8	235	40	3	36	69	3	2	.11594202898550725	3.4057971014492754	.5797101449275363	.043478260869565216	.5217391304347826	.043478260869565216
11	245	39	2	38	69	5.7	2	.15942028985507245	3.550724637681159	.5652173913043478	.028985507246376812	.5507246376811594	.08260869565217392
70	795	28	27	0	135	6.7	3	.5185185185185185	5.888888888888889	.2074074074074074	.2	0	.04962962962962963
92	810	0	1	247	113	57.1	3	.8141592920353983	7.168141592920354	0	.008849557522123894	2.185840707964602	.5053097345132743
92	810	0	1	247	113	57.1	3	.8141592920353983	7.168141592920354	0	.008849557522123894	2.185840707964602	.5053097345132743
63	785	45	21	0	137	12.5	3	.45985401459854014	5.7299270072992705	.3284671532846715	.15328467153284672	0	.09124087591240876
63	785	45	21	0	137	12.5	3	.45985401459854014	5.7299270072992705	.3284671532846715	.15328467153284672	0	.09124087591240876
63	750	37	21	0	130	12.4	3	.4846153846153846	5.769230769230769	.2846153846153846	.16153846153846155	0	.09538461538461539
63	750	37	21	0	130	12.4	3	.4846153846153846	5.769230769230769	.2846153846153846	.16153846153846155	0	.09538461538461539
37	455	1	28	119	113	23.8	3	.3274336283185841	4.0265486725663715	.008849557522123894	.24778761061946902	1.0530973451327434	.21061946902654868
31	525	40	30	104	194	15.1	3	.15979381443298968	2.7061855670103094	.20618556701030927	.15463917525773196	.5360824742268041	.07783505154639175
31	545	42	23	56	232	10.3	3	.1336206896551724	2.3491379310344827	.1810344827586207	.09913793103448276	.2413793103448276	.044396551724137936
33	470	44	3	0	93	29.3	3	.3548387096774194	5.053763440860215	.4731182795698925	.03225806451612903	0	.3150537634408602
71	1305	152	21	292	340	21.8	3	.2088235294117647	3.838235294117647	.4470588235294118	.061764705882352944	.8588235294117647	.06411764705882353
72	725	18	15	0	115	5.3	3	.6260869565217392	6.304347826086956	.1565217391304348	.13043478260869565	0	.04608695652173913
39	415	11	8	13	235	31.2	3	.16595744680851063	1.7659574468085106	.04680851063829787	.03404255319148936	.05531914893617021	.1327659574468085
46	470	9	6	159	240	28.8	3	.19166666666666668	1.9583333333333333	.0375	.025	.6625	.12000000000000001
88	785	1	1	0	227	17.5	3	.3876651982378855	3.458149779735683	.004405286343612335	.004405286343612335	0	.07709251101321586
91	810	1	1	0	113	17.9	3	.8053097345132744	7.168141592920354	.008849557522123894	.008849557522123894	0	.1584070796460177
69	610	0	1	0	113	15.9	3	.6106194690265486	5.398230088495575	0	.008849557522123894	0	.1407079646017699
13	1225	0	1	0	227	29.1	3	.05726872246696035	5.39647577092511	0	.004405286343612335	0	.12819383259911896
21	1910	0	0	0	216	29.2	3	.09722222222222222	8.842592592592593	0	0	0	.13518518518518519
71	840	27	39	0	145	9.9	3	.4896551724137931	5.793103448275862	.18620689655172415	.2689655172413793	0	.06827586206896552
71	840	27	39	0	145	9.9	3	.4896551724137931	5.793103448275862	.18620689655172415	.2689655172413793	0	.06827586206896552
73	720	20	8	0	108	5.9	3	.6759259259259259	6.666666666666667	.18518518518518517	.07407407407407407	0	.05462962962962963
93	1485	141	20	0	320	22.7	3	.290625	4.640625	.440625	.0625	0	.0709375
60	900	79	11	0	180	14.8	3	.3333333333333333	5	.4388888888888889	.06111111111111111	0	.08222222222222222
48	600	29	13	285	176	23.2	3	.2727272727272727	3.409090909090909	.16477272727272727	.07386363636363637	1.6193181818181819	.1318181818181818
61	860	97	7	0	170	36.2	3	.3588235294117647	5.0588235294117645	.5705882352941176	.041176470588235294	0	.21294117647058824
48	495	10	7	102	230	30	3	.20869565217391303	2.152173913043478	.043478260869565216	.030434782608695653	.4434782608695652	.13043478260869565
21	1925	0	0	0	218	39.2	3	.0963302752293578	8.830275229357799	0	0	0	.1798165137614679
21	1925	0	0	0	218	32.5	3	.0963302752293578	8.830275229357799	0	0	0	.14908256880733944
21	1925	0	0	0	218	22.5	3	.0963302752293578	8.830275229357799	0	0	0	.10321100917431193
71	760	15	30	0	125	4.5	3	.568	6.08	.12	.24	0	.036
74	770	22	17	0	120	6.7	3	.6166666666666667	6.416666666666667	.18333333333333332	.14166666666666666	0	.05583333333333333
88	820	7	5	326	238	54.8	3	.3697478991596639	3.4453781512605044	.029411764705882353	.02100840336134454	1.3697478991596639	.23025210084033612
74	700	7	5	265	239	46.2	3	.30962343096234307	2.928870292887029	.029288702928870293	.02092050209205021	1.108786610878661	.19330543933054395
2	1510	342	38	0	635	.4	4	.0031496062992125984	2.377952755905512	.5385826771653544	.05984251968503937	0	.0006299212598425198
105	2420	360	21	0	945	27.4	4	.1111111111111111	2.560846560846561	.38095238095238093	.022222222222222223	0	.028994708994708993
102	2285	330	23	0	945	25.5	4	.10793650793650794	2.417989417989418	.3492063492063492	.02433862433862434	0	.026984126984126985
107	2465	363	25	0	945	28.4	4	.11322751322751323	2.6084656084656084	.38412698412698415	.026455026455026454	0	.03005291005291005
41	1385	225	27	279	430	11.8	4	.09534883720930233	3.2209302325581395	.5232558139534884	.06279069767441861	.6488372093023256	.02744186046511628
16	1190	227	42	0	454	3.1	4	.03524229074889868	2.6211453744493394	.5	.09251101321585903	0	.006828193832599119
18	1270	230	43	0	454	3.8	4	.039647577092511016	2.797356828193833	.5066079295154186	.0947136563876652	0	.008370044052863436
39	1575	291	18	6	570	9.6	4	.06842105263157895	2.763157894736842	.5105263157894737	.031578947368421054	.010526315789473684	.016842105263157894
0	1030	279	1	0	339	0	4	0	3.03834808259587	.8230088495575221	.0029498525073746312	0	0
45	1470	232	41	146	1048	28.1	4	.042938931297709926	1.4026717557251909	.22137404580152673	.039122137404580155	.13931297709923665	.02681297709923664
4	1255	256	41	0	454	.6	4	.00881057268722467	2.76431718061674	.5638766519823789	.09030837004405286	0	.0013215859030837004
17	1165	212	45	0	454	3.2	4	.037444933920704845	2.566079295154185	.4669603524229075	.09911894273127753	0	.007048458149779736
20	1145	212	38	0	454	3.7	4	.04405286343612335	2.5220264317180616	.4669603524229075	.08370044052863436	0	.00814977973568282
101	2410	361	24	0	945	24.6	4	.10687830687830688	2.5502645502645502	.382010582010582	.025396825396825397	0	.026031746031746034
16	1160	218	42	0	454	2.6	4	.03524229074889868	2.555066079295154	.4801762114537445	.09251101321585903	0	.005726872246696035
18	1260	239	37	0	454	4.1	4	.039647577092511016	2.7753303964757707	.526431718061674	.08149779735682819	0	.009030837004405285
17	1190	218	38	0	454	3.3	4	.037444933920704845	2.6211453744493394	.4801762114537445	.08370044052863436	0	.007268722466960352
31	2160	469	17	113	1542	19	4	.020103761348897537	1.4007782101167314	.3041504539559014	.011024643320363165	.07328145265888457	.01232166018158236
27	980	166	24	104	306	16.8	4	.08823529411764706	3.2026143790849675	.5424836601307189	.0784313725490196	.33986928104575165	.054901960784313725
19	1160	213	43	0	454	3.9	4	.04185022026431718	2.555066079295154	.46916299559471364	.0947136563876652	0	.008590308370044052
18	1210	222	38	0	454	5.6	4	.039647577092511016	2.6651982378854626	.4889867841409692	.08370044052863436	0	.012334801762114536
20	1110	206	44	0	454	5.8	4	.04405286343612335	2.444933920704846	.45374449339207046	.09691629955947137	0	.01277533039647577
0	115	29	0	0	248	0	5	0	.4637096774193548	.11693548387096774	0	0	0
0	195	51	0	0	255	.1	5	0	.7647058823529411	.2	0	0	.0003921568627450981
0	105	28	0	0	244	0	5	0	.430327868852459	.11475409836065574	0	0	0
1	125	32	0	0	212	.1	5	.0047169811320754715	.589622641509434	.1509433962264151	0	0	.0004716981132075472
0	140	36	1	0	251	0	5	0	.5577689243027888	.14342629482071714	.00398406374501992	0	0
0	120	31	2	0	248	0	5	0	.4838709677419355	.125	.008064516129032258	0	0
0	210	55	3	0	250	0	5	0	.84	.22	.012	0	0
1	310	80	5	0	130	0	5	.007692307692307693	2.3846153846153846	.6153846153846154	.038461538461538464	0	0
0	215	55	1	0	258	0	5	0	.8333333333333334	.2131782945736434	.003875968992248062	0	0
27	340	27	5	0	304	5.3	5	.08881578947368421	1.118421052631579	.08881578947368421	.01644736842105263	0	.017434210526315788
2	700	158	16	0	200	.3	5	.01	3.5	.79	.08	0	.0015
6	170	23	8	3	253	1.5	5	.023715415019762844	.6719367588932806	.09090909090909091	.03162055335968379	.011857707509881422	.005928853754940711
12	385	54	16	10	255	4.3	5	.047058823529411764	1.5098039215686274	.21176470588235294	.06274509803921569	.0392156862745098	.016862745098039214
7	310	48	16	10	255	2.4	5	.027450980392156862	1.2156862745098038	.18823529411764706	.06274509803921569	.0392156862745098	.009411764705882352
5	125	11	9	7	233	2.7	5	.02145922746781116	.5364806866952789	.04721030042918455	.03862660944206009	.030042918454935622	.011587982832618027
3	85	9	5	5	244	1.1	5	.012295081967213115	.3483606557377049	.036885245901639344	.020491803278688523	.020491803278688523	.004508196721311476
0	95	5	1	0	355	0	5	0	.2676056338028169	.014084507042253521	.0028169014084507044	0	0
0	150	13	1	0	360	0	5	0	.4166666666666667	.03611111111111111	.002777777777777778	0	0
1	190	35	13	0	250	.2	5	.004	.76	.14	.052	0	.0008
1	225	41	15	0	171	.1	5	.005847953216374269	1.3157894736842106	.23976608187134502	.08771929824561403	0	.0005847953216374269
1	180	30	13	0	165	.3	5	.006060606060606061	1.0909090909090908	.18181818181818182	.07878787878787878	0	.0018181818181818182
1	225	40	14	0	170	.3	5	.0058823529411764705	1.3235294117647058	.23529411764705882	.08235294117647059	0	.001764705882352941
0	185	50	1	0	230	0	5	0	.8043478260869565	.21739130434782608	.004347826086956522	0	0
0	230	62	1	0	284	0	5	0	.8098591549295775	.21830985915492956	.0035211267605633804	0	0
2	80	14	3	2	261	.9	5	.007662835249042145	.3065134099616858	.05363984674329502	.011494252873563218	.007662835249042145	.0034482758620689655
2	100	12	8	9	245	1.3	5	.00816326530612245	.40816326530612246	.04897959183673469	.0326530612244898	.036734693877551024	.005306122448979592
1	95	22	2	0	267	.1	5	.003745318352059925	.35580524344569286	.08239700374531835	.00749063670411985	0	.0003745318352059925
0	255	126	6	0	140	0	5	0	1.8214285714285714	.9	.04285714285714286	0	0
1	290	69	5	0	273	.2	5	.003663003663003663	1.0622710622710623	.25274725274725274	.018315018315018316	0	.0007326007326007326
0	90	22	2	0	244	.1	5	0	.36885245901639346	.09016393442622951	.00819672131147541	0	.0004098360655737705
3	350	76	5	0	143	.6	5	.02097902097902098	2.4475524475524475	.5314685314685315	.03496503496503497	0	.004195804195804196
0	95	18	7	8	250	.1	5	0	.38	.072	.028	.032	.0004
2	85	14	3	3	260	.5	5	.007692307692307693	.3269230769230769	.05384615384615385	.011538461538461539	.011538461538461539	.0019230769230769232
14	190	13	5	5	238	3.4	5	.058823529411764705	.7983193277310925	.0546218487394958	.02100840336134454	.02100840336134454	.014285714285714285
2	75	9	4	7	241	.7	5	.008298755186721992	.3112033195020747	.03734439834024896	.016597510373443983	.029045643153526972	.0029045643153526968
2	60	7	4	7	241	.5	5	.008298755186721992	.24896265560165975	.029045643153526972	.016597510373443983	.029045643153526972	.002074688796680498
4	270	45	15	0	163	.4	5	.024539877300613498	1.656441717791411	.27607361963190186	.09202453987730061	0	.00245398773006135
3	160	26	8	7	250	1.5	5	.012	.64	.104	.032	.028	.006
5	180	26	8	17	250	3.1	5	.02	.72	.104	.032	.068	.0124
8	210	26	8	31	250	5.3	5	.032	.84	.104	.032	.124	.0212
2	80	12	4	2	244	.4	5	.00819672131147541	.32786885245901637	.04918032786885246	.01639344262295082	.00819672131147541	.001639344262295082
7	165	17	9	22	248	3	5	.028225806451612902	.6653225806451613	.06854838709677419	.036290322580645164	.08870967741935484	.012096774193548387
0	0	0	0	0	355	0	5	0	0	0	0	0	0
9	225	30	9	33	265	5.4	5	.033962264150943396	.8490566037735849	.11320754716981132	.033962264150943396	.12452830188679245	.020377358490566037
1	100	22	3	1	206	.6	5	.0048543689320388345	.4854368932038835	.10679611650485436	.014563106796116505	.0048543689320388345	.002912621359223301
0	0	0	0	0	355	0	5	0	0	0	0	0	0
0	0	0	0	0	355	0	5	0	0	0	0	0	0
0	0	0	0	0	355	0	5	0	0	0	0	0	0
0	160	41	0	0	369	0	5	0	.43360433604336046	.1111111111111111	0	0	0
0	145	31	3	0	242	0	5	0	.5991735537190083	.128099173553719	.012396694214876033	0	0
0	145	31	3	0	242	0	5	0	.5991735537190083	.128099173553719	.012396694214876033	0	0
0	145	31	3	0	242	0	5	0	.5991735537190083	.128099173553719	.012396694214876033	0	0
0	145	31	3	0	242	0	5	0	.5991735537190083	.128099173553719	.012396694214876033	0	0
0	120	26	3	0	240	0	5	0	.5	.10833333333333334	.0125	0	0
1	185	46	4	0	256	.2	5	.00390625	.72265625	.1796875	.015625	0	.00078125
1	185	46	4	0	256	.2	5	.00390625	.72265625	.1796875	.015625	0	.00078125
1	185	46	4	0	256	.2	5	.00390625	.72265625	.1796875	.015625	0	.00078125
1	185	46	4	0	256	.2	5	.00390625	.72265625	.1796875	.015625	0	.00078125
0	135	34	5	0	165	0	5	0	.8181818181818182	.20606060606060606	.030303030303030304	0	0
0	135	34	5	0	165	0	5	0	.8181818181818182	.20606060606060606	.030303030303030304	0	0
