% This database was designed on the basis of data provided by US Census
% Bureau [http://www.census.gov] (under Lookup Access
% [http://www.census.gov/cdrom/lookup]: Summary Tape File 1). The data
% were collected as part of the 1990 US census. These are mostly counts
% cumulated at different survey levels. For the purpose of this data set
% a level State-Place was used. Data from all states was obtained. Most
% of the counts were changed into appropriate proportions.  There are 4
% different data sets obtained from this database: House(8H) House(8L)
% House(16H) House(16L) These are all concerned with predicting the
% median price of the house in the region based on demographic
% composition and a state of housing market in the region. A number in
% the name signifies the number of attributes of the data set. A
% following letter denotes a very rough approximation to the difficulty
% of the task. For Low task difficulty, more correlated attributes were
% chosen as signified by univariate smooth fit of that input on the
% target. Tasks with High difficulty have had their attributes chosen to
% make the modelling more difficult due to higher variance or lower
% correlation of the inputs to the target.
% 
% Original source: DELVE repository of data. 
% Source: collection of regression datasets by Luis Torgo (ltorgo@ncc.up.pt) at
% http://www.ncc.up.pt/~ltorgo/Regression/DataSets.html
% Characteristics: 22784 cases, 9 continuous attributes.

@relation house_8L.arff
@attribute P3 numeric
@attribute P6p4 numeric
@attribute P11p3 numeric
@attribute P16p2 numeric
@attribute P19p2 numeric
@attribute H5p2 numeric
@attribute H15p1 numeric
@attribute H40p4 numeric
@attribute price numeric

@data
157.0000000, 0.0020492, 0.3586066, 0.7770701, 0.0000000, 0.0285714, 6.4488189, 1.0000000, 53400.0000000
331.0000000, 0.0000000, 0.4510533, 0.6948640, 0.0000000, 0.0000000, 6.2614679, 0.0000000, 20900.0000000
130.0000000, 0.0000000, 0.5432099, 0.7538462, 0.0692308, 0.2000000, 6.7904762, 0.5000000, 45900.0000000
1590.0000000, 0.0015228, 0.4350254, 0.6031447, 0.0000000, 0.2066667, 6.3045078, 0.6774194, 20800.0000000
537.0000000, 0.0046948, 0.4460094, 0.5884544, 0.0018622, 0.0666667, 6.4198718, 1.0000000, 31600.0000000
655.0000000, 0.0051282, 0.6006410, 0.7312977, 0.0229008, 0.3200000, 6.0785124, 0.3750000, 51100.0000000
623.0000000, 0.0019468, 0.4730694, 0.7255217, 0.0000000, 0.2250000, 6.0224949, 0.7222222, 31000.0000000
44936.0000000, 0.0191878, 0.5699615, 0.6880897, 0.0175583, 0.2327004, 7.2272523, 0.2669433, 73700.0000000
126.0000000, 0.0000000, 0.3730408, 0.6111111, 0.0000000, 0.0000000, 5.4431818, 0.0000000, 27300.0000000
362.0000000, 0.0000000, 0.4379475, 0.6408840, 0.0000000, 0.0975610, 6.5365854, 0.5000000, 26400.0000000
69.0000000, 0.0000000, 0.4444444, 0.6956522, 0.0000000, 0.1111111, 5.3548387, 0.0000000, 15900.0000000
566.0000000, 0.0045907, 0.3955624, 0.6042403, 0.0000000, 0.2333333, 5.9784946, 0.8571429, 17700.0000000
6021.0000000, 0.2141379, 0.5029310, 0.6691579, 0.0621159, 0.1312127, 6.0275462, 0.1212121, 112100.0000000
49.0000000, 0.0000000, 0.5338346, 0.8163265, 0.0000000, 0.0000000, 5.8222222, 0.0000000, 24500.0000000
563.0000000, 0.0000000, 0.5093353, 0.7300178, 0.2948490, 0.0937500, 5.9613260, 0.6666667, 35400.0000000
501.0000000, 0.0612989, 0.5434062, 0.7904192, 0.0339321, 0.0238095, 5.3093525, 1.0000000, 65300.0000000
382.0000000, 0.0070609, 0.5745808, 0.8534031, 0.0052356, 0.6875000, 5.8497110, 0.5454545, 48000.0000000
69.0000000, 0.0000000, 0.5206612, 0.5217391, 0.0000000, 0.1000000, 5.5614035, 1.0000000, 14999.0000000
1285.0000000, 0.0168700, 0.5445108, 0.8303502, 0.0054475, 0.5454545, 7.1036484, 0.1666667, 152800.0000000
258.0000000, 0.0000000, 0.4503205, 0.6937984, 0.1627907, 0.1666667, 5.6172249, 0.8571429, 27900.0000000
98.0000000, 0.0000000, 0.5131086, 0.7755102, 0.0000000, 0.5000000, 6.5581395, 1.0000000, 36300.0000000
337.0000000, 0.0035294, 0.4200000, 0.6884273, 0.0000000, 0.2564103, 6.2500000, 0.7000000, 21200.0000000
8451.0000000, 0.0026978, 0.5070523, 0.6815761, 0.0254408, 0.1206497, 6.2418681, 0.5192308, 35800.0000000
325.0000000, 0.0042827, 0.4689507, 0.7600000, 0.0000000, 0.1538462, 6.3493450, 0.0000000, 32400.0000000
1382.0000000, 0.0049975, 0.4562719, 0.6982634, 0.2481910, 0.0797101, 4.9598583, 0.7272727, 20700.0000000
85.0000000, 0.0000000, 0.4293478, 0.6235294, 0.4705882, 0.2000000, 5.6164384, 0.0000000, 16300.0000000
955.0000000, 0.0010288, 0.4098080, 0.7528796, 0.0544503, 0.1095890, 5.2609971, 1.0000000, 14999.0000000
1193.0000000, 0.0002946, 0.4581615, 0.7057837, 0.9362951, 0.0483871, 5.8382560, 0.3333333, 25600.0000000
561.0000000, 0.0020833, 0.4409722, 0.7076649, 0.0000000, 0.1886792, 5.9975124, 0.8000000, 16300.0000000
26.0000000, 0.0000000, 0.3972603, 0.6538462, 0.0000000, 0.0000000, 5.3636364, 0.0000000, 14999.0000000
575.0000000, 0.0060514, 0.5295008, 0.6069565, 0.0017391, 0.0495868, 7.1979866, 0.6666667, 96700.0000000
276.0000000, 0.0000000, 0.4793153, 0.7282609, 0.0000000, 0.1333333, 4.6073059, 0.9166667, 14999.0000000
236.0000000, 0.0074627, 0.5835821, 0.9110169, 0.0084746, 0.5000000, 8.3819742, 0.0000000, 104100.0000000
2559.0000000, 0.0345022, 0.5205773, 0.8593200, 0.0394685, 0.6512821, 6.3232657, 0.0314961, 125700.0000000
230.0000000, 0.0016103, 0.4943639, 0.7217391, 0.0043478, 0.0000000, 5.9272727, 0.0000000, 33400.0000000
819.0000000, 0.0065759, 0.5500235, 0.7118437, 0.0402930, 0.0659670, 6.4057971, 0.7727273, 154300.0000000
26385.0000000, 0.0452733, 0.4772719, 0.8059504, 0.0916430, 0.4342895, 5.7489962, 0.1459293, 108700.0000000
23.0000000, 0.0000000, 0.4487179, 0.7391304, 0.0000000, 0.0000000, 6.6111111, 0.0000000, 22500.0000000
452.0000000, 0.0000000, 0.4706439, 0.6393805, 0.0000000, 0.1557377, 5.4820359, 0.7894737, 23600.0000000
353.0000000, 0.0000000, 0.4172662, 0.6260623, 0.0000000, 0.1857143, 6.2070175, 0.8461538, 14999.0000000
1766.0000000, 0.0118740, 0.4993977, 0.8686297, 0.0028313, 0.3432836, 6.6931317, 0.4347826, 48700.0000000
1893.0000000, 0.0093156, 0.4954373, 0.7538299, 0.0031696, 0.2622951, 5.0452128, 0.5937500, 46600.0000000
463.0000000, 0.0007758, 0.4732351, 0.7343413, 0.2980562, 0.2475248, 5.2356495, 0.6800000, 25800.0000000
2902.0000000, 0.0010086, 0.4576369, 0.6709166, 0.0906272, 0.1616541, 5.7512588, 0.5813953, 20800.0000000
1063.0000000, 0.0511440, 0.5471063, 0.8720602, 0.0009407, 0.3333333, 8.6130952, 0.3333333, 271400.0000000
353.0000000, 0.0043103, 0.4827586, 0.7677054, 0.0000000, 0.2352941, 6.1516245, 0.2500000, 31500.0000000
3267.0000000, 0.0167937, 0.5661029, 0.6877870, 0.0079584, 0.1759259, 6.6016187, 0.3157895, 94500.0000000
138.0000000, 0.0000000, 0.4754098, 0.6739130, 0.0000000, 0.5000000, 7.2558140, 0.5000000, 90100.0000000
945.0000000, 0.0004623, 0.4378178, 0.6105820, 0.0000000, 0.0782609, 6.0796748, 0.3333333, 36900.0000000
2291.0000000, 0.0365098, 0.5566907, 0.8249673, 0.0567438, 0.1688312, 6.4793869, 0.3846154, 137400.0000000
472.0000000, 0.0000000, 0.4471404, 0.7288136, 0.0656780, 0.3870968, 5.7195767, 0.7500000, 23800.0000000
63.0000000, 0.0000000, 0.4205128, 0.7619048, 0.0952381, 0.0000000, 5.0392157, 0.0000000, 14999.0000000
809.0000000, 0.0057416, 0.5244019, 0.6662546, 0.0247219, 0.0925926, 6.1771523, 0.6000000, 78100.0000000
332.0000000, 0.0000000, 0.5150538, 0.8132530, 0.0060241, 0.1000000, 5.4695341, 0.3333333, 31500.0000000
2777.0000000, 0.0010454, 0.4720729, 0.6503421, 0.3766655, 0.1818182, 6.6109633, 0.6875000, 42400.0000000
124.0000000, 0.0106762, 0.4448399, 0.6854839, 0.0000000, 0.1304348, 5.4455446, 1.0000000, 14999.0000000
4584.0000000, 0.0844601, 0.6208955, 0.6865183, 0.0152705, 0.2588556, 5.1421111, 0.0631579, 155600.0000000
389.0000000, 0.0011442, 0.4267735, 0.6478149, 0.0000000, 0.1470588, 5.1195652, 0.2000000, 18300.0000000
809.0000000, 0.0000000, 0.3959660, 0.7589617, 0.9938195, 0.0947368, 5.0549683, 0.6666667, 36300.0000000
2343.0000000, 0.0021222, 0.4814310, 0.7106274, 0.0042680, 0.1527778, 6.3340178, 0.5909091, 36000.0000000
296.0000000, 0.0036900, 0.4575646, 0.8750000, 0.0000000, 0.2000000, 6.1417004, 0.2000000, 44100.0000000
130.0000000, 0.0053908, 0.5013477, 0.7538462, 0.0000000, 0.1666667, 5.2631579, 0.6666667, 24400.0000000
98.0000000, 0.0000000, 0.4423963, 0.6734694, 0.0000000, 0.1250000, 5.2375000, 1.0000000, 14999.0000000
110.0000000, 0.0154799, 0.6006192, 0.8636364, 0.0545455, 1.0000000, 8.1481481, 1.0000000, 93500.0000000
2194.0000000, 0.0826869, 0.6049013, 0.6845943, 0.0077484, 0.1450382, 5.8850575, 0.5789474, 194500.0000000
631.0000000, 0.0013870, 0.5041609, 0.6291601, 0.0015848, 0.0560748, 5.3834423, 0.6666667, 20600.0000000
6161.0000000, 0.0042597, 0.4569464, 0.6779744, 0.5268625, 0.0851351, 5.9993443, 0.5079365, 30600.0000000
571.0000000, 0.0029940, 0.5179641, 0.7022767, 0.0000000, 0.3333333, 6.3500000, 0.1666667, 41100.0000000
496.0000000, 0.0007564, 0.4924357, 0.7620968, 0.0080645, 0.3372093, 5.5483871, 0.6206897, 22500.0000000
99.0000000, 0.0040816, 0.4530612, 0.6262626, 0.0000000, 0.0000000, 6.1500000, 0.0000000, 16300.0000000
107.0000000, 0.0000000, 0.4630350, 0.6728972, 0.0000000, 0.1764706, 5.2352941, 0.6666667, 14999.0000000
1575.0000000, 0.0108835, 0.4726846, 0.7561905, 0.0336508, 0.0460251, 5.6446125, 0.4545455, 39100.0000000
390.0000000, 0.0010050, 0.4703518, 0.7256410, 0.0051282, 0.2068966, 5.6212121, 0.5833333, 26100.0000000
33.0000000, 0.0000000, 0.5000000, 0.7272727, 0.0000000, 0.3750000, 5.7407407, 0.6666667, 20000.0000000
697.0000000, 0.0043034, 0.3991393, 0.6728838, 0.3156385, 0.1478873, 5.8435374, 0.5714286, 29000.0000000
1832.0000000, 0.0046213, 0.5252160, 0.7314410, 0.0043668, 0.3478261, 5.9719484, 0.4791667, 106600.0000000
3722.0000000, 0.0071830, 0.5770352, 0.7291779, 0.0408383, 0.4060150, 6.7241251, 0.1481481, 69700.0000000
340.0000000, 0.0055556, 0.5055556, 0.8000000, 0.0000000, 0.0106101, 5.9197080, 1.0000000, 37800.0000000
290.0000000, 0.0007128, 0.3856023, 0.9517241, 0.0000000, 0.0000000, 4.3492063, 0.0000000, 14999.0000000
865.0000000, 0.0018700, 0.4544180, 0.6797688, 0.0000000, 0.2520325, 5.6651446, 0.7096774, 14999.0000000
39.0000000, 0.0000000, 0.4285714, 0.7948718, 0.0256410, 0.0000000, 8.7222222, 0.0000000, 139800.0000000
84.0000000, 0.0000000, 0.4040404, 0.6547619, 0.0000000, 0.2142857, 5.2500000, 1.0000000, 14999.0000000
284.0000000, 0.0078261, 0.4034783, 0.8485915, 0.0000000, 0.0000000, 4.9820359, 0.0000000, 43000.0000000
768.0000000, 0.0000000, 0.4763216, 0.6406250, 0.0638021, 0.0520833, 5.8267717, 0.6000000, 27300.0000000
99.0000000, 0.0000000, 0.4279835, 0.6868687, 0.0000000, 0.3333333, 5.9529412, 1.0000000, 21700.0000000
347.0000000, 0.0000000, 0.4618474, 0.8357349, 0.0115274, 0.3333333, 6.3125000, 0.6000000, 45900.0000000
388.0000000, 0.0096154, 0.4606643, 0.5850515, 0.0154639, 0.1470588, 6.6581197, 0.4000000, 87200.0000000
27.0000000, 0.0000000, 0.4925373, 0.7037037, 0.0000000, 0.5000000, 5.1818182, 1.0000000, 18300.0000000
39405.0000000, 0.0843511, 0.5544978, 0.4460094, 0.1146301, 0.1406371, 5.8990718, 0.6823204, 184000.0000000
163.0000000, 0.0049628, 0.4913151, 0.6748466, 0.0000000, 0.2000000, 5.0310078, 0.7500000, 14999.0000000
475.0000000, 0.0073452, 0.4984260, 0.5642105, 0.0000000, 0.0238095, 5.6629526, 0.7142857, 30900.0000000
2252.0000000, 0.0043993, 0.4510998, 0.7033748, 0.5084369, 0.1041667, 6.0648360, 0.6500000, 27900.0000000
1024.0000000, 0.0730179, 0.5938577, 0.8808594, 0.0146484, 0.9100719, 7.0307503, 0.0711462, 254700.0000000
205.0000000, 0.0000000, 0.4199134, 0.6829268, 0.0000000, 0.1250000, 6.0670732, 0.7500000, 14999.0000000
207.0000000, 0.0000000, 0.4413043, 0.6570048, 0.0000000, 0.1818182, 6.2386364, 0.2500000, 15200.0000000
45.0000000, 0.0000000, 0.3440860, 0.5777778, 0.0000000, 0.0952381, 5.5250000, 1.0000000, 14999.0000000
96.0000000, 0.0040323, 0.5201613, 0.7708333, 0.0312500, 0.2000000, 5.2916667, 0.6666667, 34500.0000000
13529.0000000, 0.0107090, 0.5269594, 0.8171336, 0.0229137, 0.3138075, 6.8131225, 0.2044444, 62900.0000000
513.0000000, 0.0103383, 0.3068609, 0.6510721, 0.0955166, 0.0571429, 6.8454259, 1.0000000, 37800.0000000
131.0000000, 0.0000000, 0.5069638, 0.8091603, 0.0000000, 0.1428571, 5.2477064, 0.0000000, 17200.0000000
234.0000000, 0.0000000, 0.3533569, 0.6068376, 0.0000000, 0.1290323, 6.2202381, 0.5000000, 18700.0000000
8865.0000000, 0.0147693, 0.5379155, 0.7899605, 0.0083474, 0.1865285, 6.6377566, 0.2222222, 85900.0000000
882.0000000, 0.0060024, 0.4625850, 0.7108844, 0.0000000, 0.1395349, 6.4278997, 0.5000000, 38900.0000000
271.0000000, 0.0012887, 0.4922680, 0.7896679, 0.0036900, 0.1578947, 6.6359447, 0.6666667, 25700.0000000
3483.0000000, 0.0176391, 0.5376266, 0.7743325, 0.0281367, 0.1588235, 6.4995708, 0.3333333, 64600.0000000
195.0000000, 0.0018484, 0.3974122, 0.7333333, 0.4717949, 0.0000000, 5.5982143, 0.0000000, 19300.0000000
11595.0000000, 0.0372417, 0.5399087, 0.6667529, 0.6894351, 0.0742972, 6.4759160, 0.2702703, 98300.0000000
112.0000000, 0.0000000, 0.4296296, 0.7321429, 0.0000000, 0.1000000, 6.0206186, 1.0000000, 18400.0000000
902.0000000, 0.0009208, 0.5156538, 0.7416851, 0.0022173, 0.2040816, 5.5273224, 0.7000000, 29600.0000000
247.0000000, 0.0016155, 0.5201939, 0.7449393, 0.0161943, 0.1666667, 5.9562842, 1.0000000, 40100.0000000
521.0000000, 0.0038344, 0.4486196, 0.6564299, 0.0000000, 0.1162791, 6.2788462, 0.7000000, 21400.0000000
4876.0000000, 0.0408895, 0.5626973, 0.8088597, 0.0053322, 0.5015576, 7.6557765, 0.1118012, 184600.0000000
410.0000000, 0.0009990, 0.4725275, 0.7097561, 0.0048780, 0.0652174, 6.4166667, 0.0000000, 27200.0000000
207.0000000, 0.0014771, 0.4475628, 0.8309179, 0.0000000, 0.2500000, 5.7191781, 0.6666667, 31700.0000000
301.0000000, 0.0000000, 0.5123523, 0.8803987, 0.0033223, 0.1724138, 5.3400000, 0.0000000, 25900.0000000
22.0000000, 0.0000000, 0.4096386, 0.9545455, 0.0000000, 0.0000000, 5.0000000, 0.0000000, 15600.0000000
4774.0000000, 0.0080958, 0.5303082, 0.8575618, 0.0096355, 0.4385965, 7.1241416, 0.2600000, 57100.0000000
50.0000000, 0.0080000, 0.4800000, 0.8400000, 0.0000000, 0.0000000, 6.7551020, 0.0000000, 71800.0000000
136.0000000, 0.0000000, 0.4657837, 0.7058824, 0.3308824, 0.2400000, 5.3043478, 0.8333333, 14999.0000000
74.0000000, 0.0000000, 0.4277778, 0.6756757, 0.0000000, 0.1351351, 5.3035714, 0.0000000, 23500.0000000
282.0000000, 0.0087848, 0.5021962, 0.7021277, 0.0000000, 0.3125000, 5.3090909, 0.6000000, 15100.0000000
286.0000000, 0.0119681, 0.5066489, 0.7237762, 0.0000000, 0.2000000, 5.8925234, 0.0000000, 36900.0000000
464.0000000, 0.0024038, 0.4110577, 0.6788793, 0.5818966, 0.0384615, 5.9633700, 1.0000000, 15700.0000000
26.0000000, 0.0000000, 0.5967742, 0.6153846, 0.0000000, 0.0000000, 5.7727273, 0.0000000, 28800.0000000
1852.0000000, 0.0029878, 0.4353022, 0.6279698, 0.0005400, 0.2359551, 6.0080192, 0.2380952, 30700.0000000
203.0000000, 0.0000000, 0.5019608, 0.7487685, 0.0049261, 0.1379310, 5.4129032, 0.7500000, 31000.0000000
16166.0000000, 0.1203568, 0.5893847, 0.5926018, 0.1081900, 0.1364221, 5.2018492, 0.2169811, 262800.0000000
118.0000000, 0.0000000, 0.4832215, 0.6864407, 0.0000000, 0.4666667, 5.4615385, 1.0000000, 16600.0000000
3279.0000000, 0.0038942, 0.2393315, 0.6236658, 0.0039646, 0.2117647, 5.0373159, 0.5777778, 36000.0000000
8200.0000000, 0.1152247, 0.5339810, 0.6768293, 0.0774390, 0.0866142, 6.0397453, 0.0909091, 104800.0000000
59.0000000, 0.0000000, 0.4705882, 0.7796610, 0.0000000, 0.1081081, 5.2708333, 1.0000000, 20600.0000000
997.0000000, 0.0147662, 0.3612250, 0.7151454, 0.0000000, 0.1388889, 6.9243466, 0.6000000, 51300.0000000
241.0000000, 0.0016474, 0.4579901, 0.7095436, 0.0000000, 0.2666667, 6.4893617, 0.5000000, 23900.0000000
5103.0000000, 0.0030752, 0.4584138, 0.7170292, 0.2798354, 0.1208633, 5.7529070, 0.7619048, 26300.0000000
55.0000000, 0.0000000, 0.3538462, 0.5090909, 0.0000000, 0.3750000, 6.2051282, 0.6666667, 14999.0000000
159.0000000, 0.0047847, 0.4784689, 0.7861635, 0.0000000, 0.0000000, 6.3472222, 0.0000000, 36300.0000000
633.0000000, 0.0000000, 0.4859659, 0.7756714, 0.0000000, 0.0344828, 6.5020921, 0.0000000, 37100.0000000
9344.0000000, 0.0098844, 0.4813502, 0.6340967, 0.0033176, 0.0800000, 6.3457420, 0.2500000, 66700.0000000
705.0000000, 0.0076370, 0.5170710, 0.8297872, 0.0028369, 0.1379310, 6.7090620, 0.7500000, 159200.0000000
39275.0000000, 0.0676505, 0.5524812, 0.5934309, 0.0176448, 0.1576507, 5.7196501, 0.3529412, 209400.0000000
420.0000000, 0.0000000, 0.4651376, 0.6642857, 0.0095238, 0.4878049, 5.6655052, 0.6000000, 22700.0000000
86.0000000, 0.0000000, 0.5504202, 0.8720930, 0.2093023, 1.0000000, 8.4337349, 0.0000000, 137800.0000000
418.0000000, 0.0008203, 0.4757998, 0.7870813, 0.0023923, 0.3750000, 6.2491909, 0.7777778, 38500.0000000
3144.0000000, 0.0052278, 0.4609161, 0.5807888, 0.1638041, 0.0965909, 6.6071085, 0.7941176, 59500.0000000
2929.0000000, 0.0251902, 0.5481980, 0.7787641, 0.0320929, 0.4615385, 6.5425367, 0.2083333, 85800.0000000
155.0000000, 0.0000000, 0.5335052, 0.7806452, 0.0193548, 0.1764706, 5.4365079, 1.0000000, 26100.0000000
484.0000000, 0.0064620, 0.4200323, 0.6570248, 0.0144628, 0.1686747, 5.4069401, 0.8571429, 36800.0000000
1338.0000000, 0.0003093, 0.4809774, 0.6875934, 0.0007474, 0.2300000, 6.4110535, 0.8695652, 19400.0000000
437.0000000, 0.0000000, 0.4796099, 0.6407323, 0.0000000, 0.0370370, 6.2413793, 0.6666667, 25100.0000000
134.0000000, 0.0033898, 0.5288136, 0.6343284, 0.0671642, 0.0000000, 5.8834951, 0.0000000, 21100.0000000
160.0000000, 0.0022026, 0.4823789, 0.6687500, 0.3937500, 0.1052632, 6.1980198, 0.5000000, 32900.0000000
55.0000000, 0.0000000, 0.4764706, 0.8545455, 0.0181818, 0.5000000, 6.4358974, 1.0000000, 60900.0000000
754.0000000, 0.0004630, 0.5125000, 0.8169761, 0.0066313, 0.1707317, 5.7965571, 0.6428571, 46000.0000000
200.0000000, 0.0020619, 0.5278351, 0.7450000, 0.0150000, 0.2258065, 5.3227848, 0.2857143, 20300.0000000
29.0000000, 0.0000000, 0.4788732, 0.6206897, 0.0000000, 0.2500000, 5.4230769, 0.0000000, 14999.0000000
2805.0000000, 0.0076518, 0.5192492, 0.8228164, 0.0010695, 0.4313725, 6.1247731, 0.4545455, 40300.0000000
16.0000000, 0.0000000, 0.3953488, 0.5000000, 0.0000000, 0.0348837, 5.4166667, 0.3333333, 26300.0000000
118.0000000, 0.0097087, 0.5922330, 0.7372881, 0.0000000, 0.1098901, 4.7113402, 0.8000000, 44800.0000000
45.0000000, 0.0000000, 0.4961832, 0.7555556, 0.0000000, 0.0000000, 6.0833333, 0.0000000, 14999.0000000
91.0000000, 0.0037594, 0.4812030, 0.8351648, 0.0219780, 0.0000000, 5.0975610, 0.0000000, 16000.0000000
448.0000000, 0.0000000, 0.3850114, 0.8727679, 0.0022321, 0.0888889, 4.9166667, 0.2500000, 17800.0000000
77.0000000, 0.0000000, 0.4591837, 0.6753247, 0.0000000, 0.1666667, 6.1538462, 0.0000000, 14999.0000000
85.0000000, 0.0000000, 0.4102564, 0.6470588, 0.0000000, 0.3333333, 5.5072464, 0.5000000, 14999.0000000
231.0000000, 0.0000000, 0.4779970, 0.7575758, 0.3722944, 0.1111111, 6.0975610, 0.5000000, 35500.0000000
189.0000000, 0.0038986, 0.5380117, 0.7883598, 0.0000000, 0.1818182, 6.0691824, 0.2500000, 22900.0000000
332.0000000, 0.0000000, 0.4694105, 0.7198795, 0.3885542, 0.0909091, 5.9411765, 1.0000000, 23000.0000000
22.0000000, 0.0000000, 0.4255319, 0.6363636, 0.0000000, 0.0000000, 4.5714286, 0.0000000, 14999.0000000
35.0000000, 0.0000000, 0.3913043, 0.7142857, 0.0000000, 0.0000000, 5.6785714, 0.0000000, 21900.0000000
54.0000000, 0.0000000, 0.5151515, 0.7222222, 0.0555556, 0.0000000, 5.0930233, 0.0000000, 14999.0000000
164.0000000, 0.0000000, 0.4948980, 0.6524390, 0.0000000, 0.0222222, 5.4098361, 1.0000000, 28600.0000000
101.0000000, 0.0000000, 0.4923077, 0.7128713, 0.0000000, 0.2857143, 5.9277108, 0.5000000, 23500.0000000
467.0000000, 0.0007855, 0.4422624, 0.7066381, 0.0000000, 0.2000000, 6.2493075, 0.8571429, 23600.0000000
217.0000000, 0.0000000, 0.4784946, 0.7511521, 0.0000000, 0.1290323, 5.3132530, 0.7500000, 15400.0000000
343.0000000, 0.0000000, 0.4776786, 0.7288630, 0.0029155, 0.2121212, 5.4124088, 0.4285714, 23400.0000000
455.0000000, 0.0099338, 0.5488411, 0.7934066, 0.0945055, 0.2222222, 5.7113402, 0.5000000, 45400.0000000
1519.0000000, 0.0023202, 0.4898492, 0.6662278, 0.0000000, 0.1661017, 5.1688089, 0.5714286, 56900.0000000
1556.0000000, 0.0013628, 0.4336331, 0.6343188, 0.0006427, 0.2526316, 6.1474037, 0.6666667, 22200.0000000
109.0000000, 0.0000000, 0.5095057, 0.6697248, 0.0000000, 0.1818182, 5.7978723, 0.0000000, 41500.0000000
1519.0000000, 0.0010887, 0.4322265, 0.6728111, 0.0105332, 0.1703704, 5.4901408, 0.6521739, 26000.0000000
1093.0000000, 0.0000000, 0.3835989, 0.6175663, 0.0000000, 0.1180556, 6.1469330, 0.6470588, 27700.0000000
4831.0000000, 0.0089436, 0.5815446, 0.4806458, 0.0186297, 0.1078431, 6.2528687, 0.2500000, 58500.0000000
107.0000000, 0.0000000, 0.4888889, 0.6822430, 0.0093458, 0.0000000, 5.9659091, 0.0000000, 26300.0000000
849.0000000, 0.0008961, 0.4592294, 0.7102473, 0.2226148, 0.1886792, 5.3689168, 0.3500000, 22000.0000000
30.0000000, 0.0000000, 0.5064935, 0.7000000, 0.0000000, 0.0000000, 2.7857143, 0.0000000, 31000.0000000
36.0000000, 0.0107527, 0.4623656, 0.6666667, 0.0000000, 0.5000000, 6.2758621, 1.0000000, 14999.0000000
20282.0000000, 0.0508642, 0.5847156, 0.6922887, 0.0309634, 0.1499488, 6.2766828, 0.2150171, 88800.0000000
1433.0000000, 0.1699952, 0.5903471, 0.7138870, 0.0111654, 0.3478261, 5.5063788, 0.3750000, 215200.0000000
167.0000000, 0.0059347, 0.3768546, 0.5808383, 0.0000000, 0.0322581, 5.6083333, 1.0000000, 29500.0000000
2880.0000000, 0.0129118, 0.3511799, 0.6204861, 0.0180556, 0.1075269, 6.0168269, 0.3666667, 34500.0000000
133.0000000, 0.0000000, 0.4041298, 0.7969925, 0.0225564, 0.3461538, 5.6194690, 1.0000000, 22400.0000000
672.0000000, 0.0043011, 0.6010753, 0.9255952, 0.0014881, 0.4680851, 7.7831715, 0.3636364, 163600.0000000
3890.0000000, 0.0088816, 0.5126474, 0.8892031, 0.0151671, 0.3768116, 6.0797632, 0.4615385, 64900.0000000
844.0000000, 0.0062440, 0.5326609, 0.7310427, 0.0011848, 0.0393701, 5.5452830, 0.6000000, 65600.0000000
38.0000000, 0.0000000, 0.4339623, 0.6842105, 0.0000000, 0.0000000, 4.6071429, 0.0000000, 14999.0000000
5967.0000000, 0.1102962, 0.5082221, 0.7280040, 0.1117815, 0.2006173, 5.2236702, 0.3538462, 90700.0000000
218.0000000, 0.0000000, 0.4929006, 0.6605505, 0.1146789, 0.1428571, 5.5486111, 0.5000000, 23900.0000000
113.0000000, 0.0000000, 0.3710407, 0.4778761, 0.0000000, 0.0000000, 5.8222222, 0.0000000, 14999.0000000
5081.0000000, 0.0018613, 0.4631980, 0.6473135, 0.1812635, 0.1351767, 6.1285534, 0.6363636, 26000.0000000
805.0000000, 0.0023810, 0.5209524, 0.7801242, 0.0000000, 0.3035714, 5.5857605, 0.4705882, 31000.0000000
72573.0000000, 0.0086976, 0.5206121, 0.6267345, 0.2758739, 0.1587509, 6.1038490, 0.4973822, 44200.0000000
1544.0000000, 0.0047847, 0.4872828, 0.6696891, 0.0012953, 0.1105991, 5.7743446, 0.3333333, 36300.0000000
192.0000000, 0.0025316, 0.4911392, 0.6458333, 0.0000000, 0.0952381, 6.1208054, 1.0000000, 14999.0000000
60.0000000, 0.0000000, 0.4027778, 0.6833333, 0.0000000, 0.1250000, 5.6326531, 1.0000000, 14999.0000000
7892.0000000, 0.0079160, 0.5630002, 0.8171566, 0.0148251, 0.2152778, 6.1313879, 0.2903226, 63200.0000000
3868.0000000, 0.0363454, 0.5754236, 0.7337125, 0.0074974, 0.4539474, 6.3251640, 0.3623188, 152100.0000000
393.0000000, 0.0081466, 0.4409369, 0.7251908, 0.0000000, 0.2608696, 6.4761905, 0.5000000, 30900.0000000
897.0000000, 0.0044267, 0.4369190, 0.6644370, 0.0267559, 0.1511628, 6.0392857, 0.7307692, 18300.0000000
1149.0000000, 0.0015562, 0.4957983, 0.7275892, 0.2280244, 0.1589404, 5.1501877, 0.8750000, 28400.0000000
83.0000000, 0.0000000, 0.5263158, 0.6385542, 0.0000000, 0.3333333, 5.7627119, 1.0000000, 30800.0000000
168.0000000, 0.0049628, 0.5186104, 0.7976190, 0.0059524, 0.6250000, 6.4709677, 0.4000000, 53600.0000000
477.0000000, 0.0059367, 0.4775726, 0.7232704, 0.0083857, 0.0952381, 6.4531722, 0.5000000, 31200.0000000
