default,student,balance,income
No,No,1830.47154712685,24053.4769206631
No,No,368.800728626843,34526.0353689162
No,Yes,1026.57628435045,23636.5527691491
No,No,0,36225.5072520619
No,No,241.336031072717,40122.4016171763
No,No,1272.05389130072,44895.5933005043
No,No,361.200702749123,49395.0267414522
No,No,1464.00991554481,32023.5955155257
No,Yes,815.077408427175,18445.6596956189
No,Yes,1026.12824734079,16430.6411248679
No,No,630.725559473879,30466.3785151142
No,No,1624.12643171564,16054.3042106769
No,No,744.73263686552,44965.0464148846
No,No,1439.29677868912,36170.5983674823
No,Yes,1491.05099828582,13033.1227421395
No,Yes,0,13334.2401303582
No,No,1162.69979639329,27206.6618497453
No,No,1463.5931611141,34064.878717232
No,Yes,1309.69754331363,15536.2387640855
No,No,920.647422272782,37936.0891353303
No,Yes,6.31886443929102,18912.6140608781
No,No,128.991161897018,56946.4364049684
No,Yes,1323.28906291317,21149.3136871236
No,No,383.215769348354,15233.3163469465
No,No,267.380973008781,32265.1189106581
No,No,429.074698048258,48109.8082506231
No,No,711.003890959046,51035.7457701793
No,Yes,309.524147859907,12135.038134265
No,Yes,1317.9262579595,14070.1670640815
No,No,427.332842684436,55503.0736319648
No,No,872.856965749605,31471.5453894656
No,No,1105.55617273125,38886.0358064885
No,No,678.018921587752,59416.7788647884
No,Yes,1164.63072986992,17929.6529845722
No,No,214.901626088699,33904.5777170432
No,No,721.586707765586,50952.4848214391
No,Yes,224.338769023462,18282.2165953956
No,Yes,1199.23777449457,13809.3504939622
No,No,580.054584423838,37278.2793128897
No,No,821.493601873292,34739.3948123132
No,No,602.862931618408,37849.1342401996
No,Yes,377.767603673887,14021.5888992056
No,No,727.632557992218,38431.1580605875
No,Yes,600.430859835173,18538.3017141838
No,No,993.59167708779,26682.3285685202
No,No,1096.58703732555,47235.4531253372
No,No,1603.33339741999,43474.6376048989
No,No,1146.97142806638,30637.2972983416
No,No,1342.17534039196,58049.9940384293
No,Yes,1663.68701355121,19847.6986056198
No,No,1005.24796646966,41308.2548453845
No,No,962.894927346411,25063.4929775853
No,Yes,1092.62065648598,27128.1672477681
No,No,919.343346352876,43287.9023052747
No,Yes,176.840578245143,20021.6933876891
No,No,460.604465458861,38818.181635265
No,Yes,782.544846300914,20593.5266878077
No,No,613.742933850307,56951.3596957531
No,No,362.103498334539,39658.9504493537
No,No,861.681923700847,49672.3471809124
No,Yes,936.473489576073,19389.4800308699
No,No,1222.7370415634,68564.9906810762
No,No,794.48678716163,44145.2158474446
No,No,0,13573.5623986809
Yes,No,2220.96620112365,40725.0962073577
No,No,523.216245168787,38063.4016721751
Yes,No,1907.37731125308,42346.8284633201
No,Yes,1809.46346847556,18804.7238584061
No,No,1392.26131534944,32283.3883773109
No,No,1349.46645574713,35870.0195124443
No,No,621.736250817544,51595.7517158554
No,Yes,1273.58198146604,18475.1923845938
No,No,636.240520317224,17355.7575002454
No,No,680.451887147092,33192.401795686
No,No,836.849866321647,27936.5189207732
No,Yes,1115.10674045042,19169.0715836009
No,Yes,799.74334079071,16147.5766201027
No,Yes,996.386878813313,20070.8139205822
No,No,1632.80804546263,33455.901109151
No,No,439.837480329247,24452.6465959395
No,No,276.745313404546,50523.6778878214
No,No,1715.31506279254,22824.0976154195
No,No,848.693635853365,29042.5593990651
No,Yes,323.503357397226,19144.815716939
No,No,793.612232394447,24973.2084760282
No,No,612.078447476017,39443.9574108415
No,Yes,1418.42900414221,14907.0700138967
No,Yes,1466.93943905615,19139.6296258492
No,Yes,440.790055424108,19896.029670371
No,No,0,53432.615491462
No,No,885.180221984712,46571.7716949208
No,No,635.969705377164,42451.6143388121
No,No,664.816301656802,32894.8040660421
No,No,1100.23877937825,34281.2551656353
No,Yes,1606.32036631954,13422.3071172582
No,Yes,1704.42785736529,20892.3141234442
No,No,1295.99163272121,39799.9975427976
No,No,468.412123970836,22943.1256871183
No,No,303.783211829015,44745.1195456996
No,No,971.709025015626,33774.8919114669
Yes,No,1758.42094743883,49787.4565722879
No,Yes,1334.70111864638,24621.9630513517
No,No,982.699211306085,40194.4653802215
No,No,52.0388862844743,14680.1000481072
No,No,401.503539737404,25010.8000911639
No,No,1456.84937772931,40186.5308796148
No,No,772.924577096729,42678.3880806454
No,Yes,1844.36171830721,14238.1132465561
No,Yes,1015.51139664236,21362.93892147
No,No,988.678026917533,31210.2432280646
No,No,1072.74410646127,45704.8395694107
No,No,1576.90067152779,39835.3487223896
No,No,840.105158203194,33976.7075446593
No,Yes,1210.43892922803,19022.1922700507
No,Yes,714.549612788089,13431.8416509003
No,Yes,607.094029022965,16373.9344560572
No,No,413.36352252749,43071.186309797
No,No,1184.21201473742,34990.5806073176
No,No,273.602274094738,27996.5771021176
No,Yes,871.815219474198,9788.57126016834
No,No,1724.5568166256,46397.4523058011
No,Yes,1107.40037979683,15661.5797305601
No,Yes,1161.40734492091,18420.2988894148
No,Yes,107.602508351688,17941.7391726895
No,No,136.422035556422,42719.8940623756
No,No,682.035983958937,30288.9418047374
No,Yes,791.530359130689,18342.7373544151
No,No,457.869074702161,43134.5480105639
No,No,1514.9632356217,36403.0361445491
No,No,816.093887178331,37763.0365071823
No,No,1241.95424288944,41952.1157720972
No,No,932.20254612697,49214.7051207012
No,No,608.108446611742,46962.7870124299
No,Yes,627.593246606189,15423.2076281931
No,Yes,593.055241241436,22786.9167069869
No,No,187.310192572034,31140.7467172041
No,No,736.475778783959,39538.3307952149
No,Yes,838.081158903366,23698.707252675
No,No,511.515996186748,43737.1818050442
No,No,355.359646122681,65798.9200344516
No,No,1138.39668633473,24098.3488630096
No,No,828.004955429911,53806.3162782398
No,No,1218.55300529569,51224.9173051827
No,No,316.012130893778,34250.521603289
No,Yes,480.469765302404,14866.6122509044
No,No,152.50300740836,39502.8367966927
No,No,1129.31646567778,46689.9793958435
No,Yes,887.290639981827,14958.5514708638
No,No,938.436913679829,34184.9428780471
No,No,1076.66543906847,43972.6938555403
Yes,No,1575.48781838196,35735.4550144135
No,No,148.145980665246,43104.3860859918
Yes,No,1865.63577947078,49604.8821305309
No,Yes,633.769188903703,14109.8218115815
No,Yes,0,23422.1372192108
No,No,922.817168040893,50800.3590145358
No,No,4.71214169670725,28521.3668849029
No,No,1198.17592683547,42968.63988353
No,No,1726.61869814519,43814.9612698479
No,No,1075.21972115915,30485.0597420452
No,Yes,883.923543700637,14740.1386756169
No,No,1099.29298509598,47625.3054566206
No,No,948.965133073432,45456.928800392
No,Yes,814.630075346124,22948.1577580283
No,No,687.29293871283,35989.2276496801
No,No,693.671589365794,32578.6063075364
No,No,814.843118419675,28526.2168292417
No,No,1031.97460083075,59555.8658103409
No,No,1319.48357858413,62054.9863940438
No,No,1366.02602189242,51551.1083201808
No,No,1033.45504262437,55487.219887062
No,No,0,50231.4473361649
No,No,857.582361058953,54372.8941872866
No,No,1156.28955808283,33959.7385286484
No,No,1713.26358997434,34005.8614037709
No,Yes,902.980719695453,15076.3385432134
No,Yes,212.042182883039,16179.3077540229
No,No,632.803980291224,51149.4252527408
No,Yes,378.021115432097,19571.3923039925
No,No,999.538016798513,43934.8562610525
No,No,970.852545776176,49043.7823235489
No,No,1319.1876132958,35466.2418626747
No,No,286.329963629257,59576.650317901
No,No,830.571875567958,39723.7686575355
No,Yes,657.532135554775,19395.7389272898
No,No,786.641008454562,57704.644609212
No,No,111.061910509757,40675.3273778653
No,No,298.236583687474,27838.6841232142
No,Yes,819.858672611375,19802.4610662658
Yes,No,1790.67498344072,44607.4290190773
No,No,883.471999596354,44207.3330334248
No,Yes,384.831328093516,17844.5175144789
Yes,No,1567.61070445614,38785.3576829858
No,Yes,927.772723605775,18148.0692848799
No,No,796.326145394374,28616.7090415275
No,No,652.553316643973,32438.0580993505
No,No,315.012298389242,44690.4977413746
No,No,1609.79745262808,38756.4546866537
No,No,851.796275058559,57950.7717530083
No,No,460.207866888242,44527.2727547891
No,No,1203.82896359988,41484.9394268072
Yes,No,2074.80758856856,38988.8592451984
No,No,1243.70832217009,37926.1052449778
No,Yes,1373.03783495249,19457.6092989472
No,No,449.412686268649,52892.250152274
No,No,126.558594574605,69541.9485970211
No,No,387.236142873437,24243.9444577883
Yes,Yes,2332.8782541994,11770.2341236926
No,No,1359.43849254375,24411.1347390653
No,No,469.33171312718,58360.3891158194
No,No,111.294953864346,40086.6901221233
No,No,1443.87516538514,54355.7261440114
No,No,396.820315984991,51560.0281005464
No,Yes,146.151144830101,15160.4894735416
No,No,607.200005842074,36615.8294402393
No,No,1708.14996698855,46416.9455838446
No,No,956.533336957818,53702.5415622221
No,Yes,676.613270637706,16148.1863737952
No,Yes,238.31810694883,17194.1541417353
No,Yes,0,15967.6142121715
No,Yes,740.737951241186,13065.5659358939
No,Yes,933.711693272187,11810.5545699631
No,No,860.034364598748,33740.699107592
No,No,1032.94082520166,31152.1406858513
No,No,0,36949.9498905999
No,No,835.273499671236,51471.1429480796
No,No,188.408755938627,35073.5146010696
No,No,506.324983096079,43631.2965258365
No,No,496.751812161108,35955.6392777941
No,Yes,739.179456441967,15819.7305666793
No,Yes,916.536936849813,20130.9152577
No,No,1559.75214620523,37227.2688180877
No,No,392.2395398963,44983.2017971733
No,No,1065.82556021692,39718.9492489258
No,No,523.708897901411,48091.7445309658
No,No,789.564771038807,39199.029533928
No,No,805.195304832195,38222.2552310845
No,No,1255.54337529249,45142.27359399
No,No,654.808846012063,44255.7671952925
No,No,716.764910805379,51528.498658684
No,No,686.072308570088,32318.4222408101
No,No,1530.37001706297,29479.022449285
No,No,879.373824284674,29697.1464939606
No,No,738.327804251468,37273.1711484488
No,No,1647.426763853,49156.1593053497
No,Yes,503.216622570078,21371.2463239397
No,No,215.025329445692,40399.4099427169
No,Yes,820.656300958554,24820.0482387008
No,No,990.674804194908,56141.1137562027
No,Yes,914.106496229866,15546.7836705556
No,Yes,1021.01161324493,8970.91203629163
No,No,1143.43137940289,35773.4018459501
No,Yes,763.397388910862,15224.2634633417
Yes,No,1532.32629971463,42152.3617128869
No,No,1860.74114848111,39551.0358268744
No,No,1101.29631071735,27781.452389348
No,No,541.996802547945,43873.289405485
No,Yes,696.583526934606,2981.27954754111
No,No,1536.23227623546,30635.571790594
No,No,1333.19731299735,33782.9038472638
No,Yes,869.50920096313,18056.4547776168
No,No,1048.55213986057,40916.124546005
No,No,12.0792665336124,32670.4196401503
No,No,699.382581738009,34276.5925049358
No,No,855.42637484694,48653.5825586135
No,Yes,562.304198182497,20164.3110069354
No,No,62.1700497191049,28660.7475084726
No,No,977.889750130773,45005.2564239161
No,No,1685.45062340964,60890.3647952767
No,No,1257.79532040336,21679.4904991617
No,No,671.784325023815,53374.9540011256
No,No,63.0974703902123,38493.0872467354
No,No,686.384431931289,28953.2703261944
No,No,582.944764026331,40368.5438191646
No,No,808.625197210798,32316.3727394222
No,No,1077.9803067516,17705.2189572525
No,Yes,1716.08977388041,22755.2619249036
No,No,417.727581328508,31206.2904522443
No,No,1300.99516598655,42493.9555486844
No,No,896.678115981988,46328.5441977357
No,No,136.828320028455,13585.9974978034
No,No,29.1750990816449,38871.4786871997
No,No,282.909562251236,35445.9186115451
No,No,858.542630394262,19071.8484313316
No,No,864.047198400084,27690.1135354669
No,No,1225.97500773502,42203.2081629059
No,No,696.428764268445,38028.2997175117
No,Yes,1840.217986795,26480.7192667426
No,Yes,1227.48527263112,16717.6205876885
No,No,1716.67513437773,39543.2910788717
No,No,330.62242766305,11732.2513825039
No,Yes,915.656813630785,17710.8547048787
No,No,133.097030783518,34578.9968471276
No,No,420.611586995114,33293.4668646698
No,No,1058.05879623197,27196.2585787855
Yes,No,1972.16681967648,34362.6350079998
No,No,790.238985859862,43646.1431322213
No,No,131.624713698702,40158.7089794291
No,No,0,37468.4807659043
No,Yes,106.250607422263,17638.7997330987
No,Yes,712.253706637239,21407.0436171613
No,No,906.223225781145,44626.942672054
No,No,127.409903185881,49735.6416370995
No,No,1698.07191560776,48595.7046456565
No,Yes,1448.03560597594,18989.3970469034
No,No,711.439451354052,40507.8212380723
No,No,326.628956809194,52696.7251843216
No,No,352.94387653612,59372.7118679629
No,Yes,1247.06723758895,15522.5841453256
No,No,439.068967048103,47899.169678067
No,No,1030.21005766399,40711.453172514
No,No,0,33168.0580487243
No,No,1113.27652891078,51457.5390581311
No,No,1341.0777774559,40199.8414148092
Yes,Yes,2269.94696613409,18021.105947569
No,No,1384.26492431692,27737.6085213274
No,No,0,32724.506367132
No,No,745.813204823963,42762.4749919349
No,No,909.633623933358,41915.5206551351
No,No,196.374008280193,57397.277202827
No,No,866.174668793343,41365.4563803086
No,Yes,1460.74766730585,24960.3593807279
No,No,760.776700641741,44851.560260433
No,Yes,1165.28321495274,10354.9376205022
No,No,1085.4255718051,39274.8338712352
No,Yes,724.385576002922,18641.4984152384
No,No,114.884475066108,27365.4222002411
No,No,794.587568399101,52507.4796276615
No,No,1093.25661935165,28811.2734917492
No,No,943.937833482203,48198.4006094561
Yes,No,1861.06087104511,55671.723664137
No,No,900.838759144024,33130.7093374951
No,Yes,1682.79614211699,23344.0739391453
No,No,196.19541561495,26612.5603018635
No,No,1181.12374855228,29181.8390049907
No,Yes,1101.15808973692,13142.1814879757
No,Yes,1506.86047253713,14914.8233564104
No,Yes,1213.84055423107,17374.0639458298
No,Yes,547.246325087015,17445.901718035
No,No,1708.57407859584,34890.717129216
No,No,248.041482421002,36257.161447609
No,No,386.265071247349,45776.2066773424
No,No,527.463274362782,35708.1692547216
No,No,1546.84250109648,51161.9794953012
No,No,0,47214.433595293
No,No,0,55781.2048436798
No,No,955.466433781886,47520.1755792009
No,Yes,750.86203452227,16932.3277128853
No,Yes,1255.7481347252,12209.5770680825
No,No,818.060883412421,35902.4718016752
No,Yes,1469.36666818125,11337.4229891593
No,No,331.720734726363,46853.7458503906
Yes,No,1456.54605630224,51508.5743439271
No,Yes,1290.85429311542,19532.7315313487
No,Yes,711.030495814378,12685.8248596782
No,No,734.317202778122,33240.0390316634
No,No,329.218897389854,48133.8244215813
No,No,1231.50621054989,35068.7907373395
No,No,847.05414804777,28539.1079012539
No,No,811.428911459262,55119.8969566434
No,Yes,1656.8575982207,15359.4365128175
No,Yes,1547.15324755822,14344.2895934615
No,Yes,590.718725969,13041.1984597878
No,Yes,893.966466246846,15092.7760309073
No,No,0,34066.4381145502
No,No,800.154679994502,51730.704612224
No,Yes,685.522535103167,12361.8633973803
No,No,1262.75744462161,68579.1046648238
No,No,770.115026382123,49856.6901226882
No,No,1181.00035898971,35123.7400666379
No,Yes,527.653897972175,17819.9653389802
No,No,441.489919754581,39209.9001280774
No,No,921.974413411946,38340.5688927588
No,Yes,875.362352530899,14637.1769330155
No,No,1033.12115530997,66304.7738246534
No,No,1046.74354286894,40822.4474126399
No,Yes,1319.70644850247,23373.9311983134
No,Yes,698.512205127449,26768.9131247588
No,No,570.981491394889,47021.0067172901
No,No,842.541774744879,33897.9265106513
No,No,0,47256.0621146315
No,No,850.384888087638,44547.4855112922
No,Yes,963.187906369737,12799.5093789997
No,No,1136.33113177792,42149.8689946234
No,Yes,1945.49048287582,14941.3179564765
No,Yes,1442.54360101309,13049.3193822184
No,No,135.629015517193,39925.7001694146
No,No,423.876946748039,36783.0514316689
No,No,299.779595327805,28917.5378107748
No,Yes,701.539370559622,17607.4578217575
No,No,283.207206967033,39263.3920225272
No,Yes,1357.84973416896,11402.5406341367
No,Yes,1327.86416271289,11020.9064258435
No,Yes,946.449982295599,15179.2120481767
No,No,663.505282228982,53102.245512031
No,No,115.840084017037,47519.8497166199
No,No,800.486211245275,37715.8363282901
No,No,640.06389375316,52413.8589700978
No,No,877.283013558901,27405.1354982312
No,Yes,1382.08769153044,15552.2520534633
No,No,751.394538882795,50910.2456238742
No,No,0,39893.2719259536
No,No,1120.7032386567,29613.8875832103
No,Yes,1312.05143098981,28483.1355092216
No,No,389.055327796639,22581.6236528053
No,No,861.690446191552,58029.640234209
No,No,1079.39600547751,38864.1448016021
Yes,No,1893.28979213479,31821.7255806098
No,No,337.495903885671,55853.265132957
No,No,1142.3517057945,45580.5748105396
No,Yes,847.056485301184,13741.3270672054
No,Yes,1575.23811614421,24469.4913979243
No,Yes,403.347053465851,19690.3455102708
No,Yes,566.52311940044,25398.3983784735
Yes,Yes,2009.6857436175,25694.4961577195
No,No,954.598167759023,50139.0929900909
No,No,1057.9404153634,45514.6725264215
No,No,381.3874762368,28265.0860891034
No,No,793.186855645959,35555.7802801686
No,No,1078.91038460747,54419.7865521959
No,Yes,1311.0984831085,21189.2384030857
No,No,38.2955762452304,37186.5515932779
No,No,756.216699632025,36513.921210849
No,No,56.8693777172818,56245.065400061
No,No,1189.7480394451,30315.8851349596
No,No,1337.39087740802,51507.5009172858
No,Yes,1255.49921454235,16703.0173676496
No,No,1211.86792636394,42777.5823449863
No,No,318.877270818323,50069.02432659
No,No,336.070545184453,38595.9115460888
No,No,934.490492585725,31043.4083271013
No,No,812.488297873969,42721.3006969775
No,No,1184.68390385796,37937.9526452613
No,Yes,1737.60759331587,7153.53966613685
No,No,94.1207207052075,36303.9415847774
No,No,994.674438200426,33002.3390513655
No,No,0,21809.2185090883
No,No,1006.46882979404,44563.7708044782
No,No,331.922818528942,47779.9265626849
No,No,967.135255397538,23278.6659099311
No,No,132.158429036917,26878.4721288802
No,No,813.740992900912,30975.2140864352
No,Yes,0,15986.2419692976
No,No,529.264958998472,38814.6066989842
No,No,743.055931704974,40944.5638044847
No,No,27.7011326957247,45540.9438952868
No,No,1299.92466935923,44214.5409068333
No,No,906.541762633329,27074.7747433343
No,No,1451.17947567421,53556.5521032807
No,No,1027.56653131669,48558.0872833985
No,No,1047.2274214374,40974.728128351
No,No,1452.60329285459,28989.0439548126
No,Yes,1190.54411198787,20291.1719762324
Yes,No,1858.9045150328,35525.2139266658
No,Yes,1152.52022436875,12699.405867675
No,No,831.595186595008,37372.8282736507
No,No,922.696676206001,34622.6193419817
No,Yes,469.456415113981,13944.8933994208
No,No,474.829219137666,41288.8291033446
No,Yes,1485.27211754258,10300.8554419372
No,Yes,943.347555917682,19977.8917657018
No,No,1789.46451178686,27427.0045664285
No,No,659.54319765296,21835.1717983776
No,Yes,1319.53400499073,24032.5441186774
No,Yes,514.368265849261,18934.6834675869
No,No,1244.46519780121,40036.0080793479
No,No,946.810050734945,41237.7692527975
No,Yes,535.686020138973,11019.606930876
No,No,682.818458764429,33026.0037380434
No,No,1190.4859598224,38553.5747928755
No,No,171.001189215614,42749.130710704
No,Yes,1238.01661579529,26854.3662753424
No,No,1037.15769934664,36034.5783662925
No,Yes,464.835310415625,19121.2286476846
No,No,124.699031959162,65211.0742137628
No,No,667.203060826678,44682.8315566199
No,No,1111.06099784139,50301.4756839878
No,No,1142.39653992749,33740.4429785247
No,No,778.830165590655,44257.3310325373
No,No,1412.0247547105,47727.5646264883
No,No,986.08181602082,52009.3996458339
No,No,1251.78401940822,32721.1440442512
No,No,149.024488439011,33398.4623670415
No,No,465.08553459872,43480.5684862969
No,No,1031.12679572637,41022.095640174
Yes,No,1478.12406941257,31515.3444926478
No,No,789.00070567225,35798.472637862
No,Yes,790.295940300018,14086.4483687159
No,Yes,1123.59504743967,16082.9057091627
No,No,1370.10949573634,40101.3791314575
No,No,396.513587196819,41969.7467736577
No,No,682.078365531623,30736.8876521614
No,No,338.735981024486,44923.0455293594
No,Yes,1056.32947590818,16000.8417743231
No,No,927.211780951994,44368.8830946909
No,No,634.696104527899,32594.6922349326
No,No,833.533112973416,40526.3056193295
No,Yes,1345.2306269047,18518.7156890476
No,No,550.898966923896,45347.781616879
No,No,495.708954178561,24845.4329744805
No,No,661.42615221656,22610.3102990663
No,No,136.199589610616,20935.6191133423
No,No,480.192585338536,26084.4071365904
No,No,230.868924844914,32798.7825914845
No,No,93.5701986962354,42930.7791819229
No,Yes,508.824851676069,22663.7098340226
No,Yes,970.515946612273,16584.8282890372
No,No,1324.29667077346,46875.3942656965
No,No,932.963846810656,32105.4419240328
No,No,0,31418.3691364503
No,Yes,984.76316184824,17039.9733179552
No,No,725.120500372107,47549.2007503581
No,No,246.823809671181,40953.3427649492
No,No,1051.32109144088,23859.4318006112
No,Yes,926.892612598001,19445.9371721
No,Yes,1024.02488477689,18545.8996437402
No,No,699.84202422219,41985.2576732019
No,Yes,1036.32351410449,14108.4545196219
No,No,321.108806748075,36275.1428853987
No,No,0,41152.1739500131
No,Yes,1299.18732366924,19878.7473498519
No,No,763.375309314187,40978.1411815488
No,Yes,808.742771858343,9775.58139591036
No,No,808.507503648157,34543.0188012876
No,Yes,677.552825772912,20745.0153256246
No,Yes,904.008926715623,13996.501895776
No,Yes,102.166771629378,26266.3628194819
No,No,1218.34651457605,43930.9898912831
No,Yes,774.413837130444,12289.8643730739
No,No,1309.56437410882,47432.432781126
No,No,921.998990759072,31553.7340487163
No,No,629.696208455544,60230.2190055931
No,No,77.5029386309678,31050.1558214859
Yes,No,1772.85548374805,42080.1068361856
No,No,960.237692052783,53418.510829153
No,No,664.652987898369,56677.6214123668
No,No,109.918733972492,33419.0068888307
Yes,Yes,1790.36053654332,14306.823602407
No,No,1425.80162855037,34015.8498706349
No,Yes,1167.62012409765,23502.2128231377
No,No,891.192146223565,35862.1673027478
No,Yes,1124.25931173712,23168.9234464214
No,No,1796.11437554937,31862.5752894627
No,No,237.976185648148,38229.5178649747
No,No,1353.26492393312,43888.8830574219
No,Yes,1176.55006037624,18662.5988285908
No,Yes,1229.44149773733,12158.0446578658
No,No,270.548125020502,34258.8312272797
No,Yes,722.055420122016,14661.5245624088
Yes,No,1170.19897414894,46692.1047752222
No,No,840.136505158277,38738.1771531566
No,Yes,873.641237177001,21810.6119901713
No,No,434.243340354206,57146.4261041008
No,No,605.274447356026,58469.4754932954
No,No,428.842161894841,36980.1392701934
No,No,1662.76219163808,36691.562186102
No,No,682.712411748219,33175.1830451957
No,No,598.513776952532,42584.1208108417
No,No,1088.25476515341,32617.5934807198
No,No,911.052232910622,38629.5183603014
No,No,538.160022756727,44654.0931815619
No,No,721.743821817129,21162.7427156506
No,Yes,438.517367100739,17400.3908541523
No,Yes,516.865449012954,20179.3460581977
No,No,811.171202855366,42185.4435714864
No,No,775.981834559193,68179.761202979
No,No,285.400001355113,39398.5653544955
Yes,No,1554.81631872328,26430.4894049186
No,No,1057.01521227957,54652.7103326948
No,Yes,673.812427068436,17672.2879836527
No,No,689.687362383195,24085.4348274782
No,Yes,1400.34458861735,14768.6962199807
No,No,601.417290539683,41490.6158444197
No,Yes,754.859558740815,18996.8367038408
No,No,639.665261488891,49977.2949555232
No,No,765.772445061049,35122.0273798104
No,No,220.368957650688,24019.3105599941
No,No,47.3026675420401,38293.3111425555
No,Yes,780.722398716924,23819.7887922
No,No,168.813495469025,57262.7545045714
No,No,1557.64095143419,46030.2620885468
Yes,No,1891.10961430646,34448.693854621
No,Yes,688.747548362728,26662.376604636
No,No,452.007877066517,39990.7656923565
No,No,574.49119284902,31632.6242446603
No,No,572.166138659987,43807.2190457683
No,No,946.770746033435,26618.5227609799
No,No,523.908694764035,43928.6379332755
No,No,1146.35838527664,44840.0249597264
No,No,1646.61391882233,39347.4567996525
No,No,1216.20230943934,43656.1288917427
No,No,1184.89962505962,53896.9022479321
No,No,1416.06555486279,40371.2845887418
No,No,431.942741359302,46658.013814119
No,Yes,521.033066390733,16887.1603924733
No,Yes,806.996111210473,15964.9969756192
No,No,775.44392753938,33781.7810651214
No,No,942.279908319669,24683.3808068886
No,Yes,1261.25713821857,26085.0761176399
No,No,509.370892230809,39546.4726439018
No,No,1389.3864522944,39707.9895454689
Yes,Yes,1836.16176454549,18944.8078756839
No,No,196.482990431978,41972.9849545641
No,No,1348.88886606099,40548.7527125412
No,No,661.602025255988,43157.1192790073
No,No,718.986722837885,21044.6738318112
No,No,451.129324126637,39849.7132394904
No,Yes,114.418241597804,12540.907277886
No,Yes,889.01231271351,10382.9368009385
No,No,1046.13532436582,47218.8167896895
No,Yes,1263.87483062068,18520.063670075
No,No,1109.03463427706,29759.6363034254
No,No,698.405381166292,33265.4358443004
No,No,1328.96712552825,51721.3716111438
No,Yes,1199.80924416626,19538.0274856053
No,No,1261.77845265055,26767.9232836531
No,No,605.365694250338,39002.2296432859
No,No,550.639886158318,35648.3906286712
No,No,894.275095526371,36513.5391982464
No,No,1163.53457380034,46173.768243076
No,Yes,1061.75508628024,17502.8196418475
No,Yes,1204.54963030766,19058.9845429835
No,No,1666.41562382804,18916.3748629881
No,No,412.902060866997,49060.9237393665
No,No,595.065973398186,29842.8860499033
No,Yes,836.005768320167,7404.71584303711
No,No,178.154515698657,28785.9620969575
No,Yes,627.645320776991,17868.4448460212
No,No,1004.25509531634,36895.865549294
No,No,1195.39956829296,34333.9299147998
No,No,515.635635549008,51072.8470169857
No,No,1242.11037786126,37980.7583661376
No,Yes,153.261039737442,14027.7907404296
No,No,1086.74028592913,42451.9930812468
No,No,280.959049718201,29998.8573033458
No,No,955.881414291977,48657.7903659122
No,No,1093.28225760166,18844.2503915266
No,No,734.087945443028,22342.5503467431
No,No,793.829387731878,45089.5520625048
No,Yes,410.496187222397,25838.1973641363
No,Yes,677.653196612127,18930.077199437
No,No,814.553874491948,39148.5583732843
No,No,800.177345639351,43547.3981682596
No,Yes,300.795504329199,19673.6740583538
Yes,Yes,1748.68084923477,13715.4243783026
No,No,0,54901.8222134325
Yes,No,1807.68449070323,42308.9544537047
No,No,833.070562943636,36330.2620852814
No,No,794.464327017522,32431.8205514509
No,No,631.598011335177,46841.1109643927
No,No,108.249452612372,45264.5647937895
No,No,1040.39643430957,41395.2882512831
No,Yes,1207.05248263756,24747.8899692653
No,No,67.2304390711129,45751.4479321279
No,No,438.39890382946,40576.7421222242
No,No,708.579794983589,21728.8201971829
No,No,775.40221164083,41857.5780281973
No,No,0,49459.275484274
No,No,610.506735467534,52124.2335736703
No,No,845.343264468077,34216.7543637819
No,No,181.91977853135,37725.2473553696
No,No,272.987840705252,63566.3659949776
No,No,805.096332709731,40236.8996303352
No,No,226.855704750183,33014.8933279067
No,No,0,39576.4346515849
No,No,691.928828791926,23957.7148776853
No,No,1674.19782994054,54658.0741462208
No,Yes,715.717417435997,27285.3332362387
No,No,339.433429654687,44889.8749067007
No,Yes,767.337131679801,21979.6465311961
No,No,1088.48809632531,38171.3720733572
No,No,28.5673908447128,35414.5782763459
No,Yes,792.577561599726,21347.2734497751
No,Yes,1093.11502043624,22593.0816087832
No,No,408.489246623899,35984.561683511
No,No,1214.83096837004,38224.9620526713
No,Yes,850.159886593427,26764.2924616864
No,Yes,1078.662962939,25945.1789642873
No,No,403.64645291367,55458.8912456237
No,No,1378.16988733139,48152.9878524834
No,No,306.995202580848,43504.3052364636
No,No,1569.38083521793,42414.6253557756
No,Yes,1377.26968341296,17077.2421060231
No,Yes,656.379056976585,26578.8835572058
No,Yes,1654.63273450854,23687.357206599
No,No,702.084751460991,47811.758073426
No,No,1110.060615566,40236.5014860719
No,Yes,718.211753993742,18788.7481217329
No,No,737.150431835345,50544.7841921839
No,No,672.380047621219,40236.8732028806
No,No,1298.00276254287,42219.9112378061
No,No,489.399374070078,37338.5829188421
No,Yes,636.104269012361,20763.8278588407
No,Yes,1406.79982672379,16686.6280102287
No,No,997.80984304604,50287.8737409593
No,No,0,49792.7572585251
No,Yes,691.224742286061,16872.15171466
No,No,485.868909720813,14213.7055827875
No,No,730.179675305981,42685.1846676899
No,No,152.119512563396,41847.2318400977
No,Yes,1105.92557104881,13126.214243143
No,No,0,47592.7281367208
No,No,815.737668044725,48788.1033402742
No,No,568.629894009905,28122.5940878453
No,No,589.944419374562,24854.6045830214
No,No,1139.56716632629,36363.6248039883
No,Yes,344.522896814282,21341.6538375363
Yes,No,2005.57512847055,36636.0085937313
No,No,1391.03380861176,51881.8186725178
