% This is a family of datasets synthetically generated from a realistic
% simulation of the dynamics of a Unimation Puma 560 robot arm. There
% are eight datastets in this family . In this repository we only have
% two of them. They are all variations on the same model; a realistic
% simulation of the dynamics of a Puma 560 robot arm. The task in these
% datasets is to predict the angular accelaration of one of the robot
% arm's links. The inputs include angular positions, velocities and
% torques of the robot arm. The family has been specifically generated
% for the delve environment and so the individual datasets span the
% corners of a cube whose dimensions represent:
% 
% Number of inputs 8. 
% degree of non-linearity (fairly linear or non-linear) 
% amount of noise in the output (moderate or high). 
% 
% Source: collection of regression datasets by Luis Torgo (ltorgo@ncc.up.pt) at
% http://www.ncc.up.pt/~ltorgo/Regression/DataSets.html
% Original Source: DELVE repository of data. 
% Characteristics: 8192 (4500+3692) cases, 9 continuous variables. 
 
@relation puma8NH
 
@attribute theta1  numeric
@attribute theta2  numeric
@attribute theta3  numeric
@attribute thetad1  numeric
@attribute thetad2  numeric
@attribute thetad3  numeric
@attribute tau1  numeric
@attribute tau2  numeric
@attribute thetadd3  numeric

@data
-1.268048,-0.779179,1.013744,1.762080,-1.147914,1.416171,-0.522156,-0.272813,7.657799
0.978034,1.010944,-0.060042,1.204846,1.660886,-1.690060,0.458556,0.548959,3.940364
-0.923468,0.001717,-1.299059,-1.724856,0.970148,0.406271,0.283514,-0.178390,-3.155384
0.557939,1.518308,-0.323215,0.164184,-0.142597,1.039062,0.410836,0.128859,8.774816
0.843758,-1.365251,1.675385,0.720806,1.857568,1.511384,0.054758,-0.077161,2.871455
1.603929,-1.395194,-0.179682,-0.216811,1.566868,1.517305,0.532113,-0.375047,-5.775592
0.428218,0.306860,0.160466,1.470009,-1.554409,0.527334,-0.051797,-0.549582,-1.684299
1.302002,-1.584906,0.680609,1.089035,0.495658,-0.984083,-0.281113,-0.264940,2.356792
0.776915,-1.362764,-1.768171,0.563973,1.136914,-1.569469,0.000077,0.089327,-5.213001
-0.796765,-0.503355,-0.199270,-1.456638,0.091149,1.352260,-0.433395,-0.062137,5.187161
0.659353,-1.794258,-0.580616,-1.884608,0.187392,1.617171,-0.401456,0.325527,-5.181491
0.727994,-1.744680,-0.461485,-1.465157,0.163801,0.976173,-0.036166,0.560766,-1.611435
1.615468,0.274401,1.255459,0.308297,1.685565,-1.596311,0.402464,-0.187576,-1.789713
1.367235,1.515747,1.867334,-0.232357,0.401539,0.524165,-0.205328,0.251901,0.397831
-1.237570,-1.238507,1.867568,-0.060556,0.108786,-0.046509,-0.417699,-0.261880,8.382477
-0.774607,-1.315227,1.736441,1.476690,1.405684,-0.701091,0.480683,0.437139,7.615620
-0.494673,-1.320024,0.280222,1.071132,1.184814,0.500406,-0.108295,0.292075,-4.354100
-1.724400,1.080102,1.148737,1.111985,1.685134,-1.292756,-0.431349,-0.487709,7.639597
-0.392315,-0.067636,1.756960,-0.480226,0.226737,-0.611724,-0.222604,0.294659,7.693656
-1.203320,1.373792,-1.378550,0.589167,-1.426192,-0.921334,-0.582324,0.080146,0.805807
0.593756,0.298642,1.528342,-1.337044,0.737304,0.167435,0.549323,-0.327776,9.248550
0.744401,-1.191240,0.835387,1.199016,1.688100,-0.450609,0.117795,-0.225211,-0.097948
-1.464265,0.072464,0.228839,0.779319,1.351030,0.583491,0.378555,-0.031473,7.329059
-0.575028,1.562014,-0.899410,0.960176,-1.307350,-1.593287,-0.220384,0.409742,1.116529
0.610206,1.572912,1.316126,-1.712827,-0.447557,-1.122208,-0.026459,0.502670,7.278602
-1.101961,0.909852,1.125755,-0.615864,1.352846,0.949899,-0.195328,0.315044,8.336678
-0.479530,0.601609,0.340365,1.554029,0.618433,0.356189,-0.045845,-0.115406,6.222732
-0.950959,1.662353,0.362081,0.860569,-1.571892,0.750453,-0.399775,-0.218842,8.822225
1.573351,1.149768,-0.410100,-1.145522,0.148888,-0.856833,0.085474,0.163720,8.885098
-1.234755,0.825259,0.624990,1.231302,1.457483,-0.973153,0.592102,-0.136084,9.173369
1.102030,0.245021,1.332617,0.252148,0.469769,1.218579,-0.404106,0.189397,8.214988
0.167998,-0.114652,-0.530827,1.762727,-1.578786,1.744503,0.404218,0.497638,-4.605342
-0.848417,-1.533134,-0.036679,1.796370,-1.623023,0.930062,0.479433,-0.167590,-8.148691
-1.494272,0.921894,-0.066121,0.834756,-1.871087,1.235130,0.541207,0.062487,6.696812
0.091657,-1.420962,0.273198,-0.115836,-1.585478,-1.399463,-0.096957,0.046316,-6.000470
1.528514,1.568374,0.438017,-0.877236,0.423022,-0.320355,-0.244066,-0.412300,5.360982
-1.139499,-0.416675,1.444876,-1.736722,1.336713,1.228133,0.309836,-0.579003,8.992750
0.053862,0.485736,-1.858767,0.951198,-1.410123,1.501594,0.480551,-0.575710,-1.346442
-0.352635,-0.434258,-0.018819,0.386237,-0.307943,0.494003,0.432870,-0.360231,0.531250
0.855561,0.966277,-0.553521,1.111087,1.670962,1.795202,0.430861,-0.516436,-3.338598
0.549751,-0.392799,-0.652468,0.634864,1.305347,1.849580,-0.253076,0.553531,-9.395831
1.616937,-1.423040,-0.721184,-0.680762,0.106176,1.338236,0.141840,-0.493022,-4.184710
1.874534,0.138181,0.139574,0.931008,-1.451601,1.812256,0.468411,0.577009,7.608644
-0.893782,1.295816,-0.006205,1.269536,-0.612594,-0.232753,0.409651,-0.598903,4.298459
-1.459044,1.120712,1.322829,1.614216,1.850661,-1.472338,0.038291,0.351924,-4.945608
1.216119,-1.142730,1.840924,0.748407,-1.724922,-0.146370,0.545745,-0.456409,5.934656
0.113902,-0.765270,1.038662,-1.673506,0.700043,-0.277083,-0.346966,0.544646,4.685206
0.743348,-0.043540,-0.416747,0.225092,-1.869564,0.449916,-0.225578,-0.485918,-0.408249
-1.485114,0.275654,-0.297699,-0.756105,0.512506,-0.552448,0.092837,0.317768,4.517293
0.709560,1.350100,0.031772,-1.328493,1.202286,0.097072,-0.279688,-0.323435,6.575301
1.232008,-1.768524,-1.604471,-0.173296,1.552064,1.527990,0.093720,-0.453645,0.490886
-0.893800,0.995575,1.771187,1.119649,-1.456083,1.880629,0.255235,-0.270120,-3.607819
-0.076515,-0.444340,0.174101,0.658031,-1.397892,-0.277961,-0.247934,0.572510,0.709102
-0.241441,-1.480132,1.069369,1.722548,1.715131,1.472088,-0.171660,-0.287045,-0.110170
-1.296407,1.372849,1.615938,0.636797,-0.123346,0.375545,0.303951,0.111593,1.017929
-1.074510,-1.411719,1.055547,-0.618230,-0.710457,-1.350434,-0.597719,0.539758,-6.955212
-0.073901,-1.757507,-1.166511,1.755564,-1.339255,1.278293,-0.143787,0.164902,-2.046010
-1.650169,0.845249,1.068003,1.372858,1.774585,1.687422,-0.171481,0.313651,9.390664
-1.021428,1.041485,0.543921,-0.358562,1.740552,-1.061223,-0.168187,0.474804,8.261756
0.044692,0.918273,-0.602525,-0.659910,-0.034759,0.148458,-0.176743,-0.523977,6.596385
-0.730856,-1.118693,-1.332964,1.455684,-1.049648,1.741551,0.210874,0.566065,-2.594962
-0.843854,-0.250132,-0.521418,1.573599,1.555247,-1.534940,-0.073300,0.445876,-7.314604
1.261983,0.636864,1.002554,-1.577286,0.574489,0.686231,0.423698,0.286503,9.715749
-1.111247,-0.582440,1.393440,0.864320,1.155002,0.844474,-0.203900,0.250770,10.539085
-0.768613,1.402087,-0.841129,0.311932,-1.307095,-1.070645,-0.174563,0.111555,6.887674
1.813588,1.245254,-1.566887,-1.849204,-0.422254,-1.853779,0.587533,-0.132554,-0.487961
-1.859278,-0.089925,0.363473,1.642325,-0.728944,0.853067,0.167085,0.192572,2.549198
1.541595,-1.010101,-0.860879,0.128851,1.664233,1.785467,-0.048289,-0.387757,-1.896235
1.053389,0.800702,-1.184759,0.427517,-0.174612,-1.719128,-0.251783,-0.520490,-1.659843
0.575744,-0.834236,-0.698907,0.521327,0.676731,-0.012232,0.559496,0.244007,-7.117159
0.372174,0.851080,1.060763,0.325984,1.129066,-1.512174,0.520881,0.440633,1.329685
-1.426823,-0.213117,-0.441662,-0.057158,0.671395,0.798795,0.220212,0.297632,-1.907066
1.802412,-1.864624,0.535960,1.560958,0.214624,-0.610954,0.299041,0.376641,-2.977831
-0.176017,1.064972,-0.560816,-0.857161,-1.470419,-1.566506,0.251639,0.504198,5.972773
-1.040200,-1.558824,1.721489,-0.998899,-1.082915,0.583756,0.597463,-0.040943,2.544294
-0.747858,-0.361254,1.739402,-1.538880,1.410066,1.324520,-0.037472,0.212055,9.666100
1.642278,-1.531148,-0.582974,-0.052281,-0.293902,-1.025715,0.193112,-0.361202,-4.564542
0.341285,-1.827414,0.125608,-0.056206,1.588294,-0.290484,-0.041473,0.157681,-8.477040
-0.181822,1.517054,1.222065,0.773974,-1.784233,-1.737396,0.421840,0.268992,1.946175
0.605028,1.246704,0.194809,1.876058,-0.622869,0.480605,-0.443146,0.450290,8.155256
0.140868,0.062979,-0.861093,0.304379,-0.068052,-1.467103,0.439306,-0.190873,-1.624064
-0.475051,0.490395,1.036962,-0.078293,-0.174273,0.217084,-0.235447,0.442506,10.321673
-0.517415,0.988372,1.340607,-1.179659,-0.569208,1.356325,-0.287317,-0.141518,3.898588
1.527442,-1.373610,0.669163,0.974457,1.200266,0.085109,0.516968,-0.516468,-6.426397
0.550355,-1.549605,-1.665242,0.101916,1.358866,0.340109,0.327155,0.093901,5.978450
1.181022,0.858236,0.688991,-1.290178,0.501819,0.777627,-0.223272,-0.139305,9.881228
0.303059,0.355253,-0.810075,-1.783005,0.059918,0.482533,0.273283,-0.530585,0.707112
1.485948,-1.341119,0.109769,1.402801,-0.141882,1.740699,0.451100,0.040857,-8.029656
1.774854,-1.331540,-1.000206,-0.426493,-1.473310,-1.144199,-0.077366,0.507726,-8.974019
-0.728991,0.059007,0.236543,-1.679719,1.829682,0.292483,-0.064216,-0.473224,8.144568
-1.121074,0.124653,-1.023321,-0.629829,0.379853,1.732423,0.577467,-0.111603,1.879019
-1.139471,0.055666,0.647353,0.093958,-0.435289,1.494680,-0.509027,-0.414289,10.096401
0.051252,1.857677,-0.430415,0.478723,0.910292,0.972026,0.576444,-0.512651,5.357053
1.104579,1.623132,0.902594,-0.231302,-0.721406,-0.635674,0.048120,-0.046707,6.297655
0.963390,-0.074919,-0.020156,0.532049,-0.076528,-0.663737,-0.082573,0.592047,-1.829454
1.812256,1.466540,0.450191,0.153803,-1.185655,0.454003,0.038233,0.583956,1.132184
-1.625226,1.605888,1.368414,-1.295670,-1.310153,0.311514,-0.252146,0.587292,-0.877421
-0.918430,1.741324,0.607903,0.561747,1.419206,0.362374,-0.561303,0.586246,-1.220780
-1.865452,1.707671,0.495676,-0.678001,1.277070,1.616648,0.399139,0.331931,8.974584
1.541546,-1.837974,-0.177762,-1.868205,0.668781,-1.667450,0.220740,-0.417620,-7.751249
-0.352917,-1.410888,-0.057007,-0.558514,0.139459,-1.000961,-0.575300,0.533062,-7.474006
-1.129201,-0.751664,-0.246838,-1.705340,0.988716,-0.425673,0.317454,0.251605,0.965537
1.490816,1.318272,0.437904,0.980652,-0.236044,-1.252652,0.520155,0.250036,7.377939
0.842217,-0.878801,0.496701,1.465408,0.285255,-1.040488,0.362370,0.349211,-2.305380
0.349075,0.928158,-0.346525,0.461814,-0.542708,-1.875152,0.246410,0.213568,1.654186
1.605138,0.069602,1.123162,1.033274,-1.752046,0.145680,0.564870,0.564312,3.340107
-1.540942,0.684472,-1.844472,-0.067919,0.775137,-1.086354,-0.212395,0.280787,-1.918119
0.803428,-0.601274,1.513353,-0.672028,-0.128285,0.299001,0.007707,-0.076746,9.535229
-1.702679,0.463767,-1.645609,-1.689459,0.239385,0.846150,0.360686,-0.347021,-2.603792
-0.948361,0.076504,0.257103,0.810587,-0.927107,-0.840445,0.159412,-0.370062,6.238139
-1.737373,1.705271,1.624345,-1.327845,0.778023,-1.593516,-0.246604,0.132172,-0.658563
-1.413118,0.158162,0.436627,-1.632113,-1.057324,0.920811,0.185399,-0.402570,3.019391
1.389335,-0.274296,0.514588,0.502182,-0.650765,-0.896677,0.524064,-0.053016,8.474928
0.186399,0.018065,-1.742996,1.444190,1.816050,1.142434,0.232923,0.339969,-2.746855
0.762467,0.855488,-0.255218,0.711551,0.883615,1.235682,-0.104924,0.538484,9.838411
1.420308,0.045350,0.675847,0.222881,-1.326539,0.117677,-0.445878,0.120460,5.044041
1.213205,-1.120359,0.827234,-0.108129,-0.230083,0.928414,0.060530,-0.272795,-1.685818
-0.230897,-1.441361,0.502991,1.629728,-1.335223,1.188981,-0.347538,0.535098,-8.334864
0.355694,-0.924091,0.831788,1.035197,0.416570,0.571452,-0.427465,-0.001552,-2.117663
-0.397016,0.089463,-0.585368,1.180157,1.387570,0.224167,0.458302,-0.116096,3.947633
-0.597056,0.778945,-1.177903,-1.211890,0.594319,-1.539222,-0.180006,-0.160420,3.861115
0.986656,-1.113059,-0.884499,-1.011190,-0.317761,1.361779,0.089343,0.396068,-8.653477
0.382492,0.851530,1.077246,-1.614644,-1.505948,0.719750,-0.255114,-0.108470,5.121962
-0.288542,-1.427660,0.810894,0.460318,0.708061,-1.220144,0.430470,0.111086,-11.635150
0.839750,-0.863994,0.545881,-1.341291,0.996627,0.592390,-0.014032,0.556913,2.990017
-0.892775,-0.624406,1.042705,-1.579800,-0.208099,0.960617,-0.457027,-0.061218,8.290638
1.224865,-1.185971,-1.096819,0.621418,1.511175,0.431970,-0.233030,0.263663,-0.546449
1.029156,0.671596,0.398912,1.619823,1.839443,-1.521715,-0.125846,0.508172,9.537873
-1.853967,-1.316526,-1.246314,-1.168711,-1.286830,0.235287,-0.053312,0.389721,-5.508848
0.690152,-0.633517,-1.286730,-1.854448,-1.860613,0.095925,-0.414507,0.581955,-6.568264
-1.000778,1.260424,0.819120,-0.758942,1.840667,0.197765,-0.390113,0.168256,7.197272
1.756689,-1.272363,-1.674582,1.459755,-0.480858,0.914330,0.313124,-0.522688,1.110973
-1.695532,-0.048594,1.346717,-0.278543,0.765325,-0.119000,0.572121,0.038641,7.033125
-0.798909,1.160702,-1.367447,-1.303455,-0.221461,-1.194704,-0.266542,-0.176390,6.825713
-1.124437,0.149069,-1.582742,-0.660371,-0.235528,-0.116406,0.048997,0.291110,-3.811241
1.560205,-1.143640,1.624497,1.229329,-1.558951,-0.412498,0.001717,0.055931,6.576918
0.219527,-1.151177,-0.640327,1.120272,1.474876,1.081201,0.248955,-0.207639,-9.580735
-0.812024,-0.606873,1.671682,-1.197895,-1.693111,-0.834419,-0.001557,0.230802,2.506907
1.684261,-0.889879,-0.956487,-0.779190,0.825917,0.368874,-0.585570,-0.469307,-1.264665
-1.798100,-1.056826,1.745104,0.048379,-1.192491,-1.341712,0.464613,0.350999,5.710115
-1.089379,1.272098,0.981934,-1.304883,-1.590244,1.446376,0.272606,0.093121,5.705974
1.078791,1.736413,1.003788,0.321200,-0.105837,0.589066,0.205202,0.024649,-1.390703
-0.989475,-1.025088,-0.160369,0.167886,1.770173,-0.835520,0.105525,-0.041238,-8.745307
-0.482530,-0.794489,0.040309,-1.117605,1.872969,0.233250,-0.149271,0.407845,0.566150
0.166024,0.629738,1.863366,0.939276,1.798194,-1.128800,-0.491797,-0.035343,6.785794
1.549240,-0.703657,-0.159507,-0.433528,0.927530,0.416275,-0.197372,-0.427274,-0.625283
0.921440,-0.149402,-0.246397,-1.839006,1.325853,-0.329329,-0.256728,0.372644,-1.299607
1.668765,-1.209573,1.837421,-1.572360,0.425882,-1.266547,0.582980,0.150452,1.054012
1.405180,-1.640393,-0.724061,-0.016665,-1.107725,-1.720841,0.186105,-0.526011,-6.627295
0.181111,1.614095,-0.191095,0.237403,1.462755,0.925479,-0.041114,0.197588,-0.983869
-0.867195,-0.470074,1.205155,-0.694309,-1.376373,-0.525689,0.451137,-0.537068,8.726892
0.825979,1.410007,0.324045,-1.304708,1.341493,-1.372315,-0.059986,-0.182449,8.762647
1.114465,-1.878948,1.069222,-0.747794,0.718413,-0.664740,0.548825,-0.290029,-8.810197
-0.692376,0.949385,-1.720000,-0.365876,-0.559860,0.123674,0.436087,-0.284240,-2.605503
-1.499803,-1.560012,0.609983,1.594367,-0.002711,-0.332149,0.259946,-0.292943,-6.655380
1.119821,1.428180,0.402891,0.627962,-1.593932,-0.233572,-0.373072,-0.223651,7.648019
-1.315283,0.792968,0.783586,1.438151,-1.663430,0.386862,-0.352342,0.183224,9.423405
0.566497,-1.672408,0.295479,1.134405,1.509673,1.577496,-0.258883,0.154702,-8.073094
-0.960845,1.385169,1.335930,-0.609258,-0.719951,1.204712,-0.192555,0.128709,2.561055
0.399255,-0.157049,-0.590666,-1.150956,-0.698014,0.447074,0.169981,-0.325085,-0.316712
0.832740,-1.822861,1.238780,-1.036720,0.369382,-0.845027,-0.355970,0.410056,-6.801960
-1.151658,-1.183764,-1.707646,-0.078686,0.766820,-1.390098,-0.391818,0.320100,-3.828458
0.130172,1.256890,1.738951,-1.578524,-1.388701,-0.376534,0.403660,-0.478688,0.655038
0.705486,0.725014,0.956635,-0.499726,0.459018,1.480407,-0.068805,0.396770,9.714237
1.788302,-1.515033,-1.188180,-0.514996,0.184343,-0.609721,-0.306213,0.273524,-0.566581
-0.729001,-0.115868,1.652256,0.307987,0.248837,1.380419,0.210467,-0.273353,8.080183
-0.310900,-0.191740,0.697131,-0.207830,1.717261,-0.439100,0.487566,-0.276019,-2.628033
1.089048,0.704256,-1.089029,-0.394457,1.642360,-0.148852,0.468883,0.114572,-0.366697
0.812115,-1.636494,0.717012,-1.577646,-1.702917,0.246676,-0.323233,-0.181124,-9.638213
0.196843,-1.642163,-0.318833,-1.577373,-0.891984,1.354697,-0.597897,-0.058505,-6.028177
0.900070,-1.184958,0.849469,0.368646,1.873144,-0.594096,0.482754,0.443836,-3.270547
-1.472651,-1.372817,-1.077595,-0.491722,-0.725982,1.623665,-0.458735,0.043583,-2.738740
-1.254370,-0.859853,-1.485200,-1.178810,-1.378926,1.807574,-0.577148,-0.528332,-4.372116
0.328778,-0.919924,-0.753300,-1.346237,0.793242,1.618477,0.580892,-0.142324,-4.648656
0.562771,-0.219157,-0.170232,0.279279,0.303645,-1.091084,-0.316609,-0.443223,-6.993940
-0.767053,1.234052,-1.337003,1.424528,-0.668877,0.063839,-0.473128,0.531781,-1.085062
-1.160351,-0.267331,0.705477,0.574245,0.360622,-1.039564,0.503501,-0.057472,4.202600
1.591180,-0.787172,-1.384137,0.932844,-0.744235,0.200407,0.545052,-0.116575,-4.248881
0.216788,1.818066,1.102558,1.577061,-0.582007,1.123551,0.010474,-0.357411,2.320248
1.177139,-0.326323,0.702537,0.182162,0.435268,-1.850714,0.189239,0.546982,1.878259
0.134258,-1.701377,-0.266239,0.203193,-0.476601,0.830973,-0.432501,0.556837,-8.237162
-0.148806,-1.537096,1.225445,1.030590,-1.611484,-1.176450,0.188730,0.387016,-6.366409
0.029458,1.243960,-0.691158,-1.190504,-1.881339,-1.416176,0.494234,0.198600,2.990669
1.222848,-1.156894,1.289322,0.192182,-0.818730,-0.212953,-0.464862,0.271073,2.068369
-1.601620,-1.256125,-0.190735,-1.259057,-0.457895,-1.444554,-0.124428,0.335513,-8.463638
-1.030765,-1.324677,1.240587,-0.832824,0.413214,0.718165,-0.336576,-0.030401,-7.965406
-1.257627,0.961577,-0.383882,-1.594812,0.060049,-1.091696,0.008225,0.233656,7.869876
1.726079,0.740452,0.298337,0.163134,1.065145,-1.421710,-0.310976,-0.579959,5.594618
0.929174,1.660189,1.677009,1.627687,-1.711924,-0.342570,-0.292163,0.015149,2.386920
0.606111,0.606368,1.159695,0.547021,-1.032401,1.334652,0.166828,-0.513937,9.014415
1.053699,-1.519323,-1.651280,1.030593,-1.571594,-1.783068,-0.317195,0.500990,-0.203209
-0.801259,-0.632722,0.766194,-0.600153,1.512767,0.797498,0.484361,-0.142210,-2.411140
-1.506269,-0.908138,1.295632,0.688872,0.475625,1.616734,-0.342286,0.004475,0.598414
0.277385,-1.367226,-1.356687,-1.414131,-1.772135,1.795796,0.010965,-0.503904,-3.731163
-1.059741,1.765586,1.227200,0.368465,-1.179945,-1.601573,-0.150282,0.205815,-4.372907
-0.299625,0.795681,1.140770,-0.849462,-0.248828,-1.213569,-0.395037,0.211069,7.252722
-1.650669,-0.015896,0.506168,-1.530744,-1.346950,0.127395,-0.058682,0.128001,-6.562254
-0.781663,0.731881,-0.497659,1.279854,-0.613472,0.088337,-0.210758,0.195239,7.780041
-1.742824,0.575271,-1.237791,-1.187016,0.192355,-1.672365,0.324036,0.477920,3.578022
-0.044163,0.430938,0.780174,0.635196,-0.649498,1.545934,0.091376,-0.235923,8.631567
0.497279,-0.118420,0.228502,-1.105319,1.028477,0.566928,0.571595,-0.401412,2.300718
-1.041340,-1.872671,1.012699,-0.710809,0.286940,0.889115,-0.180614,0.415819,-6.329383
1.051382,1.000346,-0.985342,0.580233,-0.783882,1.132162,0.480053,-0.555169,3.994213
1.159960,1.241675,-1.396241,1.072789,-1.127068,1.175392,0.150476,-0.553489,7.651277
1.690727,-1.532872,0.592946,1.774518,0.549986,-0.211763,-0.095280,-0.574209,-8.331607
0.427469,-0.977259,0.716277,1.142267,1.689183,-1.105609,-0.024210,-0.091271,-0.649638
0.321977,1.650711,0.723389,0.039044,0.249053,1.239558,0.230152,0.565477,4.874783
-1.336963,-1.668044,-1.750832,1.690109,-0.615231,0.680920,-0.389601,0.376467,3.129034
-0.855749,-0.357177,-1.375565,1.744389,-0.653022,-1.121808,-0.285268,-0.494793,-2.851577
1.093931,-0.162879,-0.552741,-0.860704,-0.695133,-0.137804,-0.428868,0.408998,-1.522118
1.368619,-1.617689,0.101244,1.375935,0.699865,0.512734,-0.158270,0.352690,-7.632701
0.311900,-1.844877,0.666287,1.644898,1.044294,-1.258115,0.092967,0.104490,-2.793254
-1.255289,-1.225633,-0.417241,-0.538362,-0.464951,0.597007,-0.510489,0.208297,-7.306083
-1.268883,0.274661,1.858059,-1.555587,-0.418297,0.566113,-0.189997,-0.074133,7.516443
1.267807,0.487205,0.208628,0.390158,1.506011,0.345104,-0.548511,-0.429510,3.365135
-0.841106,0.703400,-0.389600,0.329556,0.846273,-0.570508,-0.521766,0.281436,5.746574
-0.554430,0.915609,-0.140864,-0.000016,-0.263698,1.436406,-0.267081,0.377335,8.919328
1.534466,-0.194343,-1.579664,-1.698535,-1.503260,0.660209,0.409052,0.138328,-3.087584
1.290099,-1.826138,-1.055171,-0.598761,-1.489432,-0.666691,-0.284736,0.043694,-5.707585
-1.053546,0.318594,1.334525,-1.616283,1.109921,0.926288,-0.511923,0.103866,8.394040
-0.949731,-0.325675,0.294974,0.189497,-0.695016,1.827387,-0.181768,0.226706,7.981478
-1.443457,-0.800955,0.708646,1.068792,-0.435801,0.435530,-0.387980,0.020684,-7.270087
-1.273913,-1.339196,-1.503889,1.397547,-1.746264,-0.694508,-0.300317,-0.233784,-3.168241
0.143792,0.195007,1.423982,1.472502,-1.125052,1.118521,-0.499372,-0.153115,9.378886
-1.252403,-1.724003,0.222714,-0.362910,0.292437,-0.982346,-0.587537,0.059731,-8.366276
1.167995,0.567372,1.716105,-1.009785,0.685547,1.138789,-0.069556,-0.232463,8.053860
1.679733,-1.591814,1.432809,-0.966527,0.119571,0.262697,0.185822,-0.486766,0.983805
-1.028868,0.393667,0.165237,-1.284336,0.672522,0.878315,-0.361910,0.184967,5.818656
1.170499,1.173757,-0.607871,-0.033553,1.557076,-0.941138,0.266897,0.132655,9.735402
0.651775,-0.981854,-1.114362,-0.155732,-1.067728,-0.533189,-0.070807,0.339713,-3.824620
0.917801,-0.987640,-0.352125,0.591287,0.273677,0.397772,0.413836,0.148674,-8.510753
0.558509,-0.217351,0.021686,-1.201222,-1.057712,-1.829201,0.078735,-0.292762,-2.762289
1.414790,1.549832,1.701616,0.515962,0.979214,-1.776751,-0.122879,-0.035351,5.536082
1.595294,0.504868,-0.756924,1.831859,-0.806853,-0.416121,-0.178944,-0.304521,7.395996
-1.080876,0.916819,1.356239,1.430545,-1.321449,-1.045985,-0.247532,0.122463,8.021120
1.249946,-1.865521,0.543002,-0.720683,0.209857,-1.570372,-0.030120,0.165234,-8.084411
-1.304406,-1.112661,-1.728698,0.483257,1.711157,-1.243087,0.089649,-0.463144,5.692517
0.047047,-0.954358,1.082808,1.391590,-0.078316,-0.559427,-0.044044,0.158302,-3.055586
0.880047,1.591028,0.430522,1.323602,-0.467981,-1.323715,-0.454093,0.056009,9.435632
-0.014592,-0.197727,1.867275,-1.224689,0.362224,-0.508042,0.058808,-0.420694,8.199987
-0.009334,1.463009,1.426700,-1.856727,1.307039,0.131923,0.167042,-0.518272,6.545463
-0.999810,-1.320319,-0.908371,1.155579,-0.772665,1.164398,0.136043,0.480552,-5.516898
0.581366,-0.594782,1.306498,-1.416268,0.004659,-0.858146,0.261248,-0.000826,5.794233
0.962486,-0.192387,1.130836,1.829938,0.835601,1.025022,-0.303300,0.041664,8.592486
-1.029464,1.686254,-1.321814,0.363347,-0.482162,1.614300,-0.161930,0.043786,0.605049
0.746763,0.812819,-1.116282,1.500000,1.097255,-0.839438,-0.453551,-0.437572,4.270846
-1.514822,-1.408024,-0.930647,-0.028366,-1.736271,1.373613,-0.197815,0.525745,-4.367453
1.180414,-1.822022,0.269177,0.156169,0.871660,0.107214,-0.024833,0.232070,-9.478915
-1.275948,-1.609238,-1.116162,-0.263532,0.466433,1.698164,-0.302026,-0.152358,1.579770
-1.435189,-1.336738,-1.653975,0.968515,-0.637541,-1.069810,-0.505419,0.229175,3.873983
-0.991816,1.095264,-0.370652,-1.648805,1.159680,0.301099,0.430419,0.460400,6.504935
-0.609341,1.648310,1.829900,0.200187,1.787277,0.116986,-0.545425,-0.160301,-2.281235
1.150237,-0.070569,1.465046,1.746250,0.471422,-1.157181,0.075575,0.585541,9.984166
-1.806469,1.537388,-0.086214,-1.351484,-0.682381,-0.700212,0.383426,0.242045,8.405503
0.261098,0.092234,0.748864,-1.583014,-1.456905,-0.625604,-0.079912,-0.288104,8.616978
0.131766,1.645226,-0.988443,1.228875,-1.634385,-1.534926,0.001147,0.085932,2.455868
-0.266912,0.199254,1.184132,0.349888,-0.488030,1.012386,0.496292,-0.023718,9.685304
0.299923,0.435398,0.337091,-0.692804,1.304632,1.142721,0.568034,-0.249038,5.137250
0.905359,1.000342,-1.060107,-0.613906,0.332440,0.304914,0.441437,-0.366263,-1.737075
-1.448930,1.451147,1.870184,-1.340177,0.873538,1.515670,0.183206,-0.058890,5.179837
-0.994225,-1.695006,1.251374,-0.498450,-0.700164,-1.755143,0.275240,-0.044704,3.579017
1.199556,-0.554273,-0.218705,-0.112442,-1.084917,0.863446,0.495362,-0.043645,0.186026
-1.597630,1.715299,0.517753,0.923617,-1.261102,-0.891805,0.190551,-0.211517,7.493764
0.235969,-0.022453,-0.384730,-0.767451,-1.674488,-0.739178,-0.477626,0.537497,0.142246
-0.874524,0.759198,-1.306991,0.681817,-1.232780,0.100578,0.477536,0.347275,0.867983
1.686476,-1.366577,-1.766729,-1.592178,-0.907559,-0.281292,-0.062979,-0.095266,-2.094275
0.447604,-1.860193,-0.387726,1.669178,-1.808853,-0.833207,0.481062,-0.387898,-7.173254
1.461506,-1.204176,-1.705394,0.085694,0.156612,0.784345,-0.283520,0.072988,-5.458339
1.510202,-0.843883,-0.731295,-0.967206,0.021925,-0.956839,0.269684,0.183007,-3.235705
-1.341034,1.542607,0.911226,1.597034,-0.421886,0.570264,0.418816,-0.155482,5.325189
1.044098,-0.776416,-1.562260,0.530547,1.063392,-0.715474,0.330452,0.311310,1.510088
0.469890,-0.522352,0.957030,-1.415120,0.442927,-1.299735,-0.565281,-0.283736,-1.845957
-0.926932,-1.669975,-0.279977,-0.728292,0.499969,-0.151023,-0.350298,-0.263846,-7.205955
