% This is a dataset obtained from the StatLib repository. Here is the included description:
%
% The data provided are daily stock prices from January 1988 through October 1991, for ten aerospace companies.
%
% Source: collection of regression datasets by Luis Torgo (ltorgo@ncc.up.pt) at
% http://www.ncc.up.pt/~ltorgo/Regression/DataSets.html
% Original source: StatLib repository. 
% Characteristics: 950 cases, 10 continuous attributes

@relation stock

@attribute company1 numeric
@attribute company2 numeric
@attribute company3 numeric
@attribute company4 numeric
@attribute company5 numeric
@attribute company6 numeric
@attribute company7 numeric
@attribute company8 numeric
@attribute company9 numeric
@attribute company10 numeric

@data
34.391,58,21.75,44.875,78.375,25.625,73.5,22.125,45.375,51
33.781,58,21.75,44.875,79,25.5,73.375,22.125,45.25,50.875
34.672,57.625,21.875,44.875,79,26,73.125,22.25,45.5,50.625
34.172,57.125,21.5,44.875,79,25.625,73.375,22.25,45.5,50.25
34.5,57,21.75,45.375,79.375,26.375,74.5,22.375,45.5,50.875
33.672,56.75,21.5,44.875,79,26.375,73,22.25,45.375,50.875
33.5,57.25,21.625,45.375,78.875,26.625,73.125,22.125,45.25,50.875
33.922,57.5,21.5,45.5,79.125,26.5,73.125,22.25,45.125,50.75
33.578,57.625,21.375,45.5,78.625,26.5,74.25,22.125,45.125,51.375
33.172,57.625,21.875,46.25,78.5,26.25,73.5,22.25,45,51.25
34,57.125,21.75,46.875,78.125,26.5,73.75,22.5,45.125,51.125
34.5,57.5,21.75,47.75,77.375,27.125,74,22.75,46.125,52.375
34.328,57.875,21.5,48.125,75.625,27,74.625,22.375,45.25,51.625
34.172,58.125,21.375,48.125,75.5,27.25,74.625,22.5,45,51.75
32.922,58,21.25,47.75,73.25,26,74.125,22.5,44.875,51.125
32.422,57.875,21,46.75,72.875,26,73.5,22.125,43.875,50
32,58.25,20.5,46.375,73.625,26.125,72.625,22,43,50.25
32.672,58.625,20.5,46.25,74.75,26.125,72.75,22,43.75,50.375
32.578,58.375,20.375,46.375,75.25,26.375,72.75,22.125,44.75,50.375
32.422,58.5,20.5,47.25,75.5,26.125,73.875,22,45.75,50.625
33.078,59,20.625,47.875,76.25,26,75.875,22,46.375,51.25
33.172,59.75,21,47.75,77.25,26.25,75.875,22.25,46.375,51.5
33.578,59.75,21.125,48,78.125,26.375,77,22,46.375,52.625
33.75,60.25,21.5,47.75,79.25,26.625,77,22.125,46.125,53.5
33.75,59.875,21.625,47.625,78.75,26,76.625,22.125,46.875,53
33.75,60,21.875,47.75,79.625,26.5,76.875,22.375,48,53.375
34.078,60,22.25,47,77.75,26.875,76.5,22.25,47.875,53.25
33.578,60.125,22.375,46.375,77.375,27,75.375,21.875,47.625,52.75
33.922,59.375,22.5,46.125,72,26.75,75.75,22.375,48.625,54.625
34.75,58.75,22.25,46,71.375,25.5,75.5,22.375,48.25,54.375
35,58.25,22.125,45.75,72.25,25.75,75.75,22.5,48.625,55
35,57.625,21.75,46.125,72.375,25.75,75.5,22.625,48.5,54.625
34.75,57.5,21.75,46.25,73.25,25.75,75.875,22.75,48.375,54.875
34.25,57.125,21.5,47,73.375,25,77.25,22.75,48.5,55.125
34.672,57.125,21.125,48.25,72.875,25.125,77.75,22.875,48.375,54.75
35,57.375,21.25,48.125,73.25,25.25,79.5,22.5,48.375,54.875
34.922,58.375,21,48.5,74.75,25.875,79.25,22.875,48.625,54.875
34,58.75,21,48.125,74.375,25.625,78.125,22.75,48.75,54.125
33.672,58.625,20.375,48.125,73.875,25.5,78,22.875,48.625,54.375
33.422,58.125,19.875,47.625,73,25.5,77.875,22.75,48.375,54.25
33.5,57.75,19.75,47.375,73,25.375,78,23,49,53.75
34.25,58.25,20.25,48.25,73.875,25.75,79,23.625,49,54.5
35.922,58.375,20.375,48.875,73.875,25.625,79.5,23.25,49.125,54.125
35.5,57.75,20.125,48.75,73.875,25.625,78.875,22.875,48.5,54.125
35.422,58.875,20.125,48.875,73.875,25.5,79.125,22.75,48.5,54.5
34.828,58,19.75,48.625,73.5,25.375,77.875,22.75,48.25,54
34.828,58.375,20.25,48.375,73.25,25.5,79.25,22.5,47.5,53.375
35.328,58.625,20.125,48.75,73.25,25.25,79,23,47.875,54.5
35.422,59.25,20.25,48.375,73.125,25.25,79.625,22.75,48,55
35.328,59.125,20,48,72.75,25.5,79.625,22.75,48,54.25
35.672,59.125,20.125,49.375,73.25,25.5,79.5,23,48,55
35.828,57.625,20.125,48.875,72.25,25.125,77.875,22.25,47.75,53.625
35.172,57.5,19.75,48.375,71.75,24.625,78.375,22.5,47.5,53.625
35.422,57.375,20,48.625,70.625,24.875,78.25,22.625,47.625,54.125
36.828,57.625,20.375,49.5,71.25,25.25,80.5,23,48.125,56
36.75,57.5,20.25,49.625,71.5,25,79.875,22.875,48.25,55.625
36.828,58,20.375,50.125,70.75,25,80.375,23.375,48.25,55.375
35.672,58,20.125,50.125,70.75,24.625,80.125,23.25,48.125,54.875
36.172,58,20,51.125,70.75,24.125,80,23.5,47.875,54.625
36.5,58,20.125,51.875,71,24.25,80,23.625,48.125,55.75
37.578,58.25,20,51.5,72.375,24.375,80.75,23.875,48.375,56.625
37.672,57.75,20.25,51.25,72.25,24,80,24,47.625,56.875
37,57.5,20.75,50.875,72,23.625,79.5,23.625,47.5,55.375
36.672,58,20.875,50.125,71.875,23.625,79,24,47.5,55.875
37.078,57,20.5,50,72.25,23.375,78.75,24.5,47.75,56.125
36.078,56.875,20.5,49.75,72.75,23.75,78.5,24.25,46.875,55.5
37,57.25,21.125,49.75,73,23.625,79,24.5,47.125,55.5
37.422,57.125,21,49.5,72.625,23.75,78.25,24.375,47.375,55
37.078,56.625,20.875,49.875,72.75,23.375,77.625,24.375,47.375,54.875
37.672,57.375,21.125,49.75,72.75,23.625,78.375,25,47.875,55.875
38.078,57.375,22,51,72.625,23.75,78.875,25,47.875,56.375
38.75,57,21.5,50.25,72.5,23.625,78.875,24.625,47.625,55.625
39.078,57.375,21.5,50.75,72.25,23.625,78.75,24.625,47.5,55.75
39,57.375,21,50.625,72.625,23.25,79.125,24.25,47.625,55.625
39.25,57.625,21.125,50.625,72.625,23.25,78.75,24.125,47.25,55.625
38.672,57.125,20.875,50.375,72.125,23,78.5,23.75,47,55.625
38.328,57.25,20.875,50.75,72.125,22.625,78.625,23.875,46.875,55.625
38.422,57.5,20.625,50.75,71.25,22.375,78.625,23.75,46.75,55.625
38.25,58,20.625,51.375,70.625,23,79,23.75,46.75,55.5
38,58.125,20.625,52.75,70.375,23,79.25,23.375,46.5,55.625
37.75,58.25,20.625,53,69.625,22.875,80,23.5,47.125,55.75
39.828,58.625,20.5,53.25,70.375,22.5,81,24.375,47.625,56.5
39.672,58.75,20.375,52.75,70.5,22.125,82.25,24.5,47.5,56.75
39.172,59,20.5,52.75,70.5,21.25,82.5,24.375,47.625,56.375
39.172,58.75,20.5,52.5,70.875,21.75,82.5,24.5,47.625,56.375
39,58.25,20.625,52.5,71.5,21.625,83.625,24.625,47.875,56.25
38.922,58.375,20.375,52.5,71,21.625,84.25,24.75,48.375,56.375
39.672,58.75,20.125,52.25,71,22.125,84.125,24.5,48.125,55.875
40.922,58.875,19.875,52,70.5,22.125,83.5,24.5,47.875,55.625
38.25,55.5,19.5,48,69.625,21.5,81.25,22.375,45.5,53
39.5,54,19.375,49.5,68.5,21.75,80.875,23.5,47,53.75
39,54.375,19.375,50.25,68.75,21.375,80.625,23.25,46.875,53.25
38.5,54.875,19.25,51.375,68.75,21.125,80.75,23.375,46.875,53.75
39.078,54.875,19.625,51.5,68.625,21.5,82.875,23.75,47.375,54.875
39,54.875,19.625,51,68.75,21.125,85,24.625,47.375,55.25
38.422,54.25,19.5,50.125,68.25,21.375,83.125,24.375,47.5,54.625
38.422,53.625,19,49.875,67.5,21.125,81.875,27.125,46.875,53.625
38.328,53.125,19,49.875,67.125,21,82.625,25,46.75,53.125
37.078,52.5,19.125,49.5,67.125,20.875,81.375,25.125,46.5,52.625
36.422,52.25,18.875,49.125,66.5,20.25,80.5,25.25,46.875,51.625
36.328,52.25,18.75,48.5,67.875,19.625,80.375,24.75,46.5,52.125
37.5,52.5,18.375,48.875,68.625,19.75,80.75,24.25,46.875,53.375
37.422,53,18.25,48.75,68.75,19.5,81.875,24.25,46.875,53.375
37.578,52.25,18.75,48.5,68.625,19.25,80.5,23.5,46.875,53.375
37.828,52.75,19,48.125,69.5,18.875,81.125,23.25,47.25,53.25
36.328,52.125,18.625,47.375,68.375,18,79.625,23.25,46.875,52.25
35.75,52.25,18.625,47.5,68.625,18.375,79.75,24.25,46.875,52.5
36.5,52.25,18.625,48,68.5,18.875,80.875,24.125,46.875,53.625
36.922,52.25,18.5,47.875,68.25,18.75,80,23.5,46.875,53.25
37.328,52,18.375,47.875,68.625,18.75,80.625,24.375,47.125,54.375
37.25,51.375,18.25,47.375,69.125,18.75,80.25,23.875,46.875,54.5
36.922,51,18.375,47.25,69.25,18.5,78,23.625,47,53.75
37.422,50.625,18.25,45.875,69.125,18.625,76.75,23.25,47.125,54.5
37.672,50.375,18.25,45.25,69.25,18.875,76.5,22.875,47,54.125
38.672,49,18.125,44,69.375,18.875,75.375,22.875,46.875,54.375
39.672,44.125,17.125,39.5,68.25,17.625,68.625,21.375,45.875,50.625
38.5,43.125,17,38.5,67.625,16.375,68.5,21,44.5,51.625
38.922,43.25,17.125,39.75,67.5,16,69.25,20.875,44.375,52.25
39.328,43.25,17.125,40.125,67.75,16.375,68.5,21.125,45.25,52.125
39.172,44,17.25,39.5,67,16.625,68.625,20.875,45.5,52.75
39.828,44,17.125,39.875,65.5,17.25,68.25,21.125,45.5,52.625
39.828,43.5,17.125,40.375,63.5,17.625,66.75,21.125,45.5,52.375
40,43.625,17.125,40,62.75,17.25,65.5,21.125,45.875,51.75
41,43.5,17.125,40.125,63.125,17.375,66,20.875,46.625,52.625
40.422,43.375,16.75,39.875,62.875,17.125,65.625,20.75,47,51.625
40.828,43.625,16.375,39.875,62.75,17.125,65.5,20.75,47.375,52.125
40.5,43.75,16.375,39.125,61.625,17.25,65.125,20.125,48.125,52.125
40.328,44.75,16.125,39.125,61.375,16.875,66.25,20.25,48.25,51.875
40,44.625,16,40.25,62,17.125,67.375,21.125,49.25,52.625
39.25,45.125,16.125,39.75,61.5,17.5,68.625,21,49.375,53.875
39.172,45.25,16.125,39.375,61.875,17.5,69.625,21,49.75,52.875
39.25,45.375,16.125,40,62,17.5,69.375,21.5,49.25,53.375
38.922,46,16.25,40,61.625,18.25,69.5,22.125,49,53.25
39.328,46.625,16.125,40,61.625,18.5,68.875,22.5,49.5,53.375
38.172,46.125,15.625,40.125,60.875,17.75,66.875,23,49.25,52.5
38.328,45.5,14.875,40.125,60.125,17,66,22.5,48.75,52.5
38,45.5,15.125,41,60.125,17,66.375,21.75,48.25,52.875
39,46.25,15.25,41.25,60.25,17.375,67.25,21.625,48.375,52
38.328,46.125,15.75,41.875,60.75,17.25,67.375,22.375,48.75,52.625
38.922,45.625,15.625,42.625,61,17.125,66.875,22.5,48.625,52.75
38,44.875,15.5,44.25,61.5,17.25,68.875,23,49.25,53
38.672,44.625,15.375,44,61.75,17.5,69.5,23.25,49.375,53.875
39.578,44.875,15.375,44.375,61.25,17.5,69.5,23.75,49.375,54.25
41,45.375,16.125,44.25,61.75,18,69.75,24.25,49.875,55.5
42,46.125,16,45.25,63.375,18,70,23.375,51.25,54.875
41.828,45.875,15.75,46.25,63,17.875,71,22.875,50.75,54.75
41.25,45.5,15.75,45.875,62.5,18,70,23.25,50.5,54.75
41.75,45.25,15.375,46.375,62.875,18.5,69.875,23.375,50,55
41.25,44.125,15.125,45.875,62.625,17.875,68.25,22.5,49.25,54.375
41.422,42.75,15.25,45.125,62.25,17.75,67.25,22.25,48.75,54.125
40.828,42.25,15.625,43.875,62.25,18,67.25,22.625,49.375,54
40,41.625,15.5,42.75,61.5,17.625,66.625,22.125,48.375,52.625
39.578,41.375,15.25,43.25,62.25,18,66.625,21.875,48,52.25
39.922,41.5,15.375,43,63,18.125,66.75,22.5,48.125,52.125
40.172,41.125,15.125,42.375,63,17.625,67.5,22.5,47.875,52
40,41.375,14.875,42.625,62.75,18,68,23.375,48.75,51.625
40.578,41.5,14.375,42.375,62.25,18.25,68.25,23.875,48.375,52.75
39.5,40.75,13.875,41.75,60.25,17.375,67.125,22.875,47.5,51.5
39.328,40.5,13.5,41.625,59.875,17.75,66.625,23.125,47.625,51.75
39.672,40.375,13.375,41.75,59.875,17.625,65.375,23,47,51.5
38.672,39.25,13.25,42,58.25,17.5,65,22.375,46.875,50.5
38.578,39.875,13.25,41.625,57.625,18,65.25,22,46.25,50
38.25,39.375,13.125,41.5,54.875,17.75,65.125,22.25,46,50.125
38.828,40,13.125,40.75,51.375,18.375,65.375,22.375,46.5,50
39.5,40.625,13.25,41.125,50.375,18.125,66,23,47.875,49.875
40.828,40.125,12.875,41.625,50.625,17.875,65.75,22.25,48.25,50.25
41.5,39.75,13.25,40.75,50.875,17.625,64.125,22.25,48.25,50
42.078,39.375,13,39.625,52.5,17.5,64.125,22.125,47.625,50.75
42.328,38,12.875,39.25,52.125,17,62.625,21.75,47.625,49.875
42.328,38.125,12.75,39.5,53.25,17.5,61.75,21.5,48,49.875
41.672,37.25,12.875,40.25,54.875,17.625,60.75,21,47.75,49.5
41.578,37,13.375,39.75,56.25,17.75,61,21.25,48.375,50.125
41.5,36.25,13.375,39.625,53.5,17.875,60.125,21.125,47.375,50
41.422,36.25,13.5,39.75,52.875,17.875,60.625,21.5,47.875,50.875
42.328,36.875,13.375,39.75,53.125,17.625,61,21.625,47.625,51.125
42.328,37,13.25,39.75,53.75,17.625,62.875,22,46.875,51.875
41.922,36.75,13.25,39.75,54.5,17.5,62.125,21.625,47.375,51.125
41,36.625,13.625,39.375,55.125,17,62.25,21.125,46.875,49.875
40.328,36.5,13.875,38.75,55.25,17,61.375,21.25,47.125,49.75
40.422,36.375,14.5,38.875,55.25,16.5,60.75,21,47,49.5
40,36.25,14.75,38.25,54.25,16.25,61.125,20.875,47.375,49.5
40.75,36.5,14.875,38.625,55.125,15.625,61.25,21.625,48.25,49.75
41.078,36.75,14.125,38.625,54.5,15.75,61.5,21.375,49,50.375
42.578,37.25,13.875,39.375,54.5,16.125,61.25,21.625,49.5,51.125
43.328,37.875,13.875,38.75,54.5,16.25,60.5,21.25,50,51.625
43.25,38,13.75,38.75,54.5,16.25,61,21.5,50.5,51.75
43.328,37.625,13.5,39.5,54.625,16.25,61.625,21,49.75,52.25
43.5,38,13.625,40.25,55,17,62,21.5,49.75,52.625
44.078,37.75,13.875,40.75,55.25,17,61.125,20.875,49.75,53.5
44.75,38,14.375,42.75,56.625,17.625,61.875,21.625,50.5,53.625
45.172,37.75,14.5,43,58,17.125,62,21.75,49.625,54.5
44.672,37.5,14.375,43.75,57.25,17.125,61.75,21.625,50.25,54.375
44.328,37.125,14.125,42.625,55.875,16.875,61.75,21.5,49.75,54.5
45,37.25,14.25,41.25,56,16.875,61.625,21.75,50,54.5
44.922,37.5,14.375,41.375,56,17,61.875,21.875,49.625,54.625
46.5,37.875,14.5,41.625,56.75,16.625,62.625,22.375,50.5,56
47.672,37.5,15.125,41.875,56.5,16,63.875,22.25,51.25,56.125
47,37,15.25,41.25,56.25,15.875,63.5,22,50.25,56.75
47.422,37.125,15.5,41.875,56,16,63.875,21.875,50.75,56.75
47.5,37.625,15.5,42.375,55.375,16.375,62.625,22.25,50.375,56.125
48.828,37.625,15.5,42.25,55.375,15.875,63.25,22.25,50.25,56.75
48,38,15.625,42.75,55.625,15.75,63.5,22.375,50.75,56.625
48.5,38.875,16.25,43.75,56.125,15.375,64.125,22.75,50.875,56.5
48.578,38.5,16.375,43.125,56,15,63.625,22.5,51,57
48.25,37.75,16.5,43.375,56.125,14.875,64,22.375,51.125,57.875
47.828,37.5,16.375,42.625,55.5,14.75,64.375,22.25,51.25,57.25
47.578,37,16,42,55.375,14.75,63.375,22.25,50.25,56.25
48.828,37.375,16.125,42.5,55.875,15,64.5,22.5,51.25,56.875
48,37.25,15.75,42,57.125,15,65.125,22.125,50.875,56.75
48.578,37.25,15.5,42,57,15.625,65.375,22.25,51,56.625
48.578,37.75,15.5,42.5,56.5,16.25,65.375,22.25,50.25,56.5
48.25,38.125,15.375,43.375,56.5,16.75,64.75,22.25,49.75,56.5
48.078,37.875,15.625,43.5,56.5,17,64.875,22.5,49.375,57.125
48.328,37.25,15.375,42.75,56.375,17.125,65,22.875,48.375,56.5
48.75,37.375,15.25,43.25,55.875,16.625,65.5,23.375,48.875,56.875
48.828,37.5,15.125,43.375,56,16.375,65.5,23.625,48.75,57.625
48.672,37.375,15.125,43.875,56.875,16.75,65.125,24,48.125,57.375
47.672,37.375,15.125,42.75,56.5,16.75,65.375,24.125,47.625,57
47.422,37.375,14.875,42.25,56.25,16.5,65.125,24,48,56.375
47,37.25,14,41.375,55.125,16.875,65.375,24,46.875,56.125
46.672,36.5,13.625,40.75,51.25,16.125,65,24,46.75,55.875
46.578,36.75,13.625,40.5,50,15.625,64.5,23.75,46.5,55.75
46.578,36.625,13.625,40.75,51,16,64,24,46.75,55.75
46.672,36.25,13.625,41.25,51.125,15.75,63.375,24.25,47.125,55.625
45.828,35.5,13.625,40.625,47.625,15.25,62.875,24,46.75,54.625
46.5,34.75,13.875,40.25,46.75,15.375,62.5,24.625,46.75,55
48.172,35,13.875,40.875,47,15.5,62.375,24.875,47,55.625
48.672,34.75,13.875,41.25,48.875,15.625,62.25,25,47.75,56.375
49,34.5,13.75,41,47.625,16.25,63.125,24.875,48.625,56.375
49.328,34.5,14,42.5,47.5,16.75,64.125,24.875,49,56.75
48.922,34.25,13.625,42.625,48.125,17.125,64.125,25,48.625,56.625
49.172,34,13.875,43.625,47.875,17.25,64.375,25.125,48.875,57
49.172,33.375,13.75,43.75,47.625,17.5,64,24.875,49.25,56.75
50.25,33.25,13.75,43.125,47.125,17.375,64,24.625,49.875,57
52,33.5,13.875,44.75,48.875,17.75,64.625,25,50.875,57.875
52,33.75,14,44.625,47.875,17.5,64.75,25.375,51,58
51.328,34.125,14.125,44.875,46,17.375,64.25,25.25,50,57.625
51,34.25,14.25,43.875,44.875,17.5,64.375,25.375,50,57.125
51.422,34.5,14.25,43.25,45.125,17.375,64.75,25.375,49.75,57.375
51.922,34.625,14.75,43.125,45.375,18.125,64.75,25.875,49.75,56.75
52.75,34.375,14.75,43.375,45.75,18,64.625,25.75,50,57.875
53.078,34.375,14.75,43.125,46,17.625,64.125,25.75,49.625,58.375
54.078,34,15,43,46,17.75,63.875,26.375,49.875,58.25
55.078,34.375,15,42,46,17.75,62.875,26.5,49.75,57.875
54.5,34.375,15.375,43,46,17.5,61.25,26.625,49.625,56.75
54.578,35,15.625,42.5,45.75,18.125,63.5,27.125,50,57.75
54.672,35.25,15.5,42.625,45.625,17.75,63.75,27.5,50,58
55.078,35.5,15.5,42.625,45.375,17.875,63,27.375,50.125,58.625
56.5,35,15.875,42.875,45.75,17.75,62.25,27.375,50,59.25
57.578,35.375,15.75,43.125,46.125,17.75,62.5,27.375,50,60
56.828,35.75,16,43,45.875,17.75,62.25,27.25,49.875,59.75
56.672,35.625,16.125,43.125,45.875,18,63.125,27.625,49.875,60
55.922,35.875,16.125,43,45.75,17.875,63.375,27.625,49.875,59.25
55,36,15.75,42.625,45.875,17.625,64.5,27.625,49.625,58
58.5,35.875,15.875,43.125,45.25,17.875,64.25,27.5,50,58.375
58.875,35.875,16.125,44.5,44.125,18.125,64.375,27.625,50.75,59.625
59.75,35.75,15.75,43.75,42.5,18.375,64.375,27.875,50.375,59.75
60.125,35.5,16,45,39.375,19.375,64.75,27.875,50.125,60
60.125,35.625,16.125,45.75,38.625,18.875,65,27.875,50,60.25
59,35.125,15.75,45.25,38.25,18.875,64.75,27.375,49.75,58.875
58.625,35.125,15.75,45.375,38.625,19.625,65,27.375,49.625,59.25
58.125,34.5,15.875,45.625,39.5,19.75,64.75,27.5,49.125,59.75
59,34.5,16.375,43.875,35.75,19.75,64.5,27.5,49.25,60.125
57.375,33.5,16.5,43.25,34.5,18.875,62.5,26.875,48.625,58
57.25,32.5,16.375,41.5,34.5,18,61.875,27.125,47.625,57.75
57.625,32.125,16.25,41.75,34.875,18.25,62.125,27,47.125,58
58.75,32.75,16.375,42.75,35.25,18.5,62.125,27.125,47.375,57.875
59,32.125,17.75,42.75,35.875,18.875,62.5,27.5,47,57.5
58.5,32,19,42.875,36.5,18.5,62.375,27.375,46.5,57.25
59.125,32,18,42.375,38.125,18.25,61.875,27.625,45.625,57.5
59.75,32.125,17.75,41.625,39,18.5,61.625,27.625,45.125,57.875
59.25,31.75,16.375,40.625,40.875,17.75,61.125,27.25,44.75,56.875
60.5,32.125,16.25,40.375,43.375,17.875,61.375,27.625,46.125,57.5
60.375,33,16.5,40.25,44,17.875,61.75,27.625,46.5,58.125
60,32.625,16.125,39.875,43.875,17.875,61,27.25,47.125,57.25
61.5,31.875,16.375,40.5,43.5,18.125,60.875,27.125,47.625,57.25
61.125,31.75,16.375,40.75,43.625,18.125,62.5,27.5,48.125,58.25
61.125,31.625,16,41.625,44.875,18,63.625,28.125,47.125,58.875
61.125,31.875,15.875,41.625,42.5,18.25,64,28.125,47.125,60.375
60.25,31.625,15.5,41.625,41.25,18,62.625,28.125,46.875,62
59.5,31.5,15.25,41.125,43,18.625,63.75,28.25,45.625,60.5
59,32,15,41.125,42.5,18,64.375,28.375,46,60.25
58,31.75,14.75,40.875,42.25,17.875,63.5,28,45.25,60.5
55.875,30.5,14.125,39.875,41.375,17,61.875,27.5,42.875,59.875
56.875,30.625,14.25,39.75,41.625,17,61,26.875,44.25,59.5
58.25,30,14.75,39.875,42.25,16.375,59.875,26.5,42.75,59.125
59.125,29.5,14.75,39.875,42.625,15.5,58.5,26.25,42.5,59.125
59.25,27.375,15.5,38.25,42.75,14.125,58.75,26.375,42.75,59.5
58.625,26.75,16,38.5,42.75,14.125,58.875,26.625,43.625,59.625
57.75,26.75,15.75,38.125,43.375,14.375,58.375,26.625,43.75,59.25
55.75,26.75,16.125,38,43,14.25,58,26.625,42.75,58.5
53.5,28.25,16.25,38.625,44,14.625,60.75,27,41.875,56.875
54,29,15.875,38.25,44.5,15.125,63.875,26.75,42,56.125
50.5,30,15.5,38.125,43.75,15.375,62.75,25.25,41.25,54.625
52,29.75,15.125,37,42.375,15.375,62,25.5,40.5,51.875
53,28.625,15,36.875,43,15.25,61.25,26,40.25,53.125
54.5,28,14.875,37.125,42.75,15,60.375,26.125,40.125,52.5
53.25,27.5,14.625,37.125,44,14.75,60.625,25.875,39.75,51
52.625,27,15.75,36.5,43.75,14.75,62,26,40.25,51.625
52,26.875,15.75,35.75,43.5,15,61.25,26.5,40.375,51.25
52.375,27,15.625,36,43.5,15,61,25.875,41.75,50.375
50.625,26.875,15.375,35.75,43.625,14.875,60.375,23.875,39.75,49.625
48.5,26.125,15.375,35.125,43.75,15.125,60,22.875,39.5,49.75
48.5,27.125,15.875,35.875,44.875,15.75,61.375,22.375,39.5,49.5
46.125,27.25,15.75,35.5,44.375,16,62.5,21,38,49.375
45,27.5,15.625,35.375,43.375,16.5,63.875,21.625,37.625,49.125
42.5,26.875,15.25,34.625,41.25,16.375,62.375,21.5,36.375,46.875
45.875,26.25,14.875,34.375,41,16.5,63,21.375,37,48.75
48.375,26.25,15.125,34.75,41,16.25,62.125,23,38,49.375
47.875,26.375,15,34.5,40.75,16.125,61.375,23,38.5,50
48.75,26.25,15,34.625,41.75,17,61.75,23.5,39,49.875
48.25,25.25,14.5,34.5,41.375,16.75,61,23.375,38.25,49.625
48.25,24.875,14.5,34.375,42.625,16.75,60.625,23.875,39,48.875
48.625,25.25,14.875,34.75,43.625,17,61.75,24.5,38.625,48.375
48.75,25.5,15.25,35.25,44.25,17.125,62.625,23.875,38.625,50
47.25,25.25,14.875,35.125,45.5,16.5,63.125,24,38.5,50
47,25.625,14.75,36.125,47.625,16.75,63.25,24.625,39,49.75
47.375,25.25,14.75,36.375,48.75,16.75,63.5,24.875,39.25,50.5
47.625,24.875,15,36.625,49.625,17.25,63.625,25.25,39.5,49.875
47.625,25.25,15.5,37.125,50.875,17.25,64,25.5,39.5,49.625
46.875,25.375,15.875,37.625,53.75,17.25,63.875,25.375,39,47.875
46.125,25.375,16,37.75,51.875,16.75,64.5,24.875,39,47
45.625,25.125,16.5,37.75,50,16.5,63.75,25.25,39,46.25
45.25,25,16.5,37.375,49.875,16.375,64,25.375,39,46.75
44,25.25,16.375,38,48.875,16.5,63.625,25.5,39,47.75
43.875,25.375,15.5,38.5,47.5,16.125,63.125,25,38.25,46.5
43.25,26.5,15.75,38.75,46.375,16.125,63.625,25.625,38,46.25
40.375,25.875,15.75,38.5,45.75,15.875,63.25,24.5,37.125,44.625
40.75,24.25,15.75,38.375,47.375,15.875,64.625,24.375,37.625,45.25
40.875,24.125,15.375,38,46.625,15.75,66.5,24.5,37.375,43.875
39.625,23.75,15,37.625,45.875,15.875,66.625,24.375,37,42
41.625,23.625,14.625,37.375,46.5,15.5,67.75,24.375,36.875,42.75
44.25,23,14.75,38.375,47.25,16.375,65.875,25,38.25,44.25
43.25,22.25,15,37.75,47.875,16.625,66.875,25,37.75,43.875
42.625,22.625,15.125,37.25,47.625,16.5,67.25,25.25,37.375,44
43,23.375,15.125,38.25,47.5,16.875,66.875,25.375,37.375,44.875
43.5,25.5,15.125,38.125,48.625,16.625,66.75,25.375,38.25,46.5
43.875,25,15.375,39.375,50.375,16.875,66.5,25.625,38.375,46.875
44.375,24.625,15.125,39.25,51,16.375,65.75,25.125,36.75,45.5
43.875,23.375,14.75,40.25,50.875,16,66.25,24.5,35.875,44
43,22.75,14.375,39.5,49.5,15.875,64.375,23.75,34.875,42.625
44.5,22.875,14.625,39.25,48.875,15.875,64.75,23.625,36,44.5
46,22.375,14.375,39,49.625,15.375,64.875,23.5,35.25,46
45.375,21,14.25,38.125,48.375,15,64.375,22.75,33.25,45.25
46,20,14.125,38.125,48.875,15.125,64.25,22.375,31.5,46.625
48.25,19.25,14.375,38.5,48.875,15.75,65.625,22.75,32.25,48.5
48.5,20.75,14.625,39.25,50.25,16.25,67.375,25,31.875,48.25
48.5,20.625,15,39.875,52.625,16.125,67.375,25.375,32.25,48
47.375,20.125,15,39.375,51.75,15.875,66.25,25,32.375,47.625
47.125,20,15.25,38.625,51.25,15.625,66.375,25.125,34.25,47.625
47.875,22.125,15.125,38.5,51.625,15.5,66.75,24.75,33.5,47.375
46.125,22.375,15.125,38.875,50.625,15.375,66,24.5,33.375,46
46.125,22.125,15.25,38,50,15.125,65.375,24.25,33.125,45.5
44.5,22.25,15.5,38.25,49.375,15.125,67.375,24.625,32.75,46
44.75,23.875,15.875,37.75,48.75,14.875,68.5,24.875,32.625,45.125
44.25,23.375,17,38.25,47.25,15.125,69,25.375,32.75,44.125
46,23.5,17.5,38.125,48.625,15,68.75,25.25,33.375,44.125
46.125,23,16.625,38.125,49.625,14.625,69.75,24.5,33,44.5
45.375,23.125,16.625,38.625,51.375,14.75,70,25.125,31.75,44.75
44.5,23.625,17,39.25,51,14.875,70.75,24.375,32.875,44
44.25,23.75,16.75,39.875,50.125,14.875,69.5,24.375,32.25,43.875
44.875,23.875,16.75,40.75,49.5,15.125,69,25.5,33.875,44.125
45.75,24.25,16.625,40.5,50.75,15.5,69.75,25.125,35.375,45.125
46.375,24,17,40.5,51.375,15.625,69.375,24.875,35,45.625
46.875,23.375,17,40.875,51.375,16.125,69.75,24.875,34.875,44.875
46.5,22.625,17,41.875,50.875,16,70.5,24.875,34.875,44.375
46.375,22.625,17.25,41,51.75,16.125,70.125,26.375,35.125,45.5
47.25,23.25,17.875,41.625,51.5,16.625,69.5,27.125,35.375,45.625
