% This is an artificial data set used in Friedman (1991) and also
% described in Breiman (1996,p.139). The cases are generated using the
% following method: Generate the values of 10 attributes, X1, ..., X10
% independently each of which uniformly distributed over [0,1]. Obtain
% the value of the target variable Y using the equation:
%
% Y = 10 * sin(pi * X1 * X2) + 20 * (X3 - 0.5)^2 + 10 * X4 + 5 * X5 + sigma(0,1)
%
% Source: collection of regression datasets by Luis Torgo (ltorgo@ncc.up.pt) at
% http://www.ncc.up.pt/~ltorgo/Regression/DataSets.html
% Original source: Breiman (1996, p.139). 
% Characteristics: 40768 cases, 11 continuous attributes 
%
% References
% 
% BREIMAN, L. (1996): Bagging Predictors. Machine Learning, 24(3), 123--140. Kluwer Academic Publishers.
% FRIEDMAN, J. (1991): Multivariate Adaptative Regression Splines. Annals of Statistics, 19:1, 1--141.

@relation fried

@attribute X1 numeric
@attribute X2 numeric
@attribute X3 numeric
@attribute X4 numeric
@attribute X5 numeric
@attribute X6 numeric
@attribute X7 numeric
@attribute X8 numeric
@attribute X9 numeric
@attribute X10 numeric
@attribute Y numeric

@data
0.021,0.486,0.730,0.532,0.016,0.100,0.410,0.829,0.898,0.295,6.696
0.259,0.513,0.029,0.959,0.521,0.187,0.247,0.774,0.729,0.414,19.359
0.549,0.269,0.632,0.801,0.573,0.396,0.228,0.872,0.154,0.110,16.869
0.850,0.269,0.689,0.931,0.104,0.015,0.466,0.677,0.345,0.084,15.739
0.863,0.377,0.927,0.979,0.763,0.581,0.837,0.683,0.878,0.860,25.584
0.746,0.164,0.271,0.437,0.232,0.254,0.740,0.470,0.002,0.018,10.645
0.118,0.527,0.356,0.254,0.549,0.728,0.207,0.467,0.980,0.009,7.617
0.676,0.923,0.697,0.426,0.840,0.389,0.658,0.290,0.091,0.664,19.008
0.060,0.288,0.160,0.314,0.424,0.434,0.251,0.584,0.225,0.076,7.861
0.964,0.068,0.084,0.550,0.227,0.572,0.657,0.519,0.896,0.823,12.065
0.802,0.565,0.146,0.984,0.666,0.544,0.404,0.314,0.559,0.305,27.255
0.176,0.409,0.662,0.402,0.872,0.874,0.892,0.009,0.536,0.892,10.938
0.146,0.694,0.422,0.629,0.096,0.076,0.084,0.052,0.541,0.217,10.174
0.264,0.104,0.494,0.152,0.441,0.532,0.196,0.255,0.543,0.704,4.419
0.018,0.442,0.876,0.127,0.711,0.937,0.012,0.357,0.391,0.355,8.163
0.057,0.284,0.856,0.512,0.031,0.927,0.750,0.552,0.118,0.264,5.594
0.248,0.914,0.458,0.862,0.176,0.736,0.041,0.510,0.249,0.426,16.052
0.899,0.771,0.645,0.537,0.546,0.082,0.975,0.120,0.814,0.236,18.004
0.865,0.961,0.037,0.121,0.174,0.715,0.932,0.073,0.910,0.174,12.340
0.924,0.365,0.897,0.093,0.349,0.892,0.596,0.614,0.056,0.933,13.805
0.060,0.771,0.708,0.720,0.077,0.468,0.823,0.246,0.753,0.810,9.334
0.421,0.171,0.723,0.841,0.105,0.353,0.267,0.725,0.587,0.764,9.023
0.499,0.540,0.050,0.299,0.725,0.559,0.055,0.954,0.725,0.371,18.061
0.536,0.510,0.631,0.445,0.681,0.546,0.507,0.544,0.665,0.839,16.652
0.554,0.486,0.558,0.469,0.643,0.921,0.693,0.617,0.982,0.880,16.052
0.423,0.479,0.412,0.472,0.243,0.950,0.670,0.747,0.214,0.037,11.470
0.284,0.037,0.847,0.941,0.890,0.352,0.845,0.266,0.437,0.160,18.329
0.451,0.038,0.802,0.302,0.842,0.892,0.191,0.915,0.474,0.529,9.278
0.483,0.208,0.579,0.486,0.940,0.476,0.986,0.617,0.061,0.742,13.709
0.340,0.005,0.844,0.398,0.884,0.442,0.910,0.553,0.474,0.168,10.165
0.785,0.767,0.647,0.620,0.942,0.155,0.965,0.388,0.867,0.279,20.975
0.360,0.574,0.612,0.895,0.932,0.779,0.720,0.610,0.962,0.807,20.493
0.073,0.509,0.669,0.670,0.777,0.236,0.962,0.413,0.451,0.253,10.188
0.288,0.478,0.393,0.867,0.396,0.879,0.087,0.666,0.152,0.092,16.194
0.567,0.554,0.170,0.232,0.974,0.262,0.058,0.398,0.404,0.248,18.135
0.971,0.881,0.434,0.909,0.077,0.862,0.629,0.276,0.896,0.837,16.096
0.992,0.957,0.345,0.211,0.490,0.240,0.233,0.176,0.789,0.149,5.718
0.231,0.163,0.943,0.663,0.273,0.234,0.041,0.114,0.623,0.292,14.320
0.963,0.739,0.975,0.937,0.349,0.801,0.054,0.608,0.005,0.292,22.900
0.031,0.427,0.306,0.393,0.059,0.211,0.303,0.870,0.424,0.594,5.883
0.826,0.799,0.062,0.120,0.518,0.922,0.170,0.816,0.345,0.316,16.910
0.540,0.617,0.478,0.107,0.383,0.279,0.116,0.108,0.065,0.409,10.474
0.621,0.111,0.351,0.584,0.760,0.549,0.698,0.422,0.757,0.988,11.344
0.418,0.041,0.334,0.296,0.036,0.011,0.948,0.297,0.098,0.151,3.160
0.759,0.764,0.057,0.827,0.992,0.023,0.450,0.756,0.150,0.209,28.476
0.593,0.017,0.612,0.437,0.237,0.298,0.418,0.937,0.859,0.029,5.546
0.844,0.189,0.505,0.702,0.333,0.874,0.490,0.969,0.076,0.459,14.161
0.962,0.027,0.436,0.057,0.168,0.519,0.103,0.863,0.412,0.111,2.737
0.533,0.290,0.278,0.428,0.522,0.278,0.307,0.570,0.874,0.292,13.769
0.963,0.998,0.009,0.957,0.254,0.351,0.503,0.262,0.026,0.083,15.639
0.910,0.901,0.924,0.374,0.131,0.280,0.489,0.909,0.632,0.226,13.944
0.292,0.529,0.827,0.245,0.182,0.041,0.070,0.914,0.104,0.608,9.732
0.310,0.644,0.517,0.008,0.977,0.053,0.512,0.250,0.103,0.065,10.894
0.584,0.752,0.271,0.374,0.237,0.649,0.760,0.293,0.583,0.860,14.902
0.289,0.811,0.089,0.396,0.965,0.839,0.131,0.464,0.130,0.093,18.714
0.663,0.165,0.427,0.453,0.536,0.446,0.347,0.271,0.646,0.777,10.327
0.057,0.546,0.456,0.088,0.314,0.557,0.412,0.703,0.232,0.059,3.326
0.527,0.597,0.511,0.615,0.223,0.533,0.177,0.694,0.702,0.678,13.689
0.731,0.243,0.493,0.596,0.661,0.752,0.279,0.863,0.615,0.886,14.536
0.147,0.907,0.200,0.782,0.642,0.931,0.742,0.830,0.226,0.191,15.182
0.030,0.161,0.625,0.755,0.848,0.940,0.041,0.098,0.410,0.072,12.996
0.118,0.654,0.099,0.446,0.718,0.363,0.140,0.197,0.743,0.199,12.493
0.287,0.600,0.157,0.569,0.272,0.504,0.563,0.867,0.353,0.880,14.842
0.603,0.826,0.360,0.537,0.231,0.933,0.611,0.342,0.585,0.078,16.900
0.673,0.334,0.086,0.365,0.228,0.843,0.730,0.990,0.487,0.633,16.386
0.522,0.165,0.096,0.837,0.668,0.894,0.085,0.115,0.276,0.901,17.933
0.656,0.505,0.445,0.486,0.584,0.994,0.066,0.304,0.969,0.087,17.163
0.287,0.004,0.368,0.508,0.705,0.448,0.647,0.934,0.534,0.691,9.483
0.259,0.531,0.035,0.598,0.465,0.819,0.699,0.176,0.165,0.768,17.362
0.491,0.722,0.654,0.265,0.607,0.192,0.270,0.943,0.277,0.363,15.240
0.728,0.956,0.799,0.529,0.518,0.005,0.639,0.179,0.919,0.441,19.411
0.539,0.207,0.101,0.186,0.301,0.577,0.478,0.134,0.639,0.084,10.809
0.569,0.154,0.147,0.214,0.517,0.486,0.573,0.314,0.154,0.441,11.250
0.320,0.025,0.473,0.120,0.054,0.588,0.279,0.538,0.070,0.105,1.505
0.703,0.169,0.988,0.687,0.863,0.027,0.795,0.390,0.344,0.834,18.154
0.475,0.082,0.274,0.544,0.487,0.764,0.126,0.854,0.810,0.609,10.389
0.137,0.656,0.661,0.299,0.478,0.397,0.839,0.445,0.147,0.686,8.616
0.057,0.535,0.669,0.308,0.392,0.962,0.115,0.262,0.476,0.993,5.244
0.480,0.053,0.366,0.520,0.961,0.406,0.219,0.539,0.564,0.037,10.730
0.799,0.078,0.616,0.685,0.790,0.494,0.663,0.650,0.337,0.200,12.510
0.227,0.022,0.412,0.755,0.590,0.146,0.356,0.831,0.913,0.187,9.946
0.981,0.108,0.961,0.771,0.380,0.517,0.173,0.834,0.133,0.612,17.833
0.009,0.848,0.293,0.440,0.126,0.019,0.014,0.194,0.674,0.731,6.315
0.244,0.636,0.597,0.712,0.975,0.451,0.444,0.923,0.976,0.342,16.760
0.863,0.824,0.230,0.448,0.987,0.551,0.589,0.746,0.958,0.757,18.582
0.136,0.926,0.420,0.083,0.733,0.070,0.270,0.496,0.519,0.930,9.714
0.686,0.275,0.421,0.777,0.607,0.520,0.707,0.438,0.655,0.636,17.380
0.476,0.856,0.374,0.547,0.381,0.514,0.126,0.135,0.983,0.275,18.302
0.715,0.841,0.860,0.874,0.068,0.742,0.473,0.739,0.675,0.918,20.007
0.863,0.838,0.289,0.733,0.656,0.632,0.974,0.837,0.661,0.891,19.309
0.339,0.326,0.877,0.466,0.212,0.170,0.926,0.761,0.211,0.347,12.905
0.777,0.510,0.580,0.850,0.346,0.865,0.795,0.481,0.756,0.177,18.736
0.954,0.561,0.081,0.788,0.226,0.881,0.518,0.262,0.967,0.443,23.503
0.220,0.601,0.115,0.241,0.376,0.358,0.634,0.348,0.189,0.049,10.083
0.923,0.991,0.732,0.205,0.944,0.619,0.537,0.091,0.242,0.106,10.611
0.253,0.227,0.064,0.724,0.615,0.954,0.280,0.157,0.623,0.835,16.305
0.005,0.931,0.692,0.903,0.250,0.524,0.218,0.994,0.504,0.084,11.017
0.145,0.941,0.421,0.178,0.355,0.309,0.870,0.951,0.739,0.965,8.134
0.846,0.364,0.625,0.592,0.035,0.335,0.009,0.229,0.830,0.945,14.895
0.920,0.553,0.901,0.090,0.139,0.062,0.053,0.785,0.990,0.934,13.505
0.553,0.090,0.180,0.423,0.528,0.472,0.704,0.669,0.290,0.543,11.070
0.557,0.172,0.126,0.406,0.564,0.187,0.023,0.028,0.959,0.651,13.144
0.554,0.804,0.328,0.546,0.540,0.044,0.129,0.063,0.343,0.489,19.737
0.029,0.384,0.693,0.562,0.513,0.253,0.217,0.064,0.427,0.052,9.048
0.644,0.680,0.015,0.024,0.252,0.082,0.026,0.212,0.773,0.692,15.409
0.237,0.376,0.438,0.491,0.276,0.266,0.200,0.752,0.842,0.022,8.695
0.445,0.973,0.445,0.149,0.819,0.109,0.651,0.420,0.253,0.811,14.597
0.267,0.290,0.317,0.276,0.927,0.481,0.285,0.614,0.159,0.699,10.501
0.744,0.873,0.936,0.279,0.768,0.197,0.048,0.077,0.460,0.153,18.403
0.481,0.699,0.762,0.189,0.242,0.886,0.566,0.581,0.604,0.857,13.932
0.938,0.965,0.177,0.950,0.642,0.888,0.034,0.271,0.647,0.086,18.839
0.119,0.318,0.071,0.913,0.935,0.380,0.353,0.798,0.948,0.767,18.915
0.875,0.527,0.947,0.200,0.011,0.994,0.104,0.620,0.699,0.966,16.457
0.850,0.776,0.257,0.543,0.156,0.316,0.015,0.759,0.632,0.568,14.582
0.847,0.615,0.812,0.860,0.937,0.397,0.550,0.265,0.494,0.975,24.522
0.625,0.866,0.752,0.318,0.899,0.503,0.360,0.298,0.263,0.440,20.733
0.389,0.031,0.919,0.953,0.225,0.872,0.958,0.535,0.388,0.507,15.159
0.124,0.477,0.275,0.223,0.990,0.865,0.392,0.339,0.540,0.551,10.805
0.545,0.649,0.268,0.968,0.934,0.190,0.764,0.613,0.390,0.647,23.843
0.662,0.677,0.436,0.067,0.635,0.482,0.097,0.909,0.769,0.706,12.713
0.103,0.653,0.918,0.412,0.387,0.061,0.496,0.121,0.988,0.740,12.974
0.118,0.381,0.820,0.209,0.241,0.160,0.113,0.338,0.210,0.168,6.586
0.703,0.091,0.597,0.422,0.318,0.127,0.870,0.994,0.471,0.746,7.486
0.556,0.096,0.646,0.191,0.840,0.108,0.076,0.010,0.201,0.964,8.784
0.577,0.967,0.614,0.804,0.150,0.811,0.488,0.924,0.991,0.626,18.710
0.114,0.883,0.590,0.693,0.346,0.264,0.676,0.063,0.124,0.620,11.710
0.741,0.729,0.469,0.527,0.484,0.944,0.763,0.881,0.262,0.082,17.911
0.692,0.805,0.143,0.353,0.521,0.224,0.314,0.912,0.334,0.652,16.689
0.779,0.649,0.643,0.114,0.860,0.830,0.789,0.614,0.831,0.387,14.754
0.320,0.160,0.268,0.345,0.355,0.555,0.520,0.097,0.064,0.678,7.842
0.482,0.631,0.443,0.931,0.855,0.846,0.472,0.580,0.785,0.900,21.240
0.065,0.411,0.676,0.352,0.415,0.539,0.159,0.900,0.629,0.098,8.315
0.625,0.109,0.053,0.816,0.697,0.959,0.041,0.332,0.864,0.556,17.833
0.856,0.377,0.601,0.915,0.826,0.160,0.812,0.591,0.239,0.882,19.712
0.996,0.856,0.685,0.474,0.088,0.919,0.306,0.788,0.917,0.237,12.001
0.010,0.364,0.920,0.440,0.537,0.601,0.279,0.760,0.391,0.834,9.686
0.765,0.619,0.465,0.937,0.517,0.303,0.202,0.985,0.358,0.423,21.984
0.862,0.277,0.816,0.975,0.876,0.505,0.603,0.228,0.337,0.390,24.219
0.207,0.904,0.863,0.904,0.236,0.100,0.656,0.017,0.521,0.377,17.657
0.269,0.096,0.256,0.068,0.659,0.898,0.780,0.776,0.631,0.316,7.246
0.791,0.879,0.798,0.103,0.891,0.808,0.045,0.441,0.106,0.116,12.971
0.840,0.377,0.977,0.256,0.016,0.407,0.241,0.006,0.625,0.090,15.080
0.027,0.544,0.847,0.049,0.034,0.391,0.814,0.649,0.159,0.020,2.854
0.089,0.965,0.470,0.073,0.301,0.638,0.029,0.235,0.139,0.002,4.579
0.906,0.141,0.241,0.898,0.914,0.435,0.812,0.566,0.921,0.190,19.150
0.610,0.269,0.167,0.947,0.723,0.354,0.671,0.461,0.340,0.138,18.445
0.241,0.132,0.940,0.985,0.426,0.532,0.648,0.128,0.528,0.368,17.710
0.978,0.993,0.400,0.641,0.647,0.272,0.361,0.388,0.931,0.778,11.707
0.827,0.860,0.252,0.066,0.715,0.874,0.894,0.192,0.306,0.395,14.409
0.902,0.203,0.842,0.870,0.105,0.244,0.246,0.152,0.293,0.535,16.563
0.432,0.347,0.782,0.594,0.160,0.081,0.271,0.557,0.099,0.709,13.183
0.302,0.642,0.779,0.020,0.152,0.092,0.077,0.503,0.035,0.683,7.916
0.811,0.339,0.707,0.452,0.174,0.151,0.145,0.545,0.187,0.834,13.767
0.854,0.785,0.563,0.390,0.250,0.502,0.569,0.283,0.157,0.051,12.869
0.243,0.548,0.943,0.303,0.132,0.035,0.238,0.080,0.950,0.055,12.102
0.697,0.990,0.525,0.957,0.303,0.085,0.679,0.839,0.919,0.190,17.521
0.747,0.846,0.554,0.532,0.677,0.769,0.583,0.753,0.593,0.894,15.981
0.335,0.488,0.580,0.657,0.160,0.194,0.877,0.688,0.027,0.734,12.789
0.186,0.360,0.511,0.656,0.201,0.388,0.222,0.327,0.793,0.647,9.678
0.385,0.635,0.138,0.706,0.990,0.147,0.198,0.441,0.989,0.933,21.588
0.235,0.368,0.402,0.640,0.720,0.670,0.726,0.025,0.571,0.268,13.709
0.740,0.044,0.129,0.808,0.646,0.566,0.756,0.503,0.348,0.903,14.375
0.435,0.112,0.880,0.463,0.216,0.809,0.703,0.239,0.554,0.890,10.571
0.614,0.774,0.968,0.845,0.533,0.560,0.294,0.480,0.840,0.351,25.350
0.007,0.209,0.597,0.819,0.145,0.938,0.585,0.017,0.013,0.398,10.423
0.574,0.810,0.178,0.580,0.220,0.941,0.611,0.337,0.362,0.933,20.292
0.201,0.460,0.243,0.984,0.027,0.156,0.964,0.610,0.176,0.931,15.592
0.685,0.120,0.231,0.112,0.575,0.791,0.599,0.302,0.541,0.095,7.648
0.985,0.362,0.319,0.933,0.707,0.675,0.520,0.053,0.613,0.907,21.176
0.579,0.586,0.795,0.392,0.211,0.356,0.294,0.879,0.897,0.909,14.921
0.307,0.340,0.511,0.388,0.255,0.269,0.481,0.133,0.775,0.349,7.918
0.917,0.137,0.078,0.689,0.026,0.387,0.320,0.521,0.981,0.224,13.477
0.208,0.235,0.391,0.355,0.965,0.141,0.072,0.506,0.288,0.974,9.863
0.436,0.011,0.802,0.401,0.704,0.245,0.340,0.324,0.686,0.005,8.873
0.939,0.646,0.321,0.841,0.895,0.508,0.416,0.803,0.031,0.610,24.361
0.950,0.245,0.124,0.021,0.930,0.237,0.576,0.087,0.475,0.730,12.651
0.999,0.480,0.613,0.388,0.737,0.897,0.234,0.151,0.288,0.366,19.266
0.309,0.290,0.515,0.722,0.957,0.349,0.703,0.668,0.809,0.881,14.633
0.387,0.676,0.649,0.743,0.068,0.504,0.515,0.317,0.719,0.423,16.213
0.770,0.665,0.173,0.588,0.392,0.422,0.032,0.228,0.220,0.603,20.148
0.198,0.148,0.393,0.517,0.538,0.467,0.704,0.280,0.368,0.843,10.769
0.052,0.665,0.053,0.790,0.687,0.920,0.071,0.359,0.725,0.780,18.211
0.860,0.328,0.116,0.425,0.715,0.230,0.952,0.909,0.258,0.961,17.567
0.320,0.707,0.383,0.032,0.774,0.842,0.346,0.861,0.179,0.898,13.006
0.320,0.988,0.995,0.327,0.345,0.368,0.331,0.939,0.867,0.637,18.032
0.064,0.455,0.878,0.910,0.138,0.357,0.960,0.158,0.306,0.699,11.643
0.216,0.753,0.221,0.925,0.205,0.573,0.416,0.989,0.562,0.614,15.785
0.123,0.809,0.730,0.801,0.160,0.884,0.664,0.524,0.852,0.967,11.706
0.392,0.108,0.337,0.289,0.199,0.457,0.418,0.048,0.486,0.806,6.703
0.927,0.702,0.544,0.890,0.751,0.930,0.828,0.148,0.136,0.131,21.624
0.457,0.802,0.171,0.501,0.440,0.307,0.945,0.247,0.722,0.786,18.052
0.028,0.166,0.524,0.484,0.642,0.948,0.647,0.862,0.616,0.836,7.889
0.761,0.966,0.538,0.954,0.943,0.505,0.120,0.399,0.731,0.854,20.631
0.194,0.354,0.238,0.902,0.426,0.278,0.245,0.637,0.745,0.082,16.289
0.371,0.570,0.027,0.445,0.492,0.979,0.785,0.298,0.194,0.121,17.106
0.257,0.008,0.939,0.766,0.915,0.051,0.181,0.639,0.441,0.612,17.262
0.113,0.553,0.861,0.806,0.053,0.775,0.561,0.802,0.920,0.949,13.181
0.122,0.764,0.712,0.359,0.222,0.837,0.673,0.434,0.400,0.938,7.657
0.892,0.836,0.341,0.461,0.860,0.591,0.445,0.109,0.502,0.696,16.520
0.190,0.617,0.895,0.140,0.777,0.522,0.604,0.976,0.546,0.573,11.872
0.017,0.510,0.488,0.273,0.571,0.765,0.886,0.709,0.076,0.333,4.595
0.047,0.961,0.012,0.193,0.832,0.273,0.885,0.998,0.551,0.412,11.349
0.218,0.271,0.046,0.607,0.408,0.329,0.278,0.392,0.031,0.153,14.294
0.989,0.211,0.048,0.721,0.156,0.556,0.494,0.386,0.222,0.563,18.869
0.024,0.884,0.475,0.920,0.029,0.531,0.227,0.277,0.565,0.755,8.621
0.406,0.183,0.705,0.309,0.285,0.831,0.403,0.421,0.930,0.419,6.920
0.692,0.263,0.028,0.914,0.623,0.699,0.032,0.374,0.654,0.701,23.379
0.867,0.699,0.973,0.858,0.856,0.407,0.819,0.037,0.308,0.354,27.941
0.960,0.369,0.697,0.975,0.367,0.398,0.551,0.469,0.099,0.088,20.331
0.069,0.224,0.780,0.274,0.659,0.881,0.444,0.467,0.351,0.826,6.766
0.746,0.775,0.306,0.533,0.810,0.375,0.131,0.503,0.769,0.176,19.267
0.374,0.659,0.490,0.893,0.314,0.244,0.663,0.355,0.618,0.645,17.316
0.559,0.181,0.880,0.912,0.286,0.940,0.640,0.302,0.976,0.844,17.630
0.373,0.229,0.636,0.456,0.493,0.801,0.155,0.115,0.483,0.181,12.952
0.156,0.523,0.922,0.473,0.942,0.041,0.130,0.429,0.776,0.845,15.818
0.663,0.107,0.574,0.925,0.751,0.497,0.272,0.579,0.112,0.922,14.930
0.297,0.428,0.930,0.700,0.876,0.235,0.299,0.673,0.332,0.822,19.190
0.292,0.910,0.555,0.113,0.295,0.175,0.087,0.373,0.313,0.953,9.961
0.255,0.232,0.076,0.619,0.135,0.508,0.737,0.373,0.829,0.322,11.943
0.392,0.875,0.056,0.212,0.735,0.657,0.130,0.072,0.113,0.243,17.920
0.672,0.448,0.292,0.361,0.210,0.332,0.114,0.777,0.883,0.458,12.651
0.631,0.903,0.482,0.593,0.515,0.812,0.240,0.170,0.870,0.746,17.965
0.980,0.280,0.953,0.285,0.107,0.823,0.853,0.127,0.064,0.356,15.844
0.934,0.229,0.404,0.491,0.864,0.177,0.130,0.385,0.617,0.693,15.064
0.312,0.446,0.954,0.691,0.064,0.893,0.215,0.338,0.615,0.008,17.566
0.745,0.858,0.101,0.772,0.220,0.512,0.873,0.083,0.415,0.529,21.565
0.306,0.189,0.647,0.029,0.163,0.794,0.697,0.179,0.772,0.287,3.063
0.509,0.379,0.125,0.105,0.385,0.338,0.622,0.730,0.552,0.405,10.782
0.532,0.596,0.952,0.218,0.038,0.972,0.201,0.604,0.095,0.959,14.434
0.651,0.268,0.961,0.273,0.719,0.674,0.365,0.429,0.322,0.538,15.152
0.876,0.491,0.499,0.381,0.321,0.472,0.358,0.901,0.574,0.319,14.618
0.050,0.270,0.783,0.656,0.740,0.155,0.684,0.990,0.179,0.826,11.474
0.855,0.018,0.812,0.509,0.688,0.460,0.747,0.847,0.186,0.695,12.060
0.027,0.649,0.379,0.931,0.336,0.868,0.464,0.416,0.633,0.672,10.714
0.644,0.844,0.449,0.544,0.503,0.639,0.905,0.556,0.824,0.785,19.238
0.245,0.567,0.105,0.980,0.471,0.970,0.352,0.672,0.144,0.502,19.305
0.403,0.978,0.297,0.474,0.752,0.802,0.072,0.855,0.512,0.251,17.968
0.080,0.259,0.085,0.940,0.959,0.771,0.280,0.968,0.428,0.175,18.104
0.022,0.208,0.903,0.977,0.176,0.481,0.170,0.197,0.846,0.225,14.006
0.360,0.824,0.239,0.873,0.544,0.188,0.032,0.481,0.024,0.528,19.611
0.167,0.072,0.628,0.452,0.237,0.295,0.072,0.523,0.339,0.584,5.941
0.236,0.707,0.678,0.029,0.701,0.845,0.347,0.751,0.728,0.025,8.780
0.499,0.251,0.053,0.125,0.980,0.492,0.743,0.149,0.239,0.318,15.808
0.602,0.561,0.332,0.612,0.580,0.008,0.183,0.205,0.412,0.315,19.184
0.292,0.468,0.948,0.118,0.315,0.162,0.387,0.543,0.036,0.396,10.718
0.332,0.876,0.064,0.096,0.576,0.601,0.128,0.295,0.366,0.994,14.064
0.446,0.682,0.977,0.049,0.572,0.911,0.495,0.646,0.901,0.137,16.145
0.551,0.253,0.098,0.445,0.196,0.924,0.949,0.448,0.699,0.751,14.116
0.876,0.856,0.348,0.091,0.240,0.478,0.797,0.374,0.036,0.639,9.784
0.143,0.723,0.731,0.913,0.118,0.530,0.845,0.137,0.605,0.553,12.572
0.671,0.987,0.148,0.535,0.078,0.114,0.510,0.729,0.188,0.520,16.056
0.555,0.131,0.732,0.860,0.155,0.522,0.516,0.961,0.643,0.620,10.448
0.670,0.242,0.153,0.648,0.294,0.195,0.333,0.178,0.700,0.252,17.744
0.047,0.243,0.167,0.116,0.564,0.263,0.014,0.890,0.746,0.094,6.666
0.185,0.425,0.903,0.700,0.074,0.111,0.749,0.949,0.481,0.624,12.454
0.991,0.109,0.640,0.485,0.622,0.226,0.779,0.451,0.437,0.586,11.456
0.120,0.199,0.312,0.822,0.551,0.740,0.259,0.655,0.114,0.669,12.588
0.393,0.548,0.070,0.585,0.547,0.190,0.810,0.480,0.722,0.875,19.963
0.523,0.816,0.012,0.344,0.522,0.222,0.474,0.978,0.580,0.627,21.034
0.980,0.993,0.883,0.629,0.723,0.909,0.334,0.237,0.937,0.011,12.931
0.122,0.871,0.820,0.301,0.926,0.273,0.351,0.342,0.451,0.091,11.635
0.423,0.203,0.654,0.091,0.677,0.797,0.996,0.308,0.130,0.682,7.765
0.422,0.681,0.336,0.450,0.119,0.920,0.453,0.846,0.395,0.465,13.601
0.787,0.597,0.077,0.798,0.673,0.195,0.012,0.023,0.368,0.890,24.321
0.112,0.586,0.564,0.144,0.771,0.641,0.678,0.831,0.549,0.528,4.929
0.034,0.757,0.666,1.000,0.237,0.173,0.185,0.306,0.177,0.998,13.096
0.299,0.225,0.498,0.849,0.191,0.642,0.733,0.308,0.505,0.929,11.870
0.877,0.553,0.350,0.346,0.654,0.785,0.466,0.888,0.569,0.905,16.748
0.355,0.474,0.394,0.848,0.694,0.089,0.554,0.604,0.201,0.987,18.992
0.459,0.132,0.328,0.339,0.363,0.730,0.620,0.732,0.318,0.881,8.630
0.025,0.797,0.438,0.117,0.948,0.497,0.025,0.547,0.951,0.985,6.047
0.408,0.644,0.818,0.002,0.309,0.486,0.484,0.783,0.008,0.506,12.458
0.355,0.546,0.188,0.921,0.229,0.735,0.664,0.795,0.580,0.457,17.094
0.145,0.612,0.500,0.069,0.973,0.328,0.802,0.196,0.044,0.738,9.691
0.827,0.381,0.985,0.185,0.173,0.757,0.418,0.877,0.009,0.337,15.555
0.769,0.389,0.121,0.439,0.321,0.346,0.143,0.581,0.698,0.646,17.023
0.143,0.168,0.714,0.666,0.650,0.393,0.801,0.209,0.853,0.671,12.206
0.735,0.744,0.250,0.605,0.152,0.340,0.261,0.491,0.225,0.889,17.908
0.684,0.265,0.722,0.732,0.092,0.799,0.159,0.305,0.916,0.416,11.223
0.786,0.587,0.783,0.827,0.565,0.392,0.773,0.757,0.943,0.115,21.573
0.872,0.290,0.167,0.176,0.513,0.189,0.228,0.997,0.386,0.508,15.069
0.337,0.035,0.681,0.824,0.992,0.707,0.372,0.023,0.416,0.216,14.850
0.425,0.279,0.950,0.624,0.606,0.074,0.027,0.762,0.506,0.756,17.164
0.853,0.114,0.605,0.830,0.719,0.403,0.668,0.389,0.121,0.213,12.878
0.012,0.171,0.476,0.393,0.809,0.293,0.751,0.537,0.124,0.907,7.142
0.692,0.465,0.222,0.165,0.280,0.152,0.442,0.609,0.785,0.298,14.115
0.486,0.714,0.711,0.097,0.605,0.552,0.819,0.433,0.189,0.526,12.206
0.067,0.059,0.766,0.138,0.161,0.577,0.793,0.218,0.497,0.447,4.098
0.070,0.676,0.751,0.778,0.540,0.046,0.802,0.163,0.676,0.530,11.942
0.079,0.798,0.201,0.869,0.258,0.379,0.592,0.604,0.776,0.252,14.460
0.644,0.453,0.746,0.498,0.035,0.159,0.066,0.801,0.100,0.792,14.151
0.643,0.923,0.075,0.517,0.126,0.910,0.208,0.694,0.408,0.119,17.289
0.216,0.822,0.374,0.193,0.626,0.815,0.341,0.903,0.145,0.212,10.172
0.913,0.706,0.925,0.422,0.868,0.939,0.615,0.366,0.144,0.684,20.133
0.729,0.531,0.695,0.371,0.901,0.544,0.793,0.872,0.670,0.871,18.695
0.573,0.349,0.600,0.244,0.697,0.444,0.941,0.976,0.135,0.201,11.916
0.001,0.102,0.894,0.151,0.630,0.273,0.196,0.271,0.788,0.913,7.102
0.253,0.470,0.291,0.665,0.858,0.484,0.299,0.640,0.543,0.688,15.874
0.901,0.172,0.210,0.385,0.722,0.636,0.342,0.267,0.688,0.557,12.829
0.477,0.621,0.305,0.034,0.565,0.260,0.631,0.532,0.076,0.869,11.946
0.741,0.411,0.281,0.021,0.018,0.395,0.364,0.937,0.285,0.886,9.570
0.271,0.213,0.189,0.323,0.524,0.525,0.627,0.520,0.671,0.301,9.425
0.574,0.770,0.041,0.829,0.742,0.566,0.597,0.323,0.457,0.711,25.929
0.137,0.995,0.479,0.779,0.419,0.962,0.650,0.550,0.723,0.932,12.720
0.318,0.040,0.676,0.018,0.285,0.973,0.530,0.026,0.137,0.614,2.855
